Rank,Performance,Name,Year,Coach,Club,Venue,Date
25,50.57,Chelsea Coker,-5,Shirley Quinn,Chelmsford,Colchester,8 Sep 11
26,50.47,Beth Mitchell,-4,Paul Gair,Sutton-in-Ashfield,Tamworth,10 Jul 11
27,50.22,Katy Wilson,1,Ed Griss,Birtley,Hendon,4 Jun 11
28,50.17,Stephanie Hendy,-3,John Pearson,Peterborough,Peterborough,21 May 11
29,50.03,Kate Yhnell,-2,Lorraine Shaw,Gloucester,Bedford,1 May 11
30,50.02,Laura Duke,-1,,Worthing,Parliament Hill,23 Apr 11
31,49.96,Maggie Donnelly,-2,,Mid Ulster,Magheralfelt,31 Aug 11
32,49.95,Amy Clemens,-4,Jamie Bath,Shaftesbury Barnet,Eton,1 May 11
33,49.91,Jessica Mayho,-5,Michael Morley,Bingley,Sportcity,19 Jun 11
34,49.80,Jenna Galiszewski,-2,Joseph Walker,Derby,Hull,4 Jun 11
35,49.69,Sarah Buwembo,-2,,Woodford Green Essex Ladies,Eton,7 May 11
36,48.91,Emma O'Hara,-7,Kevin O'Hara,Radley,Corby,14 Jun 11
37,48.90,Katy Barnard,-5,John Little,Border,Carlisle,14 May 11
38,48.75,Jacqueline Plain,-6,,Falkirk,Grangemouth,21 May 11
39,48.72,Helen Broadbridge,-4,Bob Broadbridge,Newbury,Cambridge,28 Jun 11
40,48.64,Stacey Wilson,2,Colin McCulloch,Victoria Park City of Glasgow,Glasgow (S),16 Jul 11
41,48.55,Amy Clarke,3,Raymond Scovell,Sutton & District,Sandown,29 Jun 11
42,48.31,Vicky Johnson,-1,Kevin Madden,Liverpool H,Macclesfield,3 Jul 11
43,48.13,Adanna Okeahialam,-4,Paul Evenden,Bingley,Bedford,1 May 11
44,47.81,Sarah Stanhope,-5,John Pearson,Lincoln Wellington,Hendon,10 Jul 11
45,47.32,Hayley Green,-2,Paul Jensen,Bristol & West,Bristol,7 May 11
46,47.27,Claire Beaumont,-4,Paul Gair,Mansfield,Hendon,10 Jul 11
47,47.05,Sarah-Jane Anthony,-6,Paul Dickenson,"Aldershot, Farnham & District",Southampton,25 May 11
48,46.90,Jo Davison,25,Eric Davison,Worthing,Bromley,30 Apr 11
49,46.86,Beth Sewell D,7,Lorraine Shaw,Cardiff,Kayseri TUR,12 Jul 11
50,46.75,Sadie Watts,-2,,Marshall Milton Keynes,Milton Keynes,4 Sep 11
51,46.48,Pippa Wingate,-5,,Kingston & Poly,Kingston,15 May 11
52,46.38,Georgina Howe,-5,Gary Howe,Ipswich,Bury St. Edmunds,24 Sep 11
53,46.03,Zoe Dakin,-7,Paul Jensen,Bridgend,Cardiff,18 Jun 11
54,45.99,Lisa-Marie Shippen,6,,Gateshead,Gateshead,15 May 11
55,45.94,Sarah Drake,4,Michael Swain,Wakefield,Wakefield,26 Jun 11
55,45.94,Rachel Blackie,2,,Blackheath & Bromley,Hendon,3 Jul 11
57,45.82,Anna Robertson,-1,Lorraine Shaw,Gloucester,Yate,3 Apr 11
58,45.41,Leah Weatheritt,15,,Gateshead,Cleckheaton,10 Sep 11
59,45.15,Rebecca Baines,-5,Karl Lasis,Crawley,Kingston,5 Jun 11
60,44.88,Kayleigh Presswell,-7,Jack Kee,Marshall Milton Keynes,Hendon,10 Jul 11
61,44.87,Charlotte McEwan,-5,,Middlesbrough (Mandale),Gateshead,18 Jun 11
62,44.46,Chloe Slater,-5,Amir Williamson,Bexley,Ashford,19 Jun 11
63,44.20,Lesley Brown,13,,Birchfield H,Connah's Quay,14 May 11
64,44.01,Laura Allan,4,Colin McCulloch,Arbroath & District,Dunfermline,12 Jun 11
65,43.85,Melanie Harrison,4,Malcolm Fenton,Enfield & Haringey,Leigh,4 Jun 11
65,43.85,Kelly Bodley,-6,,Edinburgh AC,Grangemouth,10 Jun 11
67,43.65,Rebecca Simpson,-5,Neil Ellerby,North Shields Poly,Sportcity,19 Jun 11
68,43.64,Janet Smith,25,Paul Dickenson,Windsor Slough Eton & Hounslow,Guildford,21 May 11
69,43.63,Helen White,8,,Rotherham,Cudworth,14 May 11
70,43.59,Rachel Hicks,3,David Walker,Belgrave,Crawley,24 Apr 11
71,43.54,Stacey Lebond,-1,,Rotherham,Chelmsford,22 Apr 11
71,43.54,Emily Campbell,-6,Michael Swain,Notts,Abingdon,17 Sep 11
73,43.46,Jemma Bate,7,Michael Martin,Trafford,Stretford,14 Aug 11
74,43.45,Beccy Knapp,-5,Mike Winch,Stevenage & North Herts,Cambridge,4 Sep 11
75,43.39,Anna Hopcroft,6,,Horsham Blue Star,Crawley,15 May 11
76,43.07,Amy Howard,2,,Skyrac,Cleckheaton,4 Jun 11
77,43.05,Faye Rhodes,1,,Deeside AAC,Connah's Quay,14 May 11
78,43.01,Hayley Sayer,-4,,Cambridge & Coleridge,Cambridge,3 Sep 11
79,42.71,Lynsey Glover,2,,Lagan Valley,Belfast,12 Aug 11
80,42.28,Helen Ephgrave,5,,Guildford & Godalming,Kingston,15 May 11
81,42.25,Heather Johnson,-5,Brian Walsh,Middlesbrough (Mandale),York,24 Jul 11
82,42.24,Bobbie Lenehan-Hodge,-6,Gary Frost,City of Plymouth,Exeter,17 Jul 11
83,41.83,Donna Kent,-2,Shaun Medlen,Bexley,Kingston,30 Apr 11
84,41.75,Bethan Lishman D,6,Robert Halliwell,Wigan & District,Kayseri TUR,12 Jul 11
85,41.70,Kelly Lawrence,-3,John Pearson,Nene Valley,Loughborough,11 May 11
85,41.70,Ayla Phillips,-4,,Cardiff,Brecon,2 Jul 11
87,41.49,Eleanor Gatrell,13,Mike Winch,Woking,Bournemouth,30 Apr 11
88,41.37,Lynette McKeown,12,,Kidderminster & Stourport,Horspath,4 Jun 11
89,41.35,Sara Bobash,-6,Steve Pearson,Wolverhampton & Bilston,Derby,28 Aug 11
90,41.26,Danielle Bird,-7,Lorraine Shaw,Cheltenham,Rugby,4 Jun 11
91,41.15,Angela Lockley,5,,East Cheshire,Cleckheaton,7 May 11
92,40.93,Helen Gilbert,7,,Grantham AC,Doncaster,4 Jun 11
93,40.77,Kayleigh Sharp,-1,,Middlesbrough (Mandale),Middlesbrough,26 Apr 11
94,40.75,Chloe Needham,-7,Syl Sampey,"Blackpool, Wyre & Fylde",Don Valley,4 Sep 11
95,40.69,Suzanna Wise,1,Malcolm Wallace,,Luton,20 Aug 11
96,40.27,Frances Gross,-3,Mick Shortland,Stevenage & North Herts,Stevenage,20 Aug 11
97,40.24,Catherine Marvin,2,,Isle of Wight,Sandown,29 Jun 11
97,40.24,Megan Searson,-5,,Blackburn,Gateshead,2 Jul 11
99,40.21,Emma Gilbert,1,,Scunthorpe & District AC (Defunct),Hull,14 May 11
99,40.21,Zahra Akinpeju,-3,,Highgate,Watford,21 May 11
101,40.20,Kelse Hutchinson,-6,Joseph Walker,Derby,Derby,28 Aug 11
102,40.13,Annabelle Crossdale,-6,Barry Hawksworth,Notts,Cardiff,24 Jul 11
103,40.05,Megan Tuck,-4,Paul Jensen,Dorchester,Bridgend,2 Apr 11
104,40.04,Hannah Farrell,-7,John Little,Border,Carlisle,3 Jul 11
105,40.02,Nicola Falconer,1,,Edinburgh AC,Grangemouth,9 Apr 11
106,40.01,Sarah Parsons,-6,Charles Kaiser,Middlesbrough (Mandale),Gateshead,27 Aug 11
107,39.94,Claire Capon,4,Gerald Patrick,Dartford H,Dartford,25 Sep 11
108,39.92,Jenna Cannell,-5,,City of Norwich,Gateshead,2 Jul 11
109,39.86,Kirsty Yates,-5,Joyce Rammell,Victoria Park City of Glasgow,Grangemouth,17 Sep 11
110,39.79,Carla Letheby,-5,Terry Letheby,Walton,Kingston,15 May 11
110,39.79,Charlotte Gould,-8,Jamie Bath,Ealing Southall & Middx,Kingston,14 Aug 11
112,39.57,Ellisha Dee,5,,Thames Valley,Mile End,14 May 11
113,39.45,Selina Rowe,2,Paul Gair,Notts,Crawley,2 Jul 11
114,39.27,Emma Crooke,-7,Andy Brittan,Birchfield H,Sutton Coldfield,29 May 11
115,39.24,Camilla Thrush,20,Tony Cook,Kingston & Poly,Sacramento CA USA,12 Jul 11
116,39.22,Sally Webster,-3,,Kilbarchan,Hendon,4 Jun 11
117,39.20,Kate Morris,6,,Medway & Maidstone,Wigan,3 Jul 11
118,39.09,Emma Bowie,-8,Margery Swinton,Moray,Inverness,3 Jul 11
118,39.09,Gemma Vickery,-8,John Painter,City of Norwich,Peterborough,29 Aug 11
120,39.05,Hannah Hogben,3,,Ashford AC,Cambridge,21 May 11
121,39.04,Jenny Scott,1,Mike Stayman,BRAT,Birmingham (U),3 Jul 11
122,38.98,Eloise Marshall,-7,Eric Davison,Worthing,Dartford,24 Aug 11
123,38.96,Hannah Searing,-7,Paul Head,Dartford H,Woodford,20 Aug 11
124,38.80,Bonnie Brito Costa,-7,John Hillier,Blackheath & Bromley,Ashford,14 May 11
125,38.59,Sarah Hill,-4,,Border,Carlisle,11 Jun 11
126,38.57,Charlotte Stallard,-7,Lorraine Shaw,Gloucester,Birmingham,7 Aug 11
127,38.52,Lisa Boswell,3,,Newport H,Burton,3 Jul 11
128,38.45,Jean Harry,21,,Marshall Milton Keynes,Bedford,9 Oct 11
129,38.30,Sonia Noll,,,Oxford Uni,Cambridge,6 Nov 11
130,38.15,Sarah Chesterman,-3,Barry Hawksworth,Derby,Stoke,3 Apr 11
131,38.14,Claire Lebond,-3,Stephen Lebond,Rotherham,Hull,10 Apr 11
132,38.08,Jennifer Ibbitson,32,Andrew Ibbitson,Holmfirth,Blackburn,14 Aug 11
133,37.98,Rachel Parker,-7,,City of York,Cudworth,6 Aug 11
134,37.94,Helena Madan,-6,,Pembrokeshire,Connah's Quay,28 Aug 11
135,37.84,Victoria Judd,-7,,Charnwood,Corby,19 Jun 11
136,37.77,Bethany Jones,-4,,Yate,Yate,14 May 11
137,37.69,Sarah White,-6,Robert Earle,Colchester H,Colchester,29 Aug 11
138,37.67,Kathryn Wallace,-6,,City of Lisburn,Antrim,13 Aug 11
139,37.48,Katie Winwood,3,,Bedford & County,Carshalton,30 Apr 11
140,37.32,Karen Bailey,9,,BRAT,Birmingham (U),3 Jul 11
141,37.31,Charlotte Gair,-4,Paul Gair,Mansfield,Cardiff,24 Jul 11
142,37.29,Jenny Richards,-5,,Cambridge & Coleridge,Watford,21 May 11
143,37.17,Samantha Lawton,-7,Christopher Murray,Tamworth,Tamworth,10 Jul 11
144,37.13,Karen Greasley,21,,Sale Harriers Manchester,Lee Valley,26 Feb 11
145,37.12,Samantha Milner,-4,Malcolm Fenton,Blackheath & Bromley,Harrow,30 Jul 11
146,37.07,Kelly Andrews,9,,Havant,Abingdon,20 Aug 11
147,37.02,Suzanne Woodward,-3,,Liverpool Pembroke Sefton,Wigan,10 Apr 11
147,37.02,Sue Lawrence,19,Martin Eckersley,Thurrock,Watford,21 May 11
149,36.93,Patricia Spark,-6,Colin Spark,St. Helens Sutton,Bebbington,24 Jul 11
150,36.84,Tannika Burgess,-5,,Wolverhampton & Bilston,Wolverhampton,24 Jul 11
151,36.80,Rachel Hutchinson,-2,Roseanne Hutchinson,Liverpool Pembroke Sefton,Wigan,10 Apr 11
152,36.79,Marion Loveridge,27,,Gloucester,Birmingham,25 Jun 11
153,36.63,Philippa Jones,-6,,City of York,Cudworth,14 May 11
153,36.63,Emma Williamson,2,,Woodford Green Essex Ladies,Edinburgh,2 Jul 11
155,36.62,Laura Maplethorpe,-6,Kathleen Warhurst,Lincoln Wellington,Scunthorpe,24 Jul 11
156,36.61,Hollie Redman,4,Shirley Quinn,Woodford Green Essex Ladies,Lee Valley,6 Aug 11
157,36.51,Carol Parker,20,,Coventry,Kingston,5 Jun 11
158,36.48,Sophie Goddard,-7,Mick Shortland,Stevenage & North Herts,Stevenage,3 Jul 11
159,36.46,Sophie Allen,-5,,Tamworth,Tamworth,10 Jul 11
160,36.43,Emma Beardmore,2,Jack Kee,Marshall Milton Keynes,Welwyn,22 Apr 11
161,36.35,Annabel Moloney,-7,Carolyn Franks,Cheltenham,Derby,28 Aug 11
162,36.27,Laura Walker,-6,Charlie Meite,Shildon,Glasgow,29 May 11
162,36.27,Annika Wing,4,,Corby,Tipton,14 Aug 11
164,36.12,Serena Walker,-3,,Elgin,Edinburgh,17 Apr 11
164,36.12,Chloe Cockell,-7,Kevin Cockell,Braintree,Bury St Edmunds,18 Sep 11
166,36.11,Sarah Boyles,-1,Paul Wilson,Bingley,Lee Valley,6 Aug 11
167,36.09,Amy Johnston,-5,,Enfield & Haringey,Lee Valley,9 Apr 11
168,36.08,Sarah Hewitt,15,Andrew Neal,Brighton & Hove,Carn Brea,31 Jul 11
169,35.96,Evie Castle,-5,,West Suffolk,Chelmsford,29 May 11
170,35.83,Aislinn Baird,-3,Jacqueline Cherry,Radley,Wormwood Scrubs,3 Sep 11
171,35.80,Ellie Greenwood,-8,Michael Morley,Halifax,York,7 Aug 11
172,35.75,Naomi Lee,-7,Richard Pilling,Lewes,Crawley,15 May 11
173,35.70,Charlotte Christian,-2,,Liverpool Pembroke Sefton,Sandown,29 Jun 11
174,35.69,Elaine Park,11,,Shetland,Sandown,29 Jun 11
175,35.60,Rachel Wallader,-1,Geoff Capes,Windsor Slough Eton & Hounslow,Leigh,4 Jun 11
176,35.56,Elizabeth Normand,20,,Victoria Park City of Glasgow,Aberdeen,10 Jul 11
177,35.54,Ellie Norris,-6,,Windsor Slough Eton & Hounslow,Hemel Hempstead,3 Sep 11
178,35.48,Dionne-Jay Campbell,-5,,Wolverhampton & Bilston,Tipton,10 Jul 11
179,35.40,Stephanie Fuller,2,Kenneth Day,Harlow AC,Newham,30 Apr 11
180,35.39,Briony Phillips,-1,,Herne Hill,Kingston,9 Jul 11
181,35.33,Sophia Day,-2,,Hereford,Cheltenham,27 Jul 11
182,35.32,Anna Stevens,-3,Paul Chamberlain,Southampton,Tonbridge,25 Apr 11
182,35.32,Kerri Cameron,-4,,Nairn,Glasgow (S),16 Jul 11
184,35.31,Heather Beeton,-6,,Warrington AC,Macclesfield,11 Jun 11
185,35.24,Julie Wilson,27,,Reading AC,Abingdon,20 Aug 11
186,35.16,Diane Smith,29,Dave Smith,Kingston upon Hull,Cudworth,3 Jul 11
187,35.06,Paula Murray,-2,,Victoria Park City of Glasgow,Aberdeen,10 Jul 11
188,35.01,Sophie Kelman,-4,,Shetland,Sandown,29 Jun 11
189,34.86,Louise Kay,12,,Bolton,Blackburn,3 Jul 11
190,34.80,Carice Allen,12,,Army,Tidworth,25 May 11
191,34.78,Stacey Evenden,-5,Paul Evenden,Leeds City,York,24 Jul 11
192,34.74,Melanie Lee,9,Brian Lockley,Oldham & Royton,Stockport,14 Aug 11
193,34.73,Ruth Bird,24,Kerry Eddie (nee Jury),Cheltenham,Birmingham,3 Jul 11
194,34.65,Lucy Blunt,2,,Yate,Yate,14 May 11
195,34.57,Sarah Osgood,-3,,Havant,Portsmouth,14 May 11
196,34.55,Linzi Boosey,-5,,Thurrock,Chelmsford,15 May 11
197,34.51,Lisa Kenney,6,,Kingston upon Hull,Hull,14 May 11
198,34.48,Elizabeth Bignell,10,,Paddock Wood,Tonbridge,25 Apr 11
199,34.46,Hannah Allen,-7,Gareth Moffett,Ballymena & Antrim,Dublin (S) IRL,25 Jun 11
200,34.44,Corrie Robertson,6,Brian Walsh,Middlesbrough (Mandale),Tidworth,25 May 11
201,34.41,Catherine Dempsey,7,,Halesowen,Yate,3 Apr 11
201,34.41,Carly Beanland,2,,Spenborough,Cleckheaton,7 May 11
203,34.32,Emily Evans,-8,Mick Shortland,Stevenage & North Herts,Kingston,14 Aug 11
204,34.25,Sinead O'Brien,-6,Terry Letheby,Walton,Walton,9 Jul 11
205,34.21,Rachel Keys,-4,,Regent House,Antrim,11 Jun 11
206,34.14,Karen Moody,22,,Cannock & Stafford,Coventry,4 Jun 11
207,34.06,Jenni Potter,-6,David McKay,West Cheshire,Birmingham,18 Jun 11
208,34.04,Sarah Graves,-6,,City of York,York,11 Jun 11
209,33.96,Liana Sims,-5,,Poole Runners,Canterbury,3 Sep 11
210,33.93,Lisa McAlpine,-5,Colin McCulloch,Pitreavie,Sportcity,10 Jul 11
211,33.88,Nina Prells,-6,Renate Prells,Swansea,Swansea,5 Jun 11
212,33.78,Emma Phillips,-4,,Poole Runners,Bedford,1 May 11
213,33.74,Sarah Henton,16,,Blackburn,Preston,3 Jul 11
213,33.74,Catherine Alford,17,,Rhondda,Aberdare,6 Aug 11
215,33.73,Ashleigh Stephenson,-6,Susan Williams-Joseph,Thames Valley,Watford,19 Jun 11
216,33.69,Kayleigh Arthurton,-8,,Basildon,Abingdon,20 Aug 11
217,33.68,Angela Farmer,4,,Liverpool H,Macclesfield,3 Jul 11
218,33.60,Emma Beales,18,,Marshall Milton Keynes,Sandy,24 Sep 11
219,33.51,Coral Stewart,-4,,Reading AC,Leeds,7 Aug 11
220,33.49,Zoe Parsons,20,,Horsham Blue Star,Wormwood Scrubs,3 Sep 11
221,33.42,Catarina Hallden,23,Carole Derrien,City of Portsmouth,Sacramento CA USA,15 Jul 11
222,33.38,Jo Hale,11,Malcolm Wallace,Met Police,Kingston,30 Apr 11
223,33.26,Tara Morawska,-9,Lukasz Barzyk,Ealing Southall & Middx,Derby,19 Nov 11
224,33.09,Anna Smith,8,,Kidderminster & Stourport,Horspath,4 Jun 11
225,33.07,Louise Kneen,15,,Western,Wrexham,14 Aug 11
226,33.05,Linda Kraskauskaite,,,Victoria Park & Tower Hamlets,Mile End,9 Jul 11
227,32.98,Michaela McNally,-9,,Ballymena & Antrim,Magherafelt,15 Jun 11
228,32.90,Claire Bond,-2,,Woodford Green Essex Ladies,Derby,14 Aug 11
229,32.85,Claire Reid,13,,Morpeth,York,14 Aug 11
229,32.85,Trudy Williams,-5,,Bridgend,Connah's Quay,28 Aug 11
231,32.83,Maria Brett,-7,,Newquay & Par,Abingdon,27 Aug 11
232,32.81,Eleanor Dent,-7,,Border,Bebbington,24 Jul 11
233,32.76,Jasmine Burke,-7,Brian Spriggs,Sale Harriers Manchester,Birmingham,4 Sep 11
234,32.71,Megan Thomas,-6,,City of Norwich,Great Yarmouth,8 May 11
235,32.62,Elliw James,-6,,Carmarthen,Brecon,2 Jul 11
236,32.42,Kirstie Milne,-2,,Newport H,Corby,7 May 11
237,32.38,Rachel Higgs,11,,North Devon,Braunton,21 May 11
238,32.37,Kimberley Rawling,6,,Newquay & Par,Par,15 May 11
239,32.34,Vilma Thompson,38,Nick Phipps,Belgrave,Battersea Park,11 May 11
240,32.33,Gabriella Roseje,-4,,Herne Hill,Kingston,5 Jun 11
241,32.29,Natalie Walsh,2,,Wigan & District,Wigan,7 May 11
242,32.26,Lisa Withers,7,,Havant,Portsmouth,9 Jul 11
243,32.19,Jane Bourne,-4,,Birchfield H,Hereford,25 Sep 11
244,32.15,Alexandra Shorey,10,,Hallamshire,Grimsby,3 Jul 11
245,32.02,Rebecca Todd,-8,,"Blackpool, Wyre & Fylde",Blackpool,11 Sep 11
246,31.98,Georgina Cousins,-5,,Blackheath & Bromley,Basildon,10 Jul 11
247,31.97,Lynn Carey,9,,City of Portsmouth,Twickenham,9 Jul 11
248,31.77,Jessica Watson,-7,Matt Hammond,Scunthorpe & District AC (Defunct),Barlborough,19 Jun 11
249,31.73,Kirsty Wallace,-7,,Pitreavie,Grangemouth,21 May 11
250,31.65,Alice Bramah,-6,,Trafford,Wigan,7 May 11
251,31.55,Carrie Simpson,-4,,Leeds City,Crawley,2 Jul 11
252,31.53,Chelsea Mitchell,-6,Sheila Bolland,Spenborough,Wakefield,11 Sep 11
253,31.50,Kirsty Watson,-6,,Kingston upon Hull,Hull,19 Jun 11
254,31.40,Holly Stroud,-4,,Guildford & Godalming,Basildon,3 Sep 11
255,31.38,Wendy Dunsford,29,,Epsom & Ewell,Chelmsford,29 Jun 11
255,31.38,Alyson Hourihan,29,,Cardiff,Aberdare,6 Aug 11
255,31.38,Kerry Kinsey,1,,Ipswich,Basildon,3 Sep 11
258,31.30,Rachel Fraser,15,,"Aldershot, Farnham & District",Kingston,3 Sep 11
259,30.93,Manjit Bains,26,,Leamington,Corby,7 May 11
259,30.93,Katie Bland,-5,,Bedford & County,Horsham,21 May 11
261,30.84,Rachael Bennett,-2,,Bedford & County,Swansea,5 Jun 11
262,30.73,Shirley Quinn,35,,Chelmsford,Harrow,7 May 11
263,30.61,Laura Scott,-2,,Rugby & Northampton,Loughborough,11 Sep 11
264,30.49,Jade Weston,-2,,City of Stoke,Birmingham (U),3 Jul 11
265,30.45,Katie Wood,-6,,"Blackpool, Wyre & Fylde",Blackburn,14 Aug 11
266,30.34,Nicola Long,14,,Burton,Derby,19 Apr 11
267,30.30,Sophie Williams,-7,Eric Davison,Worthing,Crawley,19 Jun 11
268,30.29,Carla Winstanley,11,,Leigh,Preston,7 May 11
269,30.19,Natalie Mullineux,5,Philip Thomas,St. Helens Sutton,Stretford,14 Aug 11
270,30.14,Hannah Yates,-6,Susan Taylor,Wakefield,Derby,3 Dec 11
271,30.13,Jessica Rogers,-6,Graham Hall,New Marske,Gateshead,27 Aug 11
272,30.11,Grace Jenkins,-5,,Newham & Essex Beagles,Chelmsford,29 May 11
273,30.05,Bethany Thomas,-9,,Skyrac,Wakefield,11 Sep 11
274,30.03,Victoria Onyeka,-5,Paul Cheal,Woodford Green Essex Ladies,Hendon,28 Aug 11
275,29.82,Chantelle Rowe,-7,Gary Frost,City of Plymouth,Par,3 Apr 11
276,29.81,Claire Knighton,-1,,Taunton,Yeovil,4 Sep 11
277,29.79,Gemma Evans,-1,,Dudley & Stourbridge,Solihull,3 Jul 11
278,29.75,Carly Kirkpatrick,-5,,Orkney,Sandown,29 Jun 11
279,29.65,Lauren Bruce,2,,Hyndburn,Clayton-le-Moors,3 Jul 11
280,29.63,Emily Fox,-8,,Hallamshire,Cudworth,6 Aug 11
281,29.60,Linda Ridsdale,41,,Wakefield,Wakefield,11 Sep 11
282,29.59,Vivian Salo,-6,,Birchfield H,Rugby,4 Jun 11
283,29.57,Vikki Grime,7,,Hyndburn,Hyndburn,25 Jun 11
284,29.55,Jo Bennett,6,Liz Sissons,Epsom & Ewell,Woking,9 Jul 11
285,29.40,Yvonne Jacobs,19,,Enfield & Haringey,Lee Valley,21 May 11
286,29.38,Danielle Opara,-7,Mark Wiseman,Reading AC,Braunton,21 May 11
287,29.32,Deborah Murch,30,,Rugby & Northampton,Rugby,4 Jun 11
288,29.31,Imogen Hyde,-8,,Cambridge & Coleridge,Braintree,17 Jul 11
289,29.30,Holly Gibson,-4,,Cleethorpes,Bedford,8 Oct 11
290,29.28,Nicola Gore,5,,West Cheshire,Stretford,14 Aug 11
291,29.27,Alexandra Bartle,-8,,Kingston & Poly,Kingston,22 May 11
292,29.24,Rachel Bayliss,19,,Croydon,Andover,30 Apr 11
293,29.18,Karen Llewellin,26,,Pembrokeshire,Wrexham,21 May 11
293,29.18,Kathleen Madigan,20,,Aberdeen,Cardiff,5 Jun 11
295,29.13,Levak Limaviciute,-4,,Team Glasgow,Gateshead,24 Jul 11
296,29.09,Lauren McKay,-6,,Northern Ireland Schs,Antrim,20 May 11
297,29.03,Vicky Sefton,-4,,Northern Ireland Schs,Antrim,20 May 11
298,28.99,Evaun Williams,52,,Enfield & Haringey,Ashford,30 Apr 11
298,28.99,Hannah Kelley,1,,Sutton-in-Ashfield,Horspath,4 Jun 11
298,28.99,Kim Weaving,32,,Thanet AC,Canterbury,25 Sep 11
301,28.89,Gemma Llewellyn,2,,Liverpool H,Crawley,2 Jul 11
302,28.83,Rebecca Keens,-6,,Luton,Luton,20 Aug 11
303,28.81,Charlotte Lawson,-5,Carolyn Franks,Cheltenham,Derby,28 Aug 11
304,28.76,Emma Jones,17,,Poole AC,Yeovil,4 Sep 11
305,28.71,Jo Norbury,9,,City of Salisbury,Salisbury,9 Jul 11
306,28.66,Adele Stach-Kevitz,19,,Newham & Essex Beagles,Lee Valley,9 Jul 11
307,28.62,Thereza Oliver-Smith,-2,,Rotherham,Cudworth,3 Jul 11
308,28.59,Gillian Eacott,10,,Guildford & Godalming,Kingston,15 May 11
309,28.57,Eleanor Woolcott,-7,Bob Willows,Brighton & Hove,Crawley,15 May 11
310,28.53,Sharon Harper,19,,Oldham & Royton,Bradford,18 Sep 11
311,28.50,Louisa Marshall,-7,,Great Yarmouth,Peterborough,29 Aug 11
312,28.48,Heidi Silcox,-4,,Yeovil,Woking,9 Jul 11
313,28.45,Jan Farmer,38,,Serpentine,Battersea Park,11 May 11
313,28.45,Christina Clarke,1,Sam Cater,Bromsgrove & Redditch,Stafford,3 Jul 11
315,28.39,Kate Whiston-Smith,-2,,Solihull & Small Heath,Nuneaton,14 May 11
316,28.36,Lisa Dobbins,-7,,City of Derry,Antrim,20 May 11
317,28.28,Beth Crosby,-8,,Middlesbrough (Mandale),Middlesbrough,11 Jun 11
318,28.23,Ade Kam,26,,Radley,Horspath,30 Apr 11
319,28.21,Abigail Moronkeji,-2,,Thames Valley,Bedford,1 May 11
320,27.95,Claire Cameron,31,,Victoria Park City of Glasgow,Solihull,6 Jul 11
321,27.91,Julie Driscoll,20,,Brecon,Aberdare,6 Aug 11
322,27.89,Bethany Staniland,1,Tony Cook,Thames Valley,Wormwood Scrubs,3 Sep 11
323,27.80,Brenda Russell,31,,Vale of Aylesbury,Peterborough,21 May 11
324,27.78,Katherine Knight,-5,Brian Kiernan,Havering,Hendon,4 Jun 11
325,27.75,Sarah Besford,23,,Chelmsford,Chelmsford,4 May 11
