Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,73.15,Ben Hawkes,2,Eric Davison,Worthing,Bedford,22 Jun 19
2,72.81,Bayley Campbell,3,Paul Dickenson,Windsor Slough Eton & Hounslow,Hendon,30 Jun 19
3,69.39,Sam Gaskell,2,Michael Hitchon,Blackburn,Hull,13 Oct 19
4,69.17,Shaun Kerry,2,Dave Smith,Kingston upon Hull,Hull,13 Oct 19
5,64.17,Sam Mace,2,Paul Dickenson,Walton,Kingston,11 May 19
6,63.94,James Lancaster,2,Michael Davies,Shaftesbury Barnet,Kingston,8 Jun 19
7,63.39,Oliver Graham,2,Robert Earle,Shaftesbury Barnet,Bromley,28 Jul 19
8,63.33,Ruben Banks,1,Dennis Daly,Windsor Slough Eton & Hounslow,Clermont FL USA,5 May 19
9,59.27,Harry Ilyk,2,Rob Careless,Notts,Birmingham,12 Jul 19
10,58.26,James Ericsson-Nicholls,1,Jack Kee,Marshall Milton Keynes,Milton Keynes,4 Aug 19
11,58.25,Jolaoluwa Omotosho,2,Paul Head,Dartford H,Chelmsford,11 May 19
12,58.11,Jack Lambert,1,Steve Pearson,Kidderminster & Stourport,Nuneaton,2 Jun 19
13,56.21,Sam Illsley,1,Eric Davison,Worthing,Crawley,7 Apr 19
14,53.92,Anthony Kent,2,Jim Kerrigan,Blackburn,Bury,30 Jun 19
15,53.84,Jack Turner,1,Steve Pearson,Cannock & Stafford,Birmingham,17 Mar 19
16,52.85,Josh Ricketts,2,Bob Broadbridge,Swindon,Exeter,15 Jun 19
17,50.94,James Gardner,1,Andrew Hughes,Bracknell AC,Bedford,1 Jun 19
18,50.78,Matt MacFarlane,1,Duncan Flockhart,Inverness,Bedford,22 Jun 19
19,49.75,Josh Tyler,1,Graham Moncur,Exeter,Exeter,1 Sep 19
20,48.08,Andrew Knight,1,David Callaway,Morpeth,Bournemouth,30 Jun 19
21,45.40,Ramzan Mohsan,2,Paul Head,Newham & Essex Beagles,Woodford,13 Aug 19
22,45.09,Joseph Nicholson,3,,Thetford,Norwich,11 May 19
23,45.07,Jacob Careless,1,Rob Careless,Notts,Derby,11 May 19
24,44.70,Jaquan Moore,2,,City of Norwich,Norwich,8 Jun 19
25,44.01,Reece Perkins,1,Clive Thomson,Medway & Maidstone,Lee Valley,14 Jul 19
26,43.55,Antony Mould,1,Dave Smith,Kingston upon Hull,Hull,13 Oct 19
27,43.18,Charlie Short,2,,Blackheath & Bromley,Bromley,3 Jun 19
28,43.17,Benjamin Schofield,3,Janice Kaufman,City of York,Carlisle,26 May 19
29,43.07,George Burke,2,,Jersey,Portsmouth,12 May 19
30,42.70,Kyle Davies,1,,Brecon,Cheltenham,30 Jun 19
31,40.61,James Ward,1,Graham Felton,Royal Sutton Coldfield,Tipton,5 May 19
32,40.11,Christopher Telling,1,,Kidderminster & Stourport,Stourport,5 May 19
33,40.05,Dominic Buckland,1,Mick Shortland,Stevenage & North Herts,Sandy,28 Sep 19
34,39.09,Jacob Pope,2,,Yeovil,Exeter,1 Sep 19
35,38.72,Cameron Stark,2,,Kilbarchan,Grangemouth,7 Jun 19
36,37.22,Alex Spratley-Kemp,3,,Reading AC,Hendon,30 Jun 19
37,37.02,Leo Walker,1,Mike Winch,Brighton & Hove,Horspath,7 Sep 19
38,35.90,Josh Knox,1,Simon Forster,Leigh,Blackpool,30 Jun 19
39,35.75,Nathan Booth,2,,Sale Harriers Manchester,Stretford,23 Jul 19
40,35.31,Joseph Moore,2,,Seaton,Whitehaven,8 Jun 19
41,35.24,Philip May,2,,Kingston upon Hull,Hull,18 Jul 19
42,34.18,Hector McAfee,3,,Somerset Schs,Exeter,15 Jun 19
43,33.87,Peter Holt,2,George Freeman-Austin,Reading AC,Reading,5 May 19
44,33.00,Aidan McGeown,2,,Northern Ireland Schs,Antrim,17 May 19
45,32.85,Jack Hempstead,2,Barry Kitcher,Basingstoke & Mid Hants,Portsmouth,12 May 19
46,32.74,Connor McHugh,2,,Oldham & Royton,Blackpool,30 Jun 19
