Rank,Performance,Name,Year,Coach,Club,Venue,Date
26,49.58,Rhys Owen,1,Rob Careless,Notts,Kettering,22 Aug 15
27,49.47,Ruaridh Gray,2,Duncan Flockhart,Inverness,G̦teborg SWE,4 Jul 15
28,49.09,Jolaoluwa Omotosho,1,Paul Head,Newham & Essex Beagles,Woodford,10 Oct 15
29,48.93,Uche Amadi,2,Richard Turner,Enfield & Haringey,Lee Valley,16 May 15
30,48.29,Jordan Cooper,1,Bob Welfare,Preston,Preston,13 Sep 15
31,47.24,Beau Morris,2,,Birchfield H,Wrexham,26 Sep 15
32,47.17,Jack Howlett,1,Paul Rees,Bournemouth,Bournemouth,23 May 15
33,47.08,Alex Skingle,1,Shirley Quinn,Chelmsford,Chelmsford,13 Jun 15
34,46.49,Tyler Molton,1,Matt Spicer,Yate,Yate,13 Sep 15
35,46.04,Aaron Lewis,2,Karl Lasis,Crawley,Harrow,18 Apr 15
36,45.42,Kieron Madden,2,,Newquay & Par,Exeter,19 Jul 15
37,44.82,Brandon Wright,2,Rob Careless,Amber Valley & Erewash,Stoke,26 Jul 15
38,44.78,Will Schofield,2,,Sale Harriers Manchester,Stretford,11 Aug 15
39,44.41,Brandon Norman,1,Mick Shortland,Stevenage & North Herts,Ipswich,5 Sep 15
40,44.13,Andrew Nugent,2,,Gateshead,Gateshead,20 Jun 15
41,44.02,Matteo Matricardi,2,,Reading AC,Guildford,7 Jun 15
42,43.86,Marshall Smith,2,,Basildon,Chelmsford,13 Jun 15
43,43.07,Zach Hevness,2,,Notts,Street,13 Jun 15
44,42.83,Karolis Narvilas,2,,Ealing Southall & Middx,Little Marlow,19 Jul 15
45,42.69,Mel Onodjamue,1,,Dartford H,Dartford,26 Jul 15
46,42.34,Benjamin Schofield,1,Paul Wilson,City of York,York,5 Sep 15
47,42.09,William Oliver-Diaz,1,,Judd School,Ashford,13 Jun 15
48,41.80,Ben Upfold,1,William Bushnell,Southampton,Portsmouth,24 May 15
49,41.61,Fin Dart,1,Colin Petty,North Devon,Braunton,5 Jul 15
50,41.10,Liam Goodall,2,Graham Felton,Royal Sutton Coldfield,Tamworth,18 Apr 15
51,41.02,Charlie Shipton,2,Clive Thomson,Tavistock,Braunton,9 Aug 15
52,40.70,Alfie Scopes,1,John Hillier,Tonbridge,Crawley,26 Jul 15
53,40.49,Joseph Nicholson,2,,Thetford,Bury St. Edmonds,12 Dec 15
54,40.45,Kurt Jones,1,,Brecon,Grangemouth,18 Jul 15
55,39.63,Jake Darby,2,,Spenborough,Rotherham,28 Jun 15
56,39.20,Elliot Armstrong,1,,Edinburgh AC,Grangemouth,22 May 15
57,39.14,Will Robinson,1,,Kingston upon Hull,Woodford,11 Oct 15
58,38.97,Abhey Dhir,2,,Dartford H,Ashford,13 Jun 15
58,38.97,Callum Jones,2,Jaime Walker,Burton,Derby,13 Sep 15
60,38.65,Oliver Hussey,2,,Dartford H,Dartford,15 Jul 15
61,38.30,Archie Freer,1,,Bromsgrove & Redditch,Stourport,26 Jul 15
62,38.29,Edward Hill-King,2,Ewan Simmonds,Winchester,Southampton,23 Aug 15
63,38.25,Callum Houseman,2,,Cannock & Stafford,Liverpool,12 Sep 15
64,37.79,Liam Smith,1,,Leicester,Coventry,18 Apr 15
65,37.47,Declan Rice,1,,Huntingdonshire,St. Ives,13 May 15
66,37.35,Jaquan Moore,1,,City of Norwich,Bury St. Edmonds,12 Dec 15
67,37.32,Alex Spratley-Kemp,1,,Reading AC,Tooting Bec,27 Sep 15
68,37.28,Jack Kilminster,1,,Woodford Green Essex Ladies,Ware,14 Jun 15
69,36.82,Emmanuel Onyango,2,,Sussex Schs,Crawley,13 Jun 15
70,36.13,Oliver Graham,1,Margaret Nicholls,Ipswich,Bury St. Edmunds,14 Nov 15
71,35.84,Owen Penton-Voak,2,,Grantham AC,Boston,6 Jun 15
72,35.64,Tej Mekako,2,,Harrogate,Wakefield,26 Jul 15
73,34.81,Henry Fairclough,2,Paul Wilson,City of York,Spinkhill,28 Jun 15
74,34.56,Tom Jordan,1,,City of Lisburn,Antrim,15 May 15
75,34.36,Danny Curtis,2,,Basildon,Chelmsford,13 Jun 15
76,34.32,Adam Fallon,1,Donald Mcleod,Law,Livingston,11 Apr 15
77,34.14,Sonny Nash,2,David Parker,Enfield & Haringey,Ashford,24 May 15
78,34.03,Lee Wright,1,,Halesowen,Loughborough,26 Jul 15
79,34.00,Franklyn Roe,1,,Crewe & Nantwich,Birmingham,20 Jun 15
80,33.76,Leo Rowley,2,,Rotherham,Hull,16 May 15
81,32.82,Adam Richards,1,,Basingstoke & Mid Hants,Uxbridge,9 May 15
82,32.61,Iain Rees,2,Kim Weir,St. Mary's Richmond,Perivale,26 Jul 15
83,32.60,Liam Duke,2,Clive Howell,Cannock & Stafford,Birmingham,16 May 15
84,32.54,Robert Sims,2,Peter Wilson,Chesterfield,Derby,13 Sep 15
85,32.09,James Doody,1,,Northumberland Schs,Gateshead,13 Jun 15
86,31.69,Kian Crawford,1,,Ashford AC,Ashford,24 May 15
87,31.51,Edward Cook,2,,Jersey,St. Clement,12 Sep 15
88,31.15,Joe Martin,2,Paul Wilson,Middlesbrough (Mandale),York,5 Sep 15
89,31.13,Fred Evans,1,,Sussex Schs,Crawley,13 Jun 15
90,31.06,Benjamin Skinner,1,Denise Campbell,Lincoln Wellington,Grantham,10 May 15
91,30.92,Aaron Osuji,1,,Neath,Yate,18 Apr 15
91,30.92,Billy Lecomber-Fletcher,2,,Havering,Chelmsford,13 Jun 15
93,30.71,Matthew Kerridge,1,,Chelmsford,Chelmsford,24 May 15
94,30.64,Joshua Nash,1,Erik Little,Southampton,Little Marlow,19 Jul 15
95,30.33,Cameron Campbell,1,,Jersey,Portsmouth,24 May 15
96,30.11,William Watts,2,Duncan Flockhart,Inverness,Inverness,2 Aug 15
97,29.96,Marcus Gaiser-Porter,1,,Cambridge & Coleridge,St. Ives,13 May 15
98,29.87,Thomas Edmonds,1,,Barrow & Furness,Blackpool,29 Aug 15
98,29.87,Nicholas Young,1,John Parkin,Colwyn Bay,Connah's Quay,29 Aug 15
100,29.48,Curtis Bones,2,,Ballymena & Antrim,Antrim,15 Aug 15
101,29.17,Nathan Langley,1,Mike Cooke,Worksop,York,19 Jul 15
102,29.06,Scott Staples,2,Robert Cooper,Lewes,Little Marlow,19 Jul 15
103,28.84,Morgan Scott,1,,Somerset Schs,Street,13 Jun 15
104,28.80,Scott Hill,1,Peter Roberts,Swansea,Cardiff,4 Jul 15
105,28.61,Elliott Moore,2,Paul Reed,Morpeth,Middlesbrough,19 Jul 15
106,28.42,Aidan Silsby,2,Bob Willows,Brighton & Hove,Poole,16 May 15
107,28.39,Ross Kirkwood,2,,Cumbernauld,Grangemouth,3 May 15
108,28.37,Zak Skinner T13/F13,2,David Hull,Tonbridge,Tonbridge,7 Jul 15
109,28.02,Michael Everitt,1,Richard Thompson,Colchester H,Cambridge,14 Jun 15
110,27.88,Daniel Wilby,2,Duncan Flockhart,Inverness,Inverness,23 May 15
110,27.88,Christopher Parr,1,,Cheltenham,Cheltenham,7 Jun 15
110,27.88,Joel Sinnott,1,,Leamington,Leamington,13 Jun 15
113,27.65,Theo Hines,2,Bob Willows,Brighton & Hove,Southampton,18 Apr 15
114,27.52,Oliver Massingham,2,Gary Howe,City of Norwich,Bury St. Edmunds,13 Sep 15
115,27.51,Niklas Adeniji Adio,2,Jim Lawrence,Marshall Milton Keynes,Welwyn,3 Apr 15
116,27.50,Sebastian Ross,2,,Barnet,Grays,19 Apr 15
117,27.48,Joshua Richards,2,Margaret Nicholls,Ipswich TC,Ipswich,5 Sep 15
118,27.44,Douglas McLean,1,,Surrey Schs,Kingston,13 Jun 15
119,27.28,Harry Knight,1,,West Norfolk,Peterborough,10 May 15
120,27.22,Brandon Atchison,2,Martin Bullock,Manx,Douglas,22 Jul 15
121,27.12,Ed Martin,2,,Cumbria Schs,Carlisle,13 Jun 15
122,27.08,Arkadij Baskaev,1,,Warwickshire Schs,Leamington,13 Jun 15
123,27.04,Matt Ross,1,,Coventry,Nuneaton,23 May 15
124,26.87,Prince Ajuda,2,,Essex Schs,Chelmsford,13 Jun 15
125,26.83,Lewis Moore-Martin,2,,City of Stoke,Stoke,23 May 15
126,26.76,Zachary Lewis,2,Peter Roberts,Swansea,Newport,11 Jul 15
127,26.75,Daniel Morrison,1,,Bolton,Stockport,28 Jun 15
128,26.64,Callum Anderson,2,Ben Frary,Cleethorpes,Wakefield,9 Aug 15
129,26.61,Connor Haddow,1,,Bedford & County,Bedford,10 Jun 15
129,26.61,Regan Walker,2,,Taunton,Street,13 Jun 15
131,26.32,George Cook,1,,Crawley,Reading,16 May 15
132,26.11,Noah Ling,1,,Coventry,Derby,11 Apr 15
133,25.74,Jake Laverty,2,,Northern Ireland Schs,Antrim,15 May 15
134,25.71,Noah Armitage-Hookes,1,,Cambridge H,Battersea Park,13 Jun 15
135,25.66,Andrew Porter,2,,Wirral,Bebington,26 Jul 15
136,25.65,Dylan Reeves-Fellows,2,Paul Patten,Blackheath & Bromley,Bromley,26 Jul 15
137,25.41,Lewis Ackroyd,2,,Halifax,Cudworth,23 May 15
138,25.37,Matthew Huggett,1,Adam Carrow,Taunton,Exeter,6 Sep 15
139,25.23,M Scarcelli,2,,Bedfordshire Schs,Bedford,10 Jun 15
140,25.22,Declan Gall,2,Nigel Reynolds,Dundee Hawkhill,Dundee,2 Aug 15
141,25.18,Harry Smith,2,,Basildon,Bedford,6 Sep 15
142,25.13,Bill Okeke,1,,City of Stoke,Stoke,26 Jul 15
143,25.11,Fraser McAllister,2,,Walton,Dartford,28 Jun 15
144,25.10,Cameron Baxter,2,,Hereford & Worcester Schs,Worcester,13 Jun 15
145,25.02,Noah Malancinas,2,,Dacorum,Ipswich,5 Sep 15
146,24.85,Calum Laing,1,,Tonbridge,Reading,16 May 15
147,24.84,Jason Croxford,2,,Cumbria Schs,Carlisle,13 Jun 15
148,24.71,Harry Roberts,2,,Cardiff & The Vale Schs,Cardiff,28 Apr 15
149,24.65,Greg Knight,1,Richard Eastman,Kidderminster & Stourport,Telford,13 Jun 15
150,24.54,Jacob Beesley,2,Philip Thomas,St. Helens Sutton,Warrington,18 Apr 15
151,24.53,Chuks Ajeh,1,Jason Carty,Croydon,Reading,16 May 15
152,24.50,Charlie Pilcher,2,,Sussex Schs,Crawley,23 May 15
153,24.47,James Edmondson,2,,Wigan & District,Wigan,16 May 15
154,24.44,George Skidmore,1,,Western,Douglas,25 Jul 15
155,24.40,J Hunte-Anderson,2,,Bedfordshire Schs,Bedford,10 Jun 15
156,24.24,Josh Ricketts,1,Bob Broadbridge,Swindon,Swindon,17 Oct 15
157,24.10,Hugh Weatherburn,1,,Morpeth,Middlesbrough,28 Jun 15
158,24.05,Nathan Parker,1,,Coventry,Nuneaton,23 May 15
159,24.02,Andrew Gilligan,2,,Surrey Schs,Kingston,13 Jun 15
160,24.01,Joe Collins,2,,Rugby & Northampton,Wolverhampton,26 Jul 15
,63.78,Brendan O'Donnell,2,,Lifford/IRL,Grangemouth,18 Jul 15
