Rank,Performance,Name,Year,Coach,Club,Venue,Date
46,48.95,James Ericsson-Nicholls,2,Jack Kee,Marshall Milton Keynes,Milton Keynes,19 Apr 25
47,48.89,Yasha Bobash,16,Shirley Quinn,Chelmsford,Chelmsford,26 May 25
48,48.70,Harry Blake,-1,Clive Thomson,Medway & Maidstone,Finsbury Park,17 May 25
49,48.56,Stuart Thurgood,27,,South West Vets,Eton,19 Apr 25
49,48.56,Andrew Elkins,10,Dennis Elkins,Bournemouth,Salisbury,30 Aug 25
51,48.46,James Taylor,21,Ivan Washington,Sheffield & Dearne,Eton,31 May 25
52,48.12,Graham Holder,31,,Bexley,Dartford,17 May 25
53,48.09,Gareth Cook,34,Robert Earle,Colchester H,Portsmouth,19 Jul 25
54,47.85,Alex Berrow,14,,Tamworth,Tamworth,13 Jul 25
55,47.79,Roger Bate,20,,Trafford,Derby,14 Sep 25
56,47.70,Logan Mitchell,-4,Kevin Mitchell,Kilmarnock,Derby,5 Jul 25
57,47.67,Michael Dawes,5,,Banbury,Horspath,10 May 25
58,47.16,Sebastian Simpson,-5,Jake Norris,Windsor Slough Eton & Hounslow,Harrow,13 Jul 25
59,47.02,Josh Tyler,1,Graham Moncur,Tavistock,Exeter,20 Jul 25
60,46.39,David McKay,23,,West Cheshire,Ribeira Brava POR,17 Oct 25
61,46.30,Jonathan Briggs,6,,BRAT,Rugby,17 May 25
62,45.98,Joshua Nkongolo,-8,Anthony Soalla-Bell,Herne Hill,Tooting Bec,18 Jun 25
63,45.94,Dylan Menhennet,-2,Matt Spicer,Hereford,Hereford,2 Aug 25
64,45.63,Oscar Bryce,6,Ian Cooley,Hallamshire,Leigh,20 Apr 25
65,45.26,Charlie Ashdown-Taylor,4,Andrew Hughes,Bracknell AC,Hornchurch,17 May 25
65,45.26,Mark Roberson,28,,Marshall Milton Keynes,Milton Keynes,22 Jun 25
67,45.03,Simon Evans,11,Matthew Evans,Worthing,Crawley,17 May 25
68,44.95,Luke Norris,11,Paul Dickenson,Windsor Slough Eton & Hounslow,Eton,19 Apr 25
69,44.79,James Campbell,-6,Lee Doyle,Ipswich,Kingston,22 Jun 25
70,44.52,Alastair Brown,-4,Greg Beard,Chelmsford,Sportcity,5 May 25
71,44.48,Matthew Page,-3,Bob Broadbridge,Yate,Cambridge,17 May 25
72,44.20,Dean Wilson,-7,,Aberdeen,Inverness,22 Jun 25
73,44.09,George Rogers,3,,City of Portsmouth,Poole,31 May 25
74,43.85,Jack Hancock,-6,Kevin Murch,Rugby & Northampton,Leamington Spa,31 Aug 25
75,43.67,Caleb Richardson,-3,Adrian Palmer,Cardiff,Telford,5 Apr 25
76,43.65,Szymon Noga,17,,Carmarthen,Cardiff,28 Jun 25
77,43.54,Iain Park,29,Gareth Cook,Harrow,Chelmsford,22 Jun 25
78,43.39,Alexander Cotton,5,,Jersey,St. Clement,6 Sep 25
79,42.84,Robert Earle,43,,Colchester H,Colchester,28 Sep 25
80,42.80,Noah Wooding,-2,Paul Head,Chelmsford,Loughborough,18 Jun 25
81,42.66,Riley Hawkins,4,,Lincoln Wellington,Doncaster,17 May 25
82,42.57,Alex Blake-Martin,1,,Radley,Cambridge,17 May 25
83,42.53,Joseph Scase,-2,,Cambridge & Coleridge,Peterborough,17 May 25
84,42.52,Jonathan Hinton,10,,Tonbridge,Hastings,13 Jul 25
85,42.38,Tom Dempsey,20,,Halesowen,Burton,17 May 25
86,42.33,Gavin Buffham,20,,Ryston,King's Lynn,7 May 25
87,42.32,Gregory Thompson,9,Neville Thompson,Shaftesbury Barnet,Derby,5 Jul 25
88,42.29,Ryan Wells,-3,Alex Wells,Wycombe,Gillingham,13 Jul 25
89,42.05,Michael Voko,,,Cambridge Uni,Cambridge,17 May 25
90,41.78,Kevin Acraman,7,Paul Dickenson,Hillingdon,Lee Valley,11 May 25
91,41.75,Gabriel Barnard Seidel,-5,,Brighton & Hove,Chelmsford,22 Jun 25
92,41.48,Martin Hayes,24,,Newark AC,Mansfield,2 Aug 25
93,41.17,Matthew Evans,11,Simon Evans,Worthing,Crawley,5 Apr 25
94,41.08,Patrick Swan F20/T20,6,Ryan Spencer-Jones,Cornwall AC,Basingstoke,5 Jul 25
95,40.99,Maximilian Brookes,-4,Mel Brookes,West Suffolk,Colchester,22 Jun 25
95,40.99,Darren Kerr,34,,Bedford & County,Greys,6 Sep 25
97,40.86,Sam Hitchings,15,,Victoria Park & Tower Hamlets,Luton,22 Jun 25
98,40.73,James Hayward,-3,Glyndwr Pugh,Glasgow Jaguars,Cardiff,28 Jun 25
99,40.16,James Bougourd,14,Lydia Banbury,Guernsey,St. Peter Port,22 Jun 25
100,40.07,Jack Burgess,-6,Eric Davison,City of Portsmouth,Portsmouth,17 May 25
101,39.86,James Tate,5,Thomas Clough,Bingley,Cleckheaton,22 Jun 25
102,39.60,Simon Achurch,29,,Peterborough & Nene Valley,Cambridge,27 Apr 25
102,39.60,Jacob Matthews,12,Paul Jensen,Halesowen,Burton,17 May 25
104,39.44,Henry Collins,-2,,Crawley,Crawley,22 Jun 25
105,39.40,John Twiddle,35,,Kingston upon Hull,York,31 May 25
106,39.21,Timothy Masters,-2,,Bexley,Ware,30 Aug 25
107,39.17,Phillip Jones,11,,Bingley,Wakefield,17 May 25
108,39.16,Tom Peters,6,Dennis Elkins,Bournemouth,Poole,5 Apr 25
109,39.14,Matthew Broughan,9,,Army,Telford,9 Jul 25
110,39.00,Donavan Webster,9,Colin Christie,Montrose & District,Aberdeen,1 Jun 25
111,38.79,Marcus Barnes,13,,Army,Nathan AUS,16 Mar 25
112,38.64,Matthew Bell,25,,Kettering,Banbury,17 May 25
113,38.60,Mark Plowman,18,Garry Power,Woodford Green Essex Ladies,Telford,9 Jul 25
114,38.56,Rob C Smith,16,Tony Cook,Walton,Portsmouth,17 May 25
115,38.50,Felix Vaughan,7,,Team Bath,Yate,3 Aug 25
116,38.06,Damon Cripps,33,Michael Martin,Worcester,Worcester,13 Jul 25
117,37.95,Jason Kingwell,33,,Herts Phoenix,Lee Valley,12 May 25
118,37.93,George Perkins,20,Barry Hawksworth,Rotherham,Sheffield,22 Jun 25
119,37.91,Shay Tarbit,-1,Barry Hawksworth,Derby,Liverpool,5 Jul 25
120,37.89,Ram Choudhury,5,,Belgrave,Bromley,19 Jul 25
121,37.88,Gabe Lamb,-2,Neville Thompson,Shaftesbury Barnet,Cambridge,17 May 25
122,37.74,Thomas Norkett,-6,,Thetford,Bury St. Edmunds,25 May 25
123,37.62,Liam Harris,12,Anne Dignan,Southport Waterloo,Blackburn,17 May 25
124,37.52,Lewis Shaw,-3,Thomas Graham,Kilbarchan,Aberdeen,23 Apr 25
124,37.52,Paul Derrien,32,,St. Mary's Richmond,Twickenham,13 Jul 25
126,37.50,Daniel Burdett,12,,Chesterfield,Cleckheaton,17 May 25
127,37.35,Ben Brearley,7,David Callaway,Southampton,Nuneaton,11 Jun 25
128,37.29,Nathan Booth,3,,Sale Harriers Manchester,Stretford,10 May 25
128,37.29,Louis Gallagher,-3,,Luton,Luton,22 Jun 25
130,37.28,Mark Ryan,23,Vanessa Hannam,Medway & Maidstone,Gillingham,13 Jul 25
130,37.28,Stephen McCauley,29,,Oxford City,Horspath,21 Sep 25
132,37.18,Christopher Jack,21,John Little,Border,Blackburn,22 Jun 25
133,36.94,Steve Burke,31,,Huntingdonshire,Peterborough,10 May 25
134,36.72,Ben Fenwick,-5,Matthew Richards,Swansea,Horspath,16 Aug 25
135,36.67,James Best,19,,Daventry,Banbury,17 May 25
136,36.65,Joshua Horn,10,Malcolm Rogers,Havant,Portsmouth,7 Sep 25
137,36.32,Jon Bond,31,Elaine Fileman,Tavistock,Exeter,27 Jul 25
138,36.19,Liam Nolan T20/F20,8,Donald Mcleod,Law,Grangemouth,24 Aug 25
139,36.09,Alex Fitzpatrick,10,Eric Davison,Havant,Portsmouth,7 Sep 25
140,35.99,Dun Xue,-6,David McKay,West Cheshire,Blackburn,17 May 25
140,35.99,Darren Otter,29,Mike Cooke,Doncaster,Cleckheaton,13 Jul 25
142,35.81,Ted Freeman,-8,Richard Eastman,Kidderminster & Stourport,Stourport,31 Aug 25
143,35.67,Wesley Clarke,40,,Ilford,Woodford Green,22 Jun 25
144,35.66,Cameron Scott-Allan,-2,,Liverpool H,Bebington,2 Aug 25
145,35.59,Maurice Hicks,33,,City of Salisbury,Salisbury,30 Aug 25
146,35.39,Dafydd Herdman,5,Michael Williams,Cardiff,Cardiff,19 Jul 25
147,35.31,James Grove,11,,Herts Phoenix,Chelmsford,31 May 25
147,35.31,Jake Darby,4,,Spenborough,Wakefield,20 Jul 25
149,35.27,Jacob McKinlay,-5,,Glasgow Jaguars,Eton,31 May 25
150,35.25,David Rose,-2,,Dundee Hawkhill,Grangemouth,24 Aug 25
151,35.21,Billy Dickinson,-4,Bob Broadbridge,Swindon,Swindon,22 Jun 25
152,35.19,Lee Doyle,13,Neil Donbavand,Trafford,York,31 May 25
153,35.16,Glen Paxman,15,,Harlow AC,King's Lynn,7 May 25
153,35.16,Simon Brown,15,,Telford AC,Tamworth,13 Jul 25
155,35.13,Richard Woodhall,23,,Dudley & Stourbridge,Worcester,13 Jul 25
156,35.10,Benjamin Schofield,3,Janice Kaufman,Gateshead,Shildon,19 Jul 25
157,34.76,Martin Roberts,43,,Cannock & Stafford,Burton,17 May 25
158,34.73,Scott Bennett,25,,Stewartry,Ayr,5 Jul 25
159,34.44,Declan Manning T20/F20,11,Kevin Manning,City of Norwich,Gillingham,13 Jul 25
160,34.19,Oliver Taylor,-5,,Lagan Valley,Tullamore IRL,27 Jul 25
161,34.18,Michael O'Donnell,13,,Liverpool H,Bebington,2 Aug 25
162,34.16,Luke Higgins,-2,,Worthing,Crawley,17 May 25
162,34.16,Tom Smith,14,,Lancaster & Morecambe,Blackpool,13 Sep 25
164,33.89,Christopher Sampson,15,,Longwood,Cleckheaton,17 May 25
164,33.89,Jake Young,13,,SS Athletics,Cambridge,19 Jul 25
166,33.47,Zack Grinsted,-2,Geoff Capes,Luton,Basildon,30 Aug 25
167,33.46,Stephen Talbot,35,,Dartford H,Ashford,10 May 25
168,33.37,Bob Ellingham,39,,Huntingdonshire,Colchester,13 Jul 25
169,33.31,Dave Stokes,41,,Deeside AAC,Bangor,10 May 25
169,33.31,Edward Turner,-6,,Stevenage & North Herts,Eltham,13 Jul 25
171,33.23,Mark Boswell,14,,Newport H,Cardiff,28 Jun 25
172,33.18,Jordon Guthrie,2,,Wakefield,Cleckheaton,2 Aug 25
173,32.89,Paul White,1,Dave Brown,Liverpool Pembroke Sefton,Connah's Quay,17 May 25
174,32.74,Ray Bacon,44,,Telford AC,Stoke,17 May 25
175,32.60,Paul Kelly,38,,Woking,Kingston,22 Jun 25
176,32.59,George Williams,-4,,Blackburn,Stretford,31 Aug 25
177,32.37,Gareth Winter,11,Mark Edwards,Woodford Green Essex Ladies,Woodford Green,22 Jun 25
178,32.29,Robert Allen,42,,Harrow,Chelmsford,22 Jun 25
179,32.15,Adam Richardson,25,,St. Mary's Richmond,Dartford,30 Aug 25
180,32.03,David Burrell,39,,Luton,Basildon,30 Aug 25
181,32.02,Alex Spratley-Kemp,3,,Reading AC,Finsbury Park,13 Jul 25
182,31.88,Owen Thomas,22,,Rotherham,Rotherham,17 May 25
183,31.71,Chris Walker,9,Neil Ellerby,North Shields Poly,Shildon,17 May 25
184,31.62,Paul Gair,38,,Mansfield,Rotherham,17 May 25
185,31.60,Nick Owen,23,,Kingston & Poly,Portsmouth,19 Jul 25
186,31.54,Iain Osborne,28,Ken Holmes,Team Bath,Yate,14 Sep 25
187,31.36,Ted Hiscock,-6,,Swindon,Abingdon,13 Jul 25
188,31.28,Chris Line,10,Ivan Washington,Dacorum,Cambridge,13 Jul 25
189,31.27,Andy Hall,42,,Chichester,Lewes,22 Jun 25
190,31.20,Connor Bell,1,,Spenborough,Cleckheaton,13 Jul 25
191,31.16,Lloyd Williams,25,,Unattached,Yeovil,10 May 25
192,31.12,Benjamin Clarke,11,Jamie Bath,Braintree,Colchester,22 Jun 25
193,31.07,Craig Rodwell,27,,Newark AC,Mansfield,2 Aug 25
194,31.05,Johnathan Andrew,-9,,Rugby & Northampton,Rugby,12 Apr 25
195,30.96,Russell Race,12,,Hyndburn,Bury,26 Jul 25
196,30.88,George Lowe,-2,Simon Forster,Leigh,Blackpool,22 Jun 25
197,30.87,Will Jump,-1,Mike Winch,Brighton & Hove,Cambridge,17 May 25
197,30.87,Mark Broughton,,,Police,Nuneaton,11 Jun 25
199,30.85,Damian Larrington,21,,Bedford & County,York,17 Aug 25
200,30.82,Joe Buck,-1,,Watford,Watford,7 Sep 25
201,30.67,Kevin Murch,45,,Rugby & Northampton,Rugby,15 Jun 25
202,30.57,Rene Rogers,31,,Dundee Hawkhill,Linwood,20 Sep 25
203,30.45,Matthew Smith,5,Julia Machin,Brighton & Hove,Finsbury Park,17 May 25
204,30.44,Joshua Hey,2,,"Aldershot, Farnham & District",Bracknell,19 Aug 25
205,30.36,Simon Armstrong,41,Paul Rees,Bournemouth,Kingston,5 Jul 25
206,30.35,Bob Broadbridge,44,,Newbury,Poole,17 May 25
207,30.29,John Dickinson,20,Bill Jewers,Basingstoke & Mid Hants,Horspath,21 Sep 25
208,30.19,Simon Pearce,19,,BRAT,Birmingham (U),7 Sep 25
209,30.06,David Ralson,26,,Abingdon,Abingdon,12 Jun 25
210,30.04,Steve Linsell,40,Ian Hill,Leeds City,Wakefield,17 May 25
211,30.03,Allan Leiper,43,Allan Williams,"Aldershot, Farnham & District",Eton,30 Aug 25
212,30.01,Richard Nash,28,,Dartford H,Mile End,13 Jul 25
213,29.98,Kulwinder Singh,24,,Hillingdon,Hull,11 May 25
214,29.94,Joseph Johansen,7,,Thames Valley,Hendon,14 Sep 25
215,29.85,Ben Bowen,6,Ffion Mabey,Carmarthen,Cardiff,28 Jun 25
216,29.78,Emeka Udechuku,24,,Colchester & Tendring,Bury St. Edmunds,21 Sep 25
217,29.77,Mark Andrews,14,,Hercules Wimbledon,Horspath,21 Sep 25
218,29.69,Brian Campbell,32,,Preston,Leigh,2 Aug 25
219,29.68,Cieran Lomax,-4,,Tipton,Stourport,31 Aug 25
220,29.64,James Apps,23,,Guildford & Godalming,Guildford,13 Jul 25
221,29.63,Jacob Burbridge,-5,,Lincoln Wellington,Lincoln,22 Jun 25
222,29.26,Damian Crawford,35,,Lifford Strabane,Belfast,9 Aug 25
223,29.11,Scott Harvey,30,,Dartford H,Dartford,17 May 25
224,29.10,Alastair Stanley,8,,Belgrave,Dartford,30 Aug 25
225,29.09,Hugh Williams,8,,Woodford Green Essex Ladies,Ware,30 Aug 25
226,28.88,Andrejs Safars,19,,Medway & Maidstone,Telford,9 Jul 25
227,28.87,Liam McIntyre,27,,Glasgow Jaguars,Crownpoint,30 Aug 25
228,28.83,Albert Graham,4,,Leeds City,Cleckheaton,22 Jun 25
229,28.77,Craig Challis,24,,Ayr Seaforth,Dundee,3 May 25
230,28.67,Philip Garner,42,,Grantham AC,Cudworth,2 Aug 25
231,28.65,Morris Fox,40,,City of Stoke,Mansfield,31 Aug 25
232,28.56,Ian Howse,26,Brian Walsh,New Marske,Shildon,26 Apr 25
233,28.48,Jordan Mitchell,9,Ted Grey,Sutton-in-Ashfield,Telford,3 Aug 25
234,28.37,Sulaiman Ouiles,-3,Paul Harrison,Cheltenham,Nuneaton,13 Jul 25
235,28.13,Martin McBriar,28,,Winchester,Ribeira Brava POR,10 Oct 25
236,28.08,Stuart Hart,21,,New Marske,Whitley Bay,17 May 25
237,28.03,Robert Simmonds,18,,Ryston,Colchester,13 Jul 25
238,28.00,Matthew Savage,18,Thomas Clough,Bingley,Blackpool,13 Sep 25
239,27.98,Janusz Balcerzak,19,,Harrogate,Cleckheaton,22 Jun 25
240,27.97,Henry Halford,-2,,Worcester,Cambridge,17 May 25
241,27.95,Bob Bridges,54,,Belgrave,Stevenage,5 Jul 25
242,27.85,Mark Burbridge,30,,Lincoln Wellington,Greys,6 Sep 25
243,27.83,Chris Shaw,20,Kay Reynolds,Grantham AC,Newark,6 Jul 25
244,27.78,James Moncrieff,21,,Southend,Grays,2 Jul 25
245,27.77,Michael Dyer,19,,Reading AC,Finsbury Park,13 Jul 25
246,27.75,Eddie Vermeer,28,,East Grinstead,Lewes,22 Jun 25
247,27.74,Vito Ricci,36,Sam Cater,Bromsgrove & Redditch,Stourport,31 Aug 25
248,27.73,Anthony Duncan-Hoyte,7,,Harlow AC,Hemel Hempstead,30 Aug 25
249,27.68,David Kennedy,26,,Derby,Doncaster,17 May 25
250,27.56,John Edwards,52,,Burnley,Blackpool,30 Aug 25
251,27.47,Thomas Wassermann,-4,,London Heathside,Finsbury Park,13 Jul 25
252,27.43,Fergus Harford,37,,Woodford Green Essex Ladies,Woodford Green,12 Apr 25
253,27.37,Robert Makin,8,Shaun O'Donnell,Bolton,Blackburn,22 Jun 25
254,27.33,Neil Edwards,24,,Wrexham,Blackburn,22 Jun 25
254,27.33,Richard Faraday,-7,,Thanet AC,Hastings,13 Jul 25
256,27.29,Anthony Moffat,33,,Marshall Milton Keynes,Horspath,30 Aug 25
257,27.20,Yeray Afonso,1,,Ealing Southall & Middx,Parliament Hill,22 Jun 25
258,27.18,Samuel Ruddom,,,Army,Aldershot,18 Jun 25
259,27.17,Simon Hancock,-6,,South London,Poole,13 Jul 25
260,26.97,Ian Cotton,33,,Skyrac,Cleckheaton,22 Jun 25
261,26.90,Nick Foxworthy,20,,Exeter,Exeter,6 Jul 25
262,26.70,Frank Freeman,24,,Kidderminster & Stourport,Worcester,17 May 25
263,26.69,Malcolm Fenton,47,,Ipswich,Nuneaton,11 Jun 25
264,26.67,Ron Todd,41,,Central,Kilmarnock,13 Apr 25
265,26.61,Chris Kent,29,,West Suffolk,Colchester,22 Jun 25
266,26.54,Dakota Sattar,-2,,Glasgow Jaguars,Birmingham,16 Aug 25
267,26.51,Dan Brown,17,,Yeovil,Yeovil,31 May 25
268,26.46,Craig Burrow,29,,Ilford,Cambridge,13 Jul 25
269,26.43,Steven Cotton,24,,North Devon,Twickenham,13 Jul 25
270,26.40,Benjamin Acton,3,,Burton,Burton,17 May 25
271,26.33,Christoper Kay D,12,,Leicester,Banbury,17 May 25
272,26.28,Chris Patterson,18,,Marlborough Athletics,Horspath,17 May 25
273,26.23,Dalian Richmond,10,Yvonne Jacobs,Enfield & Haringey,Parliament Hill,22 Jun 25
274,26.20,Rory Kelly,6,Paul Kelly,Woking,Kingston,22 Jun 25
275,26.16,Michael Fuller,18,,Ipswich,Finsbury Park,13 Jul 25
,58.37,Jevan Parara,1,,Thames Valley,Baton Rouge LA USA,26 Apr 25
,55.85,Thomas Williams,-6,,Wrexham,Belfast,9 Aug 25
,52.50,Khalid Buhaimed,-3,,Thames Valley,Loughborough,1 Jun 25
,50.33,Ammar Elabsy,-2,,Woodford Green Essex Ladies,Sportcity,5 May 25
,50.12,Andrejs Virsics,19,Sally Eldridge,Leamington,Leamington Spa,31 Aug 25
,47.99,Marcin Marchlewicz,19,,Dundee Hawkhill,Linwood,26 Apr 25
,44.26,Christer Hagberg,29,,Hercules Wimbledon,Wimbledon,22 Jun 25
,43.39,Ebenezer Abara,1,,Kingston upon Hull,Hull,11 May 25
,39.26,Joel Bell,18,,Thames Valley,Eton,22 Jun 25
,35.92,Tobias Plank,,,Cambridge Uni,Lee Valley,8 Feb 25
,35.16,Panteleimon Vidalis,11,James Taylor,Rotherham,Cudworth,11 May 25
,34.88,Kevin Wilson,13,Geoff Tyler,Chelmsford,Dartford,27 Jun 25
,27.68,Michael Dzandu,25,,Reading AC,Bracknell,19 Aug 25
,27.11,Jesse Schelfhout,4,,Oxford Uni,Lee Valley,8 Feb 25
,26.22,Mantas Gudelis,2,,Cambridge Uni,Lee Valley,8 Feb 25
