Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,70.50,Owen Merrett,2,Matt Spicer,Yate,Santiago de Cali COL,2 Aug 22
2,64.80,Harry Ricketts,2,Bob Broadbridge,Reading AC,Hendon,28 Aug 22
3,62.29,Toby Conibear,3,Matt Spicer,Yate,Yate,7 Aug 22
4,60.90,Kai Barham,1,Paul Head,Dartford H,Hull,16 Oct 22
5,59.05,Matthew Heywood,2,Michael Hitchon,Blackburn,Liverpool,19 Jun 22
6,58.32,James Viner,2,Matt Spicer,Yate,Bedford,16 Jul 22
7,54.79,Samuel Clifton,3,Jeremy Clifton,Winchester,Bedford,16 Jul 22
8,54.21,Archie Small,2,,Leamington,Sportcity,8 Jul 22
9,53.56,Charlie Elford Pond,1,Eric Davison,Winchester,Basingstoke,26 Nov 22
10,50.95,Dylan Menhennet,1,Matt Spicer,Yate,Sportcity,8 Jul 22
11,49.95,Anton Joseph,3,,Guildford & Godalming,Stevenage,7 Aug 22
12,49.89,Damon King,2,Leonard Miller,Border,Gateshead,18 Jun 22
13,49.48,Antony Mould,3,Dave Smith,Kingston upon Hull,Hull,26 Jul 22
14,49.46,Gabriel McFarlane,2,Andrew McFarlane,Elgin,Grangemouth,10 Jun 22
15,49.08,Harry Blake,2,Clive Thomson,Medway & Maidstone,Erith,29 May 22
16,48.90,Aaron Holliday,1,John Little,Carlisle Aspatria,Carlisle,30 Jul 22
17,48.62,Caleb Richardson,1,Lisa Grimwade,Aberdare Valley,Moulton,3 Sep 22
18,47.77,Finley Hanham,1,Bob Broadbridge,Reading AC,Swindon,8 Oct 22
19,47.45,Cameron Scott-Allan,1,,Liverpool H,Stretford,26 Jun 22
20,47.10,Noah Wooding,1,Paul Head,Woodford Green Essex Ladies,Woodford,11 Sep 22
21,46.20,Lewis Shaw,1,Thomas Graham,Kilbarchan,Grangemouth,29 May 22
22,45.99,Joshua Cowie,3,Sabrina Mace,Walton,Stretford,30 Mar 22
23,44.86,James Hayward,1,Glyndwr Pugh,Rhondda,Portsmouth,26 Mar 22
24,43.02,Ryan Wells,1,Alex Wells,Wycombe,Bournemouth,11 Sep 22
25,42.47,Christopher Williams,1,,Windsor Slough Eton & Hounslow,Hendon,7 Aug 22
26,42.36,Luca Soave,2,Sabrina Mace,Walton,Walton,18 Sep 22
27,41.90,Timothy Masters,1,,Bexley,Erith,29 May 22
28,40.99,Joseph Scase,3,,Cambridge & Coleridge,Cambridge,30 Oct 22
29,40.98,Brydon Duncan,1,John Hillier,Blackheath & Bromley,Sportcity,4 Sep 22
30,39.65,Thomas Smith,3,,Huntingdonshire,Cambridge,14 May 22
31,39.52,David Rose,2,,Dundee Hawkhill,York,29 May 22
32,38.93,Logan Mitchell,1,Kevin Mitchell,Kilmarnock,Grangemouth,22 Oct 22
33,38.66,Craig MacLennan,1,,Inverness,Inverness,16 Apr 22
34,37.64,Charlie Maculan,2,,Lavington Athletics,Swindon,3 Apr 22
35,37.34,Zack Grinsted,1,Geoff Capes,Luton,Banbury,29 May 22
36,37.11,Luke Finch,1,Chris Howe,Woodford Green Essex Ladies,Woodford,18 Apr 22
37,36.52,Isaac Kambamba Delaney,1,Michael Kiley,Preston,Stretford,29 May 22
38,36.32,Lewis Forster,1,Simon Forster,Leigh,Liverpool,17 Sep 22
39,36.13,Kai Wright,2,,Woodford Green Essex Ladies,Woodford,28 May 22
40,35.72,George Lowe,1,Michael Kiley,Preston,Blackpool,15 May 22
41,35.47,Joshua Stevens,1,,Northern Ireland Schs,Antrim,20 May 22
42,33.90,Luke Higgins,1,,Worthing,Crawley,14 May 22
43,33.40,Ben Crosby,1,,Taunton,Exeter,18 Jun 22
44,32.69,James Isaacs,2,Neville Thompson,Shaftesbury Barnet,Woking,26 Jun 22
45,32.29,Daniel Stonehouse,2,,Lewes,Crawley,14 May 22
46,31.17,Gabriel Li La-Vigars,1,,Kingston upon Hull,Hull,9 Apr 22
47,30.29,Tom D'Souza,3,,Coventry,Yate,7 Aug 22
48,29.80,Joe Buck,2,,Watford,Horspath,9 Jul 22
49,29.50,Ashley Tierney,2,,Crawley,Canterbury,26 Jun 22
50,29.49,Ewan Beet,2,,Bexley,Lewes,26 Jun 22
51,29.21,Patrick McLean-Tattan,1,,Havering,Tonbridge,24 Apr 22
52,28.66,Jake Charters,2,,Worksop,Derby,14 May 22
53,27.70,Charlie Day,3,,Cardiff & The Vale Schs,Cardiff,2 Jul 22
54,26.97,Kian Martin,3,Leonard Miller,Border,Carlisle,24 Apr 22
55,26.66,Remon Shepherd-Brewster,1,,Birchfield H,Rugby,29 May 22
56,26.45,Jake Sisson,3,,Charnwood,Leamington,24 Apr 22
57,26.37,Ethan Huntley,1,,Notts,Rugby,29 May 22
58,26.00,Noah Greenald,3,,Northern Ireland Schs,Antrim,20 May 22
59,25.36,Joshua Brown,1,,Epsom & Ewell,Kingston,14 May 22
60,25.12,Onaope Sogbesan,1,,Shaftesbury Barnet,Eton,24 Apr 22
61,25.00,Alixander Hiscock,1,,Swindon,Swindon,15 May 22
,50.77,Cormac Odonnell,2,,Lifford Strabane,Antrim,12 Jun 22
,41.99,Jude McCrossan,3,,Lifford/IRL,Antrim,20 May 22
