Rank,Performance,Name,Year,Coach,Club,Venue,Date
39,45.31,Luke Nightingale,1,,Peterborough,Peterborough,29 Aug 11
40,44.81,Matteo Holmes,1,John Davies,Cardiff,Brecon,2 Jul 11
41,44.34,Scott McMurtry,1,,Ballymena & Antrim,Magheralfelt,31 Aug 11
42,44.25,Francis Mulvaney,1,Ronnie Bomba,Liverpool H,Liverpool,17 Sep 11
43,43.78,Anthony Gillatt,1,Edel Meagher,Scunthorpe & District AC (Defunct),Wrexham,25 Sep 11
44,43.68,Joey Watson,1,Leigh Bosson,Windsor Slough Eton & Hounslow,Eton,21 Aug 11
45,43.67,Mitchell Felix,2,,Reading AC,Reading,11 Jun 11
46,43.24,Gus Antons,1,,Gateshead,Sportcity,17 Jul 11
47,42.63,Oliver Dancer,1,David Pope,Rugby & Northampton,Corby,11 Jun 11
48,42.61,Niall Healy,1,,Tonbridge,St Albans,19 Jun 11
49,42.44,Thomas Bridge,2,Joseph Walker,Amber Valley & Erewash,Don Valley,3 Sep 11
50,42.40,Luke Murray,1,Richard Turner,Enfield & Haringey,Birmingham,4 Sep 11
51,42.31,James Gaffney,2,,North Ayrshire,Grangemouth,17 Sep 11
52,42.04,Donavan Webster,2,Colin Christie,Montrose & District,Dundee,7 Aug 11
53,41.58,Robin Croft,1,Brian Walsh,Middlesbrough (Mandale),Cudworth,7 Aug 11
54,41.17,Rory Ainslie,2,,City of York,York,11 Jun 11
55,41.08,Robert Lawson,2,,Gateshead,Hexham,23 Apr 11
56,40.94,Peter Bridge,2,,"Blackpool, Wyre & Fylde",Blackpool,11 Sep 11
57,40.88,Ashley Dean,2,,Southend,Chelmsford,11 Jun 11
58,40.75,James Mead,1,Shirley Quinn,Chelmsford,Braintree,16 Apr 11
59,40.70,Steven Bowkett,2,Trevor Fox,The Dearne ALC,Cudworth,14 May 11
60,40.48,Alec Russell,2,,Kingston upon Hull,Hull,11 Jun 11
61,40.47,James Hill,2,,East Cheshire,Warrington,5 Jun 11
62,40.36,Thomas Glover,2,,Southend,Chelmsford,14 May 11
63,40.29,Robert Makin,2,Shaun O'Donnell,Bolton,Halifax,5 Jun 11
64,40.10,Nicholas Scales,2,,Rugby & Northampton,Birmingham,6 Aug 11
65,39.57,Connor Pettitt,2,,Exeter,Exeter,17 Jul 11
66,39.52,James Parker,2,,Bracknell AC,Reading,11 Jun 11
67,39.44,Ross McAllister,1,,Northern Ireland Schs,Antrim,20 May 11
68,38.96,Ben Hamer,2,,Radley,Abingdon,18 Sep 11
69,38.12,Joshua Ajiboye,2,,Blackheath & Bromley,Hastings,19 Jun 11
70,37.91,Curtis Knight,1,Terry Letheby,Walton,Twickenham,18 Sep 11
71,37.84,Luis Bosio,1,,Wirral,Bebington,11 Jun 11
72,37.64,Terry Morgan,2,,Gateshead,Hull,19 Jun 11
73,37.33,Jack Sheldon,1,,Sale Harriers Manchester,Liverpool,19 Jun 11
74,37.28,Sean Bastable,1,,Tipton,Tipton,22 May 11
75,37.00,Joseph Marchant,1,Ewan Simmonds,Winchester,Aldershot,11 Jun 11
76,36.99,Louis Mascarenhas,1,,Blackheath & Bromley,Gillingham,22 May 11
77,36.86,Matthew Szepietowski,1,Terry Letheby,Walton,Crawley,27 Mar 11
78,36.44,Alex Hill-King,2,Ewan Simmonds,Winchester,Portsmouth,14 Sep 11
79,35.93,Liam Wright,1,,Gateshead,Hull,19 Jun 11
80,35.54,Andrew Bevan,1,,Essex Schs,Chelmsford,14 May 11
81,35.51,William Phillips,1,,Basildon,Basildon,24 Jul 11
82,35.42,George Picker,2,,Grantham AC,Grantham,11 Sep 11
83,35.02,Faraz Rafi,2,,Croydon,Croydon,22 May 11
84,34.65,Ashley Henderson,1,,Bedford & County,Bedford,3 Jul 11
85,34.53,Cameron Crawford,1,,Windsor Slough Eton & Hounslow,Reading,8 May 11
86,34.47,Theo Moore,2,,Ipswich,Colchester,21 Aug 11
87,34.39,Warren Jones,1,,Sussex Schs,Crawley,11 Jun 11
88,34.35,Matthew Allan,2,,Northern Ireland Schs,Antrim,20 May 11
88,34.35,Isaac Francis,1,Richard Pilling,Eastbourne,Eastbourne,17 Jul 11
90,34.21,John Dent,1,,Border,Carlisle,11 Jun 11
91,34.17,Jake Birkis,2,,Unattached,York,26 Jun 11
92,34.14,Tom Kirk,2,Bruce Bewley,Doncaster,York,22 May 11
93,34.04,Derek Philbey,2,Bob Broadbridge,Newbury,Swindon,11 Feb 11
94,33.70,Ross Brace,2,,Wycombe,Bracknell,22 May 11
95,33.29,Niklas Aarre,1,Jan Aarre,Daventry,Derby,19 Jun 11
96,33.27,Andrew Richards,2,,Northern Ireland Schs,Antrim,20 May 11
97,33.21,Andrew Callaway,1,,Liverpool H,Wirral,5 Jun 11
98,33.03,Jack Lewis,2,,Wirral,Bebington,11 Jun 11
99,32.99,Max Stirling,1,,Edinburgh AC,Grangemouth,10 Jun 11
99,32.99,Connor Laverty,1,Barry Edwards,Menai,Wrexham,25 Sep 11
101,32.96,Damien Murray,2,,Arbroath & District,Glasgow (S),30 Jul 11
102,32.89,Yak Tuna,1,,Swindon,Swindon,10 Dec 11
103,32.77,Michael Bhatti,2,,Bedfordshire Schs,Bedford,8 Jun 11
104,32.63,Thomas Grieve,1,,Border,Carlisle,22 May 11
104,32.63,Harry Sykes,2,Mark Gardner,Lancaster & Morecambe,Carlisle,22 May 11
106,32.51,Tom Kellett,1,,West Cheshire,Macclesfield,8 May 11
107,31.86,Isaac Dennis,2,,Cumbria Schs,Carlisle,27 Mar 11
108,31.65,Hugh Williams,1,,Woodford Green Essex Ladies,Woodford,2 Aug 11
109,31.09,Ed Rook,1,,Somerset Schs,Exeter,18 Jun 11
109,31.09,Michael Jones,1,,Wakefield,Wakefield,11 Sep 11
111,30.92,Andrew Loudon,2,Douglas Cameron,Edinburgh AC,Wishaw,27 Aug 11
112,30.79,Kieran Trotman,1,,Cardiff,Cardiff,10 May 11
112,30.79,Josh Pieterse,2,,St. Albans AC,St Albans,19 Jun 11
114,30.44,Sam Roach,2,Colin Petty,North Devon,Exeter,17 Jul 11
115,30.41,Ollie Roberts,1,,Shropshire Schs,Telford,11 Jun 11
116,30.29,Callum Rubery,2,Gary Herrington,Telford AC,Telford,19 Jun 11
117,30.22,Jack Melhuish,1,,Forest of Dean AC,Cheltenham,27 Jul 11
118,30.17,Kyle Kenrick,2,,Thames Valley,Twickenham,5 Jun 11
119,30.15,Dalton McGuigan,2,Peter Barry,Harrow,Abingdon,22 May 11
119,30.15,Kevin Acraman,1,Malcolm Wallace,Hillingdon,Reading,17 Sep 11
121,30.09,Matthew Kane,2,,Regent House,Antrim,7 May 11
122,29.75,Lee Taylor,2,,Carmarthen,Swansea,19 Jun 11
123,29.70,James Simpson Stern,1,,Hereford & Worcester Schs,Worcester,11 Jun 11
124,29.41,Anthony Norfolk,2,Dave Bennett,Kingston upon Hull,Hull,19 Jun 11
125,29.31,David Hall,2,,Dartford H,Dartford,25 Sep 11
126,29.25,Tyler Brown-Jones,1,,Cannock & Stafford,Wolverhampton,5 Jun 11
127,28.87,Joshua Brown,2,Glenys Morton,Leicester,Peterborough,5 Jun 11
128,28.80,Jordan Mitchell,2,Ted Grey,Sutton-in-Ashfield,Derby,14 May 11
129,28.69,Will Goodier,1,Andrew Goodier,Preston,Blackpool,14 May 11
130,28.61,Thomas Snare,2,,Ashford AC,Hastings,8 May 11
131,28.60,C Phillips,2,,Essex Schs,Chelmsford,11 Jun 11
132,28.39,Kieran Jones,1,,Wirral,Liverpool,19 Jun 11
133,28.26,M Henderson,2,,Hertfordshire Schs,Hemel Hempstead,11 Jun 11
134,28.21,Jack Dinnadge,1,,Essex Schs,Chelmsford,11 Jun 11
135,28.04,Callum Elcock,2,,Dudley & Stourbridge,Nuneaton,19 Jun 11
136,28.03,Jacob Walsh,1,,Regent House,Antrim,30 Jul 11
137,28.02,John King,2,,Edinburgh AC,Birmingham,4 Sep 11
138,27.93,Fraser Wright,1,,Gateshead,Gateshead,11 Jun 11
139,27.90,C Johnson,2,,Cumbria Schs,Carlisle,11 Jun 11
140,27.81,Chris Clarke,2,Geoff Capes,Mansfield,Peterborough,5 Jun 11
141,27.71,Michael Adeniji,2,,Harrow,Harrow,19 Jun 11
142,27.66,Peter Cowan,1,,Lagan Valley,Belfast,28 Apr 11
143,27.62,Luke Pearce,1,,Surrey Schs,Kingston,11 Jun 11
144,27.49,Tristan O'Leary,1,,Reading AC,Reading,8 May 11
145,27.47,Jack Rogers,1,,Bedford & County,Bedford,8 Jun 11
146,27.34,Jake Banevicius,1,,Cornwall AC,Exeter,29 May 11
147,27.19,B Clauson,2,,Berkshire Schs,Reading,11 Jun 11
147,27.19,Sam Brown,1,,Guernsey,St. Peter Port,30 Jun 11
149,27.12,Jonathan Clayton,2,Murray Grant,Bristol & West,Yate,31 Jul 11
150,27.07,Stuart Walker,1,,Northern Ireland Schs,Belfast,28 Apr 11
150,27.07,Guy Kirkby,2,,Shropshire Schs,Telford,11 Jun 11
152,27.04,Kallum-Lee Evans,1,,Carmarthen,Brecon,2 Jul 11
153,26.87,Danny Butlin,1,,Chichester,Guildford,22 May 11
153,26.87,Christopher Bainbridge,2,Philip Garner,Grantham AC,Boston,11 Jun 11
155,26.85,Levy Smith,2,,Crawley,Crawley,19 Jun 11
156,26.63,Nathan Pentin,2,Jonathan Baker,Chesterfield,Middlesbrough,8 May 11
157,26.62,Gus McPherson,2,,Cardiff & The Vale Schs,Cardiff,10 May 11
158,26.58,Thomas Crowe,1,,Preston,Preston,13 Aug 11
159,26.56,Elliot Sebastyen-Regan,2,,Cardiff & The Vale Schs,Cardiff,10 May 11
160,26.49,Alex Riley-Jones,1,,Basingstoke & Mid Hants,Hillingdon,28 May 11
161,26.48,Ethan Plumb,1,Susan Taylor,Wakefield,Cudworth,14 May 11
162,26.46,Elliot Haynes,1,,Sale Harriers Manchester,Sportcity,8 May 11
163,26.45,Christopher George,1,,Reading AC,Hillingdon,28 May 11
163,26.45,Kimmel Gordon,2,Clarence Callender,Shaftesbury Barnet,Hendon,19 Jun 11
165,26.01,Louis Keen,2,Mike Winch,Herne Hill,Lee Valley,8 May 11
166,25.89,Lee Prince,2,,Woking,High Wycombe,8 May 11
167,25.70,Michael Mann,1,,Guernsey,St. Peter Port,21 Apr 11
168,25.42,James Smith,2,,Derbyshire & South Yorkshire,Barlborough,19 Jun 11
169,25.41,Angus Butterfield,1,David Long,Doncaster,Barlborough,19 Jun 11
170,25.36,Quazim Omotosho,2,,Ashford AC,Hastings,19 Jun 11
171,25.24,C McBride,2,,Hereford & Worcester Schs,Worcester,11 Jun 11
171,25.24,Cameron Turner,1,,Somerset Schs,Yeovil,11 Jun 11
173,25.22,Callum Hanlon,2,,Leamington,Leamington,5 Jun 11
174,25.16,Jake Jones,1,,Radley,Abingdon,18 Sep 11
175,24.83,Gurlal Randhawa,1,Mark Wiseman,Windsor Slough Eton & Hounslow,Birmingham,4 Sep 11
176,24.81,Kieran Gauld,1,Terence Kerr,Aberdeen,Aberdeen,18 Aug 11
177,24.70,James Sykes,2,,City of Stoke,Stoke,22 May 11
177,24.70,Andrew Barriscale,1,,Carmarthen,Aberdare,6 Aug 11
179,24.67,Blaise Salle,2,,Sussex Schs,Crawley,11 Jun 11
180,24.47,Tyler Selway,1,Nick Wilson,Nuneaton,Tipton,10 Apr 11
180,24.47,Adam Dove,1,Carolyn Franks,Cheltenham,Cheltenham,30 May 11
182,24.42,Dylon Morris,2,,Kingston & Poly,Kingston,11 Jun 11
183,24.36,Aaron Pryce,1,,Stevenage & North Herts,Chelmsford,11 Sep 11
184,24.29,N Hugill,1,,North Yorkshire Schs,York,11 Jun 11
185,24.26,Ben Morris,1,,Solihull & Small Heath,Solihull,5 Jun 11
186,24.10,Jamie Hunter,2,,City of Stoke,Corby,19 Jun 11
187,24.06,James Bacon,1,,Northern Ireland Schs,Antrim,20 May 11
188,24.00,Jordan Spolding,2,,Chesterfield,Derby,5 Jun 11
,60.05,Fellan McGuigan,1,,Harrow,Mile End,14 May 11
,45.40,Tomasz Napiorkowski,1,Barry Symonds,Oxford City,Hereford,8 May 11
