Rank,Performance,Name,Year,Coach,Club,Venue,Date
45,43.58,Michael Ashworth,3,,Oldham & Royton,Liverpool,23 May 10
46,43.29,Daniel Bowkett,2,Trevor Fox,The Dearne ALC,Doncaster,12 Jun 10
47,43.16,Ryan Winson,1,Geraldine White,Derby,Derby,12 Jun 10
48,42.65,Craig Lacy,3,John Backley,Cambridge H,Eltham,22 Aug 10
49,42.14,Anthony Oshodi,2,Mike Winch,Woodford Green Essex Ladies,Eton,23 May 10
50,41.88,Kurtland Martyr,2,,Woodford Green Essex Ladies,Chelmsford,8 May 10
51,41.83,Richard Bell,2,Roseanne Hutchinson,Manx,Douglas,7 Jul 10
52,41.71,Sam O'Kane,1,,Caithness AAC,Inverness,8 May 10
53,41.70,Daniel Burdett,2,,Chesterfield,Tamworth,25 Apr 10
54,41.55,Lewis Williams,1,,Havering,Braintree,25 Apr 10
55,41.21,James Preston,2,Nigel Bevan,Bristol & West,Yate,25 Jul 10
56,40.88,Bradley Cole,1,Lee Doran,Cardiff,Coventry,27 Jun 10
57,40.73,Tom Peacock,1,Mark Aldridge,Shaftesbury Barnet,Eton,23 May 10
58,40.56,Joe Flitcroft,3,,Basingstoke & Mid Hants,Andover,25 Jul 10
59,40.34,Najee Fox,1,Andy Brittan,City of Stoke,Hexham,24 Jul 10
60,39.83,Alex Fitzpatrick,1,Neil Fitzpatrick,City of Portsmouth,Portsmouth,15 Sep 10
61,39.77,Ben Flash,3,,Dacorum,Watford,11 Aug 10
62,39.23,Jay Warren,1,,Northern Ireland Schs,Antrim,21 May 10
63,39.21,Nathan Featherstone,2,,Epsom & Ewell,Kingston,8 May 10
64,39.10,Kane Humphrey,2,Mike Corden,Rotherham,Sheffield (W),23 May 10
65,38.78,Lewis Jones,1,,Newport H,Coventry,27 Jun 10
66,38.64,Ben Montgomery,2,,Herts Phoenix,Braintree,25 Apr 10
67,38.58,Luke Pickles,2,,Doncaster,Doncaster,25 Jul 10
68,38.27,Adam Martin,1,,Ballymena & Antrim,Antrim,21 May 10
69,38.20,Jonathan Murray,1,,Edinburgh AC,Grangemouth,4 Aug 10
70,37.92,Hayden Richards,1,,Grantham AC,Grantham,19 Jun 10
71,37.81,Nathan Morris,1,,Sale Harriers Manchester,Gateshead,27 Jun 10
72,37.25,Craig Westerman,1,,Wakefield,Scunthorpe,25 Apr 10
73,36.93,Allan Smith,1,Bryan Roy,Pitreavie,Sportcity,25 Apr 10
74,36.79,Michael Carmona Jones,1,,Liverpool Pembroke Sefton,Bebbington,25 Jul 10
75,36.25,Alex Elston,1,Michael Swain,Rotherham,Mansfield,30 Aug 10
76,36.17,Christopher Farrington,2,Ian Magness,Tipton,Tipton,23 May 10
77,36.02,Peter Smeed,2,,Sutton-in-Ashfield,Rugby,23 May 10
78,35.70,Josh Bussell,1,,Cwmbran,Brecon,3 Jul 10
79,35.08,Jacob Felix,2,,Reading AC,Thatcham,14 Mar 10
80,34.92,Jordan Carter,1,Brian Parkes,Barnsley AC,Rotherham,27 Jun 10
81,34.44,Rupert Edwards,3,,Suffolk Schs,Bury St. Edmund's,19 May 10
82,33.67,Chris Whiteal,2,,Enfield & Haringey,Woodford,27 Jun 10
83,33.58,Jake Webber,1,Stuart Richards,Yeovil,Yeovil,29 Aug 10
84,33.35,Oskar Piotrowicz,1,,Highgate,Hendon,8 May 10
85,33.17,Jordan Henwood,2,Clive Marsh,Enfield & Haringey,Norwich,25 Jul 10
86,33.10,Tariq Martin,1,David Hussey,Basildon,Braintree,25 Apr 10
87,32.63,James Newport,1,,Yeovil,Yeovil,12 Jun 10
88,32.03,Zachary Child,1,,Pendle,Blackpool,8 May 10
89,31.20,Richard Taylor,2,,Solihull & Small Heath,Yate,25 Jul 10
90,31.16,Aaron Murray,2,,Invicta East Kent,Dartford,23 May 10
91,30.40,Oliver Deacon,3,,Braintree,Chelmsford,8 May 10
92,30.16,Luke Braiden,2,Bob Willows,Brighton & Hove,Portsmouth,25 Apr 10
93,29.95,Laurie Almond,1,,Trafford,Stretford,13 Jul 10
94,28.72,Matti Mortimore,1,Esa Utriainen,Ipswich,Norwich,25 Jul 10
95,28.54,Hugh Walton,2,Carolyn Franks,Cheltenham,Cheltenham,28 Jul 10
96,28.29,Matthew Doyle,3,,Mid Ulster,Magherafelt,11 Aug 10
97,28.16,Michael Travers,2,,Dudley & Stourbridge,Wolverhampton,25 Jul 10
98,28.03,Greg Millar,1,,Mansfield,Stafford,27 Jun 10
99,27.94,Russell Race,3,,Hyndburn,Bebbington,25 Jul 10
100,27.35,Joe Smith,1,,Dudley & Stourbridge,Telford,25 Apr 10
101,26.96,Jake Clowsley,1,,Wolverhampton & Bilston,Brierley Hill,27 Jun 10
102,26.79,Sam Brown,2,,Lewes,Derby,12 Sep 10
103,26.44,David Simmonds,1,,Guildford & Godalming,Kingston,25 Apr 10
104,26.40,Daniel Millerchip,2,,Cannock & Stafford,Mansfield,25 Jul 10
105,26.11,Marc Williams,1,,City of Stoke,Hexham,24 Jul 10
,59.47,Andrew Doyle,2,,Mid Ulster,Tullamore IRL,27 Jun 10
,59.20,Dempsey McGuigan,1,,Shaftesbury Barnet,Bedford,19 Jun 10
