Rank,Performance,Name,Year,Coach,Club,Venue,Date
103,29.32,Paul McMullen,2,,Mid Ulster,Antrim,31 Jul 10
104,29.25,Jacob Conner,2,,Rugby & Northampton,Tipton,18 Jul 10
105,29.12,James Bacon,2,,Northern Ireland Schs,Antrim,21 May 10
106,28.96,Daniel Francis,2,,Woodford Green Essex Ladies,Woodford,2 May 10
107,28.95,Jacob Hammond,2,,Scunthorpe & District AC (Defunct),York,6 Jun 10
108,28.92,Josh Evans,2,,Bridgend,Yeovil,20 Jun 10
109,28.89,Tristan O'Leary,2,,Reading AC,Sportcity,4 Sep 10
110,28.85,Ed Rook,2,,Somerset Schs,Street,24 Apr 10
111,28.53,T Fuller,2,,Cumbria Schs,Carlisle,12 Jun 10
112,28.48,Elliot Haynes,2,,Sale Harriers Manchester,Bebington,16 May 10
113,28.47,Isaac Huskisson,1,,Nene Valley,Braintree,8 Aug 10
114,28.43,Chris Cambridge,1,,City of York,York,1 Aug 10
115,28.26,Kieran Trotman,2,,Cardiff,Cardiff,27 May 10
116,28.22,Jack Hamblett,2,,Gloucester,Yate,5 Sep 10
117,28.13,Will Goodier,2,Andrew Goodier,Preston,Blackpool,29 Aug 10
118,28.09,Alex Long,2,,Buckinghamshire Schs,Milton Keynes,12 Jun 10
119,28.03,J Rogers,2,,Bedfordshire Schs,Bedford,16 Jun 10
120,28.00,Luke Pearce,2,,Surrey Schs,Kingston,12 Jun 10
121,27.99,Jamie Barry,2,,Andover,Portsmouth,15 Sep 10
122,27.97,Fraser Wright,2,,Gateshead,Middlesbrough,18 Jul 10
123,27.93,Christopher George,2,,Reading AC,Sportcity,4 Sep 10
124,27.84,Caryl Frazier,2,,Hillingdon,Harrow,20 Jun 10
125,27.81,Thomas Crowe,2,,Preston,Sportcity,4 Sep 10
126,27.80,Ben Brearley,1,William Bushnell,New Forest Junior,Sandown,5 Sep 10
127,27.26,Cecil MacCarthy,1,,Thames Valley,Battersea Park,12 Jun 10
128,27.16,Ben Morris,2,,Solihull & Small Heath,Birmingham,12 Jun 10
129,27.07,Jackson Burton,2,,Radley,Abingdon,22 Aug 10
130,27.02,Daniel Howe,1,Gary Howe,Thetford,Luton,8 Aug 10
131,26.95,Mark Flitcroft,1,,Basingstoke & Mid Hants,Basingstoke,29 Aug 10
132,26.81,Sam Green,1,,City of Norwich,Norwich,2 Apr 10
133,26.74,Ethan Plumb,2,Susan Taylor,Wakefield,South Leeds,2 May 10
134,26.50,Harrison Holmes,2,,Marshall Milton Keynes,Abingdon,16 May 10
135,26.47,Sam Brown,2,,Guernsey,St. Peter Port,11 Sep 10
136,26.26,Daniel Knight,2,,Enfield & Haringey,Hemel Hempstead,12 Jun 10
137,26.20,Jason Ashley,2,,Telford AC,Telford,12 Jun 10
138,26.13,P Arrunduaga,2,,Hertfordshire Schs,Watford,2 Jun 10
139,26.05,Lee Wiston,2,,Chichester,Horsham,25 Jun 10
140,26.01,Sam Thomas,2,,Cardiff & The Vale Schs,Brecon,3 Jul 10
140,26.01,Oli Curry,2,,Winchester,Winchester,18 Jul 10
142,25.86,Gurlal Randhawa,2,Mark Wiseman,Windsor Slough Eton & Hounslow,Harrow,20 Jun 10
143,25.82,D Joseph,2,,Bedfordshire Schs,Bedford,16 Jun 10
144,25.81,Lloyd Harrison,2,,Cardiff & The Vale Schs,Brecon,3 Jul 10
145,25.79,Ben Baldwin,2,,Stroud,Yate,5 Sep 10
146,25.77,Adam Graham,2,,Northumberland Schs,Gateshead,12 Jun 10
147,25.76,Samuel Blackmoore,1,,Worthing,Worthing,18 Jul 10
148,25.59,Charlie Murphy,2,,Cambridge H,Bromley,2 May 10
149,25.54,Max Sutton,1,,Wycombe,Kingston,20 Jun 10
150,25.42,Daniel Lewis Brooks,2,,Carmarthen,Brecon,22 Aug 10
151,25.34,J Kirk,2,,North Yorkshire Schs,York,12 Jun 10
152,25.30,Jordan Adderley,2,,Llanelli,Brecon,3 Jul 10
153,25.27,Kieran Westlake,1,Mo Pearson,Cornwall AC,Par,12 Jun 10
154,25.22,William Stockton,2,,Chesterfield,Derby,20 Jun 10
154,25.22,Tyler Exton,2,,Stevenage & North Herts,Stevenage,12 Sep 10
156,25.17,Robert Tingle,1,,Preston,Cudworth,1 Aug 10
157,25.03,Brian Luna,2,,London Heathside,Hillingdon,15 Jun 10
158,24.87,Gary Robertson,2,,Edinburgh AC,Sportcity,5 Sep 10
158,24.87,Ben Thompson,2,,Havering,Stevenage,12 Sep 10
160,24.86,Jack Statham,2,,Buckinghamshire Schs,Milton Keynes,12 Jun 10
161,24.85,Joshua Booth,1,,Sale Harriers Manchester,Warrington,15 Aug 10
162,24.76,Sam Lowe,1,,Halesowen,Cheltenham,2 May 10
163,24.75,Rory Westwood,1,,Notts,Birmingham,1 Aug 10
164,24.68,Daniel Hollett,2,,Blackheath & Bromley,Sportcity,4 Sep 10
165,24.66,Joseph Hoyland,1,Peter Blakemore,City of Sheffield,Sheffield (W),18 Jul 10
166,24.59,Pierce Clarke,2,,North Down,Antrim,31 Jul 10
167,24.53,Harry Marshall,2,,Staffordshire Schs,Stoke,12 Jun 10
168,24.51,Christopher Williams,1,,Llanelli,Carmarthen,19 Jun 10
169,24.42,Thomas Morris-Luxton,1,,East Sutherland,Grangemouth,1 Aug 10
170,24.30,Michael Mann,2,,Guernsey,Portsmouth,9 May 10
171,24.26,Tykio Williams,2,,Trafford,Wigan,2 May 10
172,24.22,Toby Redman,1,,Tonbridge,Ashford,9 May 10
173,24.20,Michael Woolford,2,,Swindon,Swindon,9 May 10
174,24.05,Thomas Kilner-Brown,2,,Horsham Blue Star,Crawley,28 May 10
174,24.05,Phillip Bourne,2,,Poole AC,Winchester,18 Jul 10
176,23.93,David Page,2,,North Somerset,Yate,27 Jun 10
177,23.92,Simon Reynolds,1,,Liverpool H,Liverpool,18 Sep 10
178,23.70,Angus Butterfield,2,David Long,Doncaster,Cudworth,1 Aug 10
179,23.68,Jason Owusu,2,,London Schs,Hillingdon,15 Jun 10
180,23.64,Matthew Anthony,2,,"Aldershot, Farnham & District",Basingstoke,29 Aug 10
181,23.62,Josue Ngandu,2,Pat Cornell,Ealing Southall & Middx,Perivale,14 Aug 10
182,23.49,George Summersgill,2,Andrew Hughes,Bracknell AC,Reading,12 Jun 10
183,23.40,Ferdous Khalequi,2,,Harrow,Harrow,20 Jun 10
184,23.35,Charlie Lodge,2,,Yate,Yeovil,20 Jun 10
185,23.33,Niall Hunt,2,Ivan Washington,Derbyshire & South Yorkshire,Barlborough,18 Jul 10
186,23.32,Dominic Hayes,2,,Powys Schs,Brecon,3 Jul 10
187,23.30,William van Klaveren,2,,Kingston & Poly,Croydon,16 May 10
187,23.30,Luke Staples,1,Karl Lasis,Lewes,Crawley,3 Sep 10
189,23.18,Corey Whittle,2,,Cardiff & The Vale Schs,Cardiff,27 May 10
190,23.14,Tyler Selway,2,Nick Wilson,Nuneaton,Leicester,18 Jul 10
191,23.13,Nick Duffey,2,,Havering,St. Albans,18 Jul 10
192,23.12,Oliver Cooke,2,,Swindon,Leamington,2 May 10
192,23.12,Stephen Blacklock,2,,Colchester & Tendring,Colchester,30 Aug 10
,62.35,Fellan McGuigan,2,,Harrow,Trier GER,19 Sep 10
,36.64,Tomasz Napiorkowski,2,Barry Symonds,Oxford City,Hendon,28 Aug 10
