Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,69.47,Taylor Campbell,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Eton,7 Jun 12
2,66.14,Rafal Morawski,2,Lukasz Barzyk,Ealing Southall & Middx,Sandy,29 Sep 12
3,65.58,Thomas Head,2,Paul Head,Newham & Essex Beagles,Bedford,19 Aug 12
4,63.85,Jac Palmer,2,Adrian Palmer,Cardiff,Aberdeen,11 Aug 12
5,62.69,Ross Douglas,2,Jim Edwards,Charnwood,Derby,16 Jun 12
6,60.83,James Lasis,2,Karl Lasis,Crawley,Gateshead,6 Jul 12
7,60.39,Ciaran Wright,1,,Falkirk,Ashford,21 Jul 12
8,59.96,Thomas Fellowes,2,Lorraine Shaw,Hereford,Gateshead,6 Jul 12
9,59.80,James Hamblin,2,Robert Earle,Colchester H,Chelmsford,16 Jun 12
10,59.01,Elliott White,1,,Hastings AC,Hastings,12 Aug 12
11,58.40,Ben Main,1,,Shettleston,Grangemouth,8 Jun 12
12,57.40,Jacob Lange,2,Lorraine Shaw,Gloucester,Cheltenham,25 Jul 12
13,56.98,Jamie Potton-Burrell,2,,Luton,Bedford,19 Aug 12
14,55.47,Robbie James,2,,Hastings AC,Hastings,12 Aug 12
15,54.95,Oliver Thompson,2,Gary Howe,Thetford,Sandy,29 Sep 12
16,53.76,Leslie Parkes,1,Malcolm Rogers,Havant,Sandy,29 Sep 12
17,53.17,Luke Nightingale,2,,Peterborough,Peterborough,6 Sep 12
18,53.03,Sam Grant,2,,Southend,Chelmsford,16 Jun 12
19,52.85,Chris Stephenson,2,,City of York,Olympic Park,9 May 12
20,52.74,Jack Barton,2,Brian Lockley,East Cheshire,Nelson,2 Sep 12
21,52.05,Jamie Kuehnel,1,Bob Broadbridge,Newbury,Swindon,6 Oct 12
22,51.72,Lewis Barnes,2,Jack Kee,Marshall Milton Keynes,Milton Keynes,15 Apr 12
23,51.60,Woody Cox,1,Eric Davison,Worthing,Crawley,13 May 12
24,51.49,Jack Mirfin,1,Brian Lockley,East Cheshire,Derby,22 Sep 12
25,50.84,Darren Foster,1,,Corby,Kettering,19 Aug 12
26,49.54,Sam Matthews,2,,Lagan Valley,Dublin (S) IRL,23 Jun 12
27,49.38,Joey Watson,2,Mark Wiseman,Windsor Slough Eton & Hounslow,Winchester,17 Jun 12
28,49.27,Scott McMurtry,2,,Ballymena & Antrim,Tullamore IRL,2 Jun 12
29,49.13,Robin Croft,2,Brian Walsh,Middlesbrough (Mandale),Carlisle,23 Jun 12
30,48.95,Elias Dellas,2,,Essex Schs,Chelmsford,16 Jun 12
31,48.83,Jordan Small,1,,Rotherham,Doncaster,21 Jul 12
32,48.70,Josh Prentice,1,David Hussey,Basildon,Chelmsford,16 Jun 12
33,48.46,Matteo Holmes,2,John Davies,Cardiff,Bath,27 Jun 12
34,48.19,Francis Mulvaney,2,Ronnie Bomba,Liverpool H,Wigan,29 Jul 12
35,48.09,Jack Wuidart,1,,Bedford & County,Bedford,21 Oct 12
36,47.43,Kieran Phillips,1,,Isle of Wight,Aldershot,16 Jun 12
37,46.96,Anthony Gillatt,2,Edel Meagher,Scunthorpe & District AC (Defunct),Hull,16 Jun 12
38,46.85,Isaac Huskisson,1,,Nene Valley,Milton Keynes,6 May 12
39,46.67,Yak Tuna,2,,Swindon,Swindon,15 Dec 12
40,46.48,Curtis Knight,2,Terry Letheby,Walton,Crawley,27 Aug 12
41,45.89,Daniel Howe,1,Gary Howe,Thetford,Bury St Edmonds,1 Jul 12
42,45.64,Martin Croft,1,Brian Walsh,Middlesbrough (Mandale),Carlisle,23 Jun 12
43,45.34,Dominic Palmer-Leandre,2,Richard Turner,Enfield & Haringey,Sportcity,2 Sep 12
44,45.30,Niklas Aarre,2,Jan Aarre,Daventry,Wrexham,30 Sep 12
45,45.16,Shaun Livett,1,Ronnie Bomba,Menai,Brecon,7 Jul 12
46,43.76,Munroe Ritchie,1,Karl Lasis,Crawley,Ipswich,30 Dec 12
47,43.73,Billy Walker,1,,Essex Schs,Chelmsford,16 Jun 12
48,43.65,Toby Redman,1,,Tonbridge,Hendon,29 Jul 12
49,43.59,Niall Healy,2,,Tonbridge,Kingston,23 Jun 12
50,43.57,A Erskine,2,,Cumbria Schs,Carlisle,16 Jun 12
51,43.52,Oliver Dancer,2,David Pope,Rugby & Northampton,Corby,13 May 12
52,42.68,Chris Duley,2,Brian Walsh,New Marske,York,6 May 12
