Rank,Performance,Name,Year,Coach,Club,Venue,Date
133,26.22,Matthew Shirlow,1,,Lagan Valley,Belfast,20 Jun 13
134,26.19,William Knight,1,,City of Stoke,Nottingham,28 Jul 13
135,26.11,Arman Azaden,2,,Cardiff & The Vale Schs,Cardiff,30 Apr 13
136,26.02,Harvey Sebastyan,1,,Cardiff & The Vale Schs,Cardiff,30 Apr 13
136,26.02,Jack Madden,1,,St. Mary's Richmond,Guildford,30 Jun 13
138,25.97,Edward Wiltshire,1,,Team Bath,Tidworth,25 May 13
139,25.93,Jamal Nazzal,2,,Kent Schs,Dartford,26 Jun 13
140,25.64,J Glove,2,,Unattached,Gateshead,1 May 13
141,25.60,Rory Smith,2,,Somerset Schs,Yeovil,8 Jun 13
142,25.56,James Tate,1,Michael Swain,Skyrac,Liverpool,14 Sep 13
143,25.50,Ben Dickson,2,,Somerset Schs,Yeovil,8 Jun 13
144,25.37,Marcelle Rowe,1,Paul Weston,Croydon,Aldershot,2 Jun 13
144,25.37,Timmy Litondo,1,Michael Whittaker,Victoria Park & Tower Hamlets,Battersea Park,8 Jun 13
146,25.13,Sam Green,2,,City of Norwich,Harrow,30 Jun 13
147,25.09,Howard Bell,1,Iain McEwan,Edinburgh AC,Liverpool,28 Apr 13
148,24.93,George Downing,1,,Millfield Sch,Yeovil,8 Jun 13
149,24.91,Michael Dola-Lami,2,Tracey Quartey,Victoria Park & Tower Hamlets,Perivale,2 Jun 13
150,24.70,Z Balgimbaer,2,,Suffolk Schs,Bury St. Edmunds,9 May 13
150,24.70,Callum Slater,2,,Nene Valley,Peterborough,19 Sep 13
152,24.66,Ian Whittaker,1,,North Yorkshire Schs,York,8 Jun 13
153,24.64,A Sharp,1,,Essex Schs,Chelmsford,8 Jun 13
154,24.58,Chris Allen,2,,Northern Ireland Schs,Antrim,17 May 13
155,24.52,Michael Knowles,2,,Northern Ireland Schs,Antrim,17 May 13
156,24.49,O Kayramas,2,,Unattached,Gateshead,1 May 13
156,24.49,T Brown,2,,Unattached,Gateshead,1 May 13
158,24.33,Corey Cooper,2,,Liverpool Pembroke Sefton,Blackpool,27 Apr 13
159,24.31,Jack Kiddell,2,,London Schs,Battersea Park,8 Jun 13
160,24.30,Hugh Gannon,2,,City of York,York,10 Aug 13
161,24.26,Owen Barrass,2,,Houghton Harriers,Darlington,2 Jun 13
162,24.22,Craig Hicks,1,,Cannock & Stafford,Stoke,8 Jun 13
163,24.14,Connor Bowdler,2,,Wolverhampton & Bilston,Wolverhampton,28 Jul 13
164,24.09,Gabriel Watkin,1,,Cardiff & The Vale Schs,Cardiff,30 Apr 13
165,24.06,Oliver Langton,1,,Doncaster,Hull,28 Jul 13
166,24.05,Fraser McIntosh,2,James McDonald,Herne Hill,Eltham,30 Jun 13
,61.35,James Williams,2,,Colwyn Bay,Tullamore IRL,7 Jul 13
