Rank,Performance,Name,Year,Coach,Club,Venue,Date
28,43.07,Oliver Taylor,2,,Lagan Valley,Tullamore IRL,7 Jul 24
29,42.07,Kosi Orji,1,,Dartford H,Hendon,15 Jun 24
30,41.96,Marcus Cato,1,,Essex Schs,Chelmsford,8 Jun 24
31,41.80,Matthew Wakefield,1,,Wirral,Blackpool,27 May 24
32,41.77,Luther Ngei Okparaji,1,,Essex Schs,Chelmsford,8 Jun 24
33,41.21,Jack Barker,2,,Border,Carlisle,14 Dec 24
34,41.07,Eduard Guta,1,,Reading AC,Reading,6 Apr 24
35,40.99,Dun Xue,2,David McKay,West Cheshire,Ellesmere Port,8 Jun 24
36,39.56,Ede Ruso,1,,Worthing,Crawley,8 Jun 24
37,39.13,Ronel Robert,1,,Dartford H,Gillingham,8 Jun 24
38,38.87,Deacon Evans,1,,Cardiff,Carmarthen,20 Jul 24
39,38.20,Edward Turner,2,,Stevenage & North Herts,Stevenage,31 Aug 24
40,38.09,Ted Hiscock,2,,Swindon,Swindon,14 Apr 24
41,38.04,Zachary Czech,1,,Stevenage & North Herts,Sandy,2 Jun 24
42,37.63,Jake Sands,2,,Warrington AC,Ellesmere Port,8 Jun 24
43,37.33,Jadan Adeusi,1,,Basildon,Chelmsford,11 May 24
44,36.76,Aron Laverty,2,,Carrick Aces,Belfast,8 Jun 24
45,36.35,Carter McAllister,2,Alan Toward,Sedbergh,Carlisle,14 Dec 24
46,36.12,Godwin Mutandwa,2,Sebastian Wadlow,Dacorum,Hendon,30 Jun 24
47,35.97,Joe Williams,1,,Somerset Schs,Exeter,15 Jun 24
48,35.35,Otto Kearns,1,,City of York,York,8 Sep 24
49,34.19,Gabriel Evans,1,,Rhondda,Cardiff,6 Jul 24
50,33.97,Jack Ridout,2,,Dacorum,Sportcity,1 Sep 24
51,33.89,Josiah Adams,2,,Northern Ireland Schs,Tullamore IRL,1 Jun 24
52,33.46,Lewis Godridge,2,,Jarrow & Hebburn,Whitley Bay,21 Jul 24
53,32.72,Buddy Reid,1,Liz Sissons,Epsom & Ewell,Bracknell,30 Mar 24
54,32.61,Adam Hey,1,,"Aldershot, Farnham & District",Portsmouth,22 Sep 24
55,32.55,Aaron Cheyne,2,,Inverness,Grangemouth,30 Jun 24
56,32.36,Oran Blake,1,,Biggleswade,Sandy,2 Jun 24
57,32.31,Cooper Martin,1,,Bracknell AC,Bracknell,10 Sep 24
58,32.21,Harvey Wilkinson,2,Chris Lees,City of York,York,8 Sep 24
59,32.13,William Medley,1,,Sutton-in-Ashfield,Mansfield,26 May 24
60,32.04,Jack Ridout,2,,Hertfordshire Schs,Hemel Hempstead,8 Jun 24
61,30.89,Jamie Greenhalgh,1,Jessica Arnison,Leigh,Blackpool,28 Apr 24
62,30.59,Charlie Climpson,2,Dave Brown,Liverpool Pembroke Sefton,Wrexham,28 Sep 24
63,30.24,Dillon Humphrey,1,,Havering,Chelmsford,8 Jun 24
64,29.68,Rhys Owen,2,Ray McKenna,Rugby & Northampton,Sportcity,1 Sep 24
65,29.58,Rhys Lewis,1,,Cardiff,Cardiff,6 Jul 24
66,28.61,Ethan Williams,2,,Spenborough,Cleckheaton,21 Apr 24
67,28.19,Tristan Beepath-Ince,2,,Essex Schs,Chelmsford,8 Jun 24
67,28.19,Samuel Robinson,1,,Notts,Rugby,30 Jun 24
69,28.12,Albie Scott,1,,Northern Ireland Schs,Belfast,19 May 24
70,28.10,Montana Dennis,2,,London Heathside,Basildon,26 May 24
71,28.08,Jamie Lowrie,1,Barbara Knox,Springburn,Crownpoint,27 Oct 24
72,28.05,Sam Hanlon,2,,Northern Ireland Schs,Belfast,19 May 24
73,27.95,Joshua Donnelly,2,,Northern Ireland Schs,Belfast,19 May 24
74,27.89,Connor Allen,1,,Hereford & Worcester Schs,Stourport,8 Jun 24
75,27.79,Arber Blackori,1,,Middlesex Schs,Lee Valley,8 Jun 24
76,27.78,Callum Godfrey,2,,Methodist College Belfast,Belfast,19 May 24
77,27.69,Ayoola Akeju,1,,Dartford H,Gillingham,8 Jun 24
78,27.66,Alexander Warren,1,,Wimborne,Bournemouth,24 Mar 24
79,27.40,Charlie Lundy,1,,"Blackpool, Wyre & Fylde",Blackpool,27 May 24
80,27.24,Joshua Beckett,1,,Inverness,Grangemouth,18 Aug 24
81,26.97,Oluwasegun Aribisala,2,,Essex Schs,Chelmsford,8 Jun 24
82,26.77,Harry Pilkington,1,,Blackburn,Liverpool,26 May 24
83,26.34,William Hudson,2,,Carlisle Aspatria,Carlisle,14 Dec 24
84,26.31,Will Price,2,,Somerset Schs,Yeovil,8 Jun 24
85,26.30,MacSen Holland,1,,Swansea,Cardiff,6 Jul 24
86,25.96,Ethan Taylor,1,,Team Bath,Sportcity,1 Sep 24
87,25.63,Robert Oliver,1,Leila Oliver,Maidenhead,Carshalton,17 Aug 24
88,25.54,Felix Crawford,2,Willy Russell,Banchory Stonehaven,Aberdeen,28 Jul 24
89,24.98,Adam Bennett,1,,Oxford City,Abingdon,13 Apr 24
90,24.63,Charlie Whorlow,1,,Hertfordshire Schs,Hemel Hempstead,8 Jun 24
90,24.63,William Lupton,2,,City of Norwich,Hemel Hempstead,21 Jul 24
92,24.62,Isaiah Olajide,2,,Medway & Maidstone,Crawley,30 Jun 24
93,24.52,Kema Jr. Onyemaechi,1,Mick Bond,Cambridge H,Hendon,30 Jun 24
94,24.30,Archie Kidner,1,,Somerset Schs,Yeovil,8 Jun 24
,77.31,Thomas Williams,2,,Wrexham,Dublin (S) IRL,22 Jun 24
