Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,71.39,Kai Barham,2,Paul Head,Dartford H,Bedford,2 Jun 22
2,62.46,Charlie Elford Pond,2,Eric Davison,Winchester,Bedford,28 Aug 22
3,60.60,Callum Hendry,2,Jim Green,Victoria Park City of Glasgow,Loughborough,2 Sep 22
4,58.31,Jabez Berry,2,Malcolm Taylor,Halesowen,Belfast,16 Jul 22
5,57.78,Faeez Ogunwolu,2,Paul Head,Basildon,Chelmsford,11 Jun 22
6,55.56,Finley Hanham,2,Bob Broadbridge,Reading AC,Sandy,24 Sep 22
7,54.28,Matthew Page,2,Matt Spicer,Yate,Stretford,8 Jul 22
8,52.88,Alastair Brown,2,Raymond Radley,West Suffolk,Cambridge,25 Jun 22
9,50.06,Jamie Callaghan,1,Steve Pearson,BRAT,Nuneaton,13 Aug 22
10,49.29,Rory Stainsby,1,,Inverness,Grangemouth,29 May 22
11,48.97,Wyatt Larkins,2,,Colchester H,Hull,16 Oct 22
12,48.86,Sean Radabaugh,2,,Inverness,Belfast,16 Jul 22
13,48.74,Louis Tutcher,2,Matthew Viner,Yate,Swindon,5 Nov 22
14,48.68,Sammy Thomas,2,,Neath,Belfast,16 Jul 22
15,47.85,Adam Merrett,1,Matt Spicer,Yate,Wrexham,24 Sep 22
16,47.30,Alex Jackson,2,Sebastian Wadlow,Dacorum,Milton Keynes,11 Jun 22
17,46.65,Billy Dickinson,1,Bob Broadbridge,Swindon,Cheltenham,15 May 22
18,43.66,Max Thorne,1,,Medway & Maidstone,Kingston,18 Jun 22
19,43.63,Joshua Reibbitt,1,John Little,,Carlisle,22 Oct 22
20,42.86,Logan Mitchell,2,Kevin Mitchell,Kilmarnock,Aberdeen,13 Aug 22
21,42.83,Patrick Nutman,1,,Essex Schs,Chelmsford,11 Jun 22
22,42.80,Matthew Forrest,2,,Rotherham,Burton,11 Jun 22
23,42.78,Daniel Ross,2,Catarina Hallden,Jersey,St. Clement,26 May 22
24,41.78,Sebastian Simpson,1,Cheryl Angell,Team Kennet,Bournemouth,11 Sep 22
25,40.48,Bryce Farmer-Beasley,1,,City of York,York,10 Sep 22
26,40.47,Bilal Badmos,2,,Dartford H,Eltham,24 Apr 22
27,40.20,Declan McClelland,1,,Law,Grangemouth,10 Jun 22
28,39.90,Olamide Adebiyi,1,,Dartford H,Eltham,24 Apr 22
29,39.69,Oscar Staples,2,Gareth Cook,East Grinstead,Horspath,10 Sep 22
30,39.65,Maximilian Brookes,1,Mel Brookes,Diss,Bury St. Edmunds,29 May 22
31,38.12,Hugo Cullen,1,Martin Godfrey,Doncaster,Hull,24 Apr 22
32,37.69,Leathun Jennings,2,,Somerset Schs,Exeter,18 Jun 22
33,36.83,William Sycamore,1,,Essex Schs,Chelmsford,11 Jun 22
34,36.78,Archie Kinneir,1,Bob Broadbridge,Swindon,Swindon,5 Nov 22
35,36.54,George Williams,2,,Blackburn,Liverpool,14 Aug 22
36,35.93,Kieran Howard,2,David Needham,"Blackpool, Wyre & Fylde",Blackpool,15 May 22
37,35.25,Ben Fenwick,1,Matthew Richards,Swansea,Belfast,16 Jul 22
38,34.46,Toju Fadina,1,,Essex Schs,Chelmsford,14 May 22
39,34.30,Tommy Cerca,2,,Kendal,Carlisle,26 Mar 22
40,33.74,Tyrese Abolarin,2,,Methodist College Belfast,Tullamore IRL,4 Jun 22
41,33.58,James Hall,1,Andrew Hughes,Bracknell AC,Bracknell,15 May 22
42,32.65,William Lacey,1,John Nicholson,Bolton,Liverpool,14 Aug 22
43,32.30,Dale Clark,1,,Border,Carlisle,24 Apr 22
44,31.32,Patrick McCoy,1,,Phoenix Flyers,Jarrow,29 Jun 22
45,31.19,Sidney Bush,1,,Somerset Schs,Exeter,28 Jun 22
46,31.00,Dale Clarke,2,,Cumbria Schs,Gateshead,18 Jun 22
47,30.94,Kacper Dumara,1,,Hereford,Cheltenham,26 Jun 22
48,30.90,Youseff Sabri,1,,Hertfordshire Schs,Hemel Hempstead,11 Jun 22
49,30.46,David Folarin,1,,Essex Schs,Chelmsford,11 Jun 22
50,30.13,Tyler Gibson,2,,City of Norwich,Chelmsford,11 Sep 22
51,29.70,Adam Littlechild,2,Gareth Cook,Colchester & Tendring,Ipswich,1 May 22
52,29.05,Sebastian Valentine,2,Michael Martin,Trafford,Stretford,26 Jun 22
53,28.69,Patrick Lorimer,1,,Northern Ireland Schs,Tullamore IRL,4 Jun 22
54,28.68,Harry Roberts,1,,Harrogate,Whitley Bay,26 Jun 22
55,28.57,William Speed-Andrews,1,,Rugby & Northampton,Rugby,9 Apr 22
56,28.30,Thomas Wassermann,1,,London Heathside,Lee Valley,14 May 22
57,28.22,George Ingram,1,,Bournemouth,Harrow,26 Jun 22
58,27.79,Pedro Tafferello,2,,Kent Schs,Gillingham,11 Jun 22
59,27.71,Jacob Peers-Wain,2,Jonathan Wain,Chesterfield,Derby,14 May 22
60,27.45,Max Wheeler,2,,Newbury,Swindon,15 Jan 22
61,27.39,Fynn Errington,2,Alex Giles,Gateshead,Jarrow,29 Jun 22
62,26.62,Mathew Thompson,2,,Exeter,Exeter,4 Sep 22
63,26.50,Thomas Fernand,1,Clyde Gordon,Shaftesbury Barnet,Chelmsford,11 Sep 22
64,26.34,Sochima Chienye,1,,Somerset Schs,Yeovil,11 Jun 22
65,26.19,Alfie Hampton,2,,Crawley,Woodford,28 May 22
66,26.18,Myles Clark,2,,Ipswich,Ipswich,1 May 22
67,25.81,Oliver Clinton,2,,Coventry,Sportcity,4 Sep 22
68,25.55,Jonny Cotterill,1,,Northumberland Schs,Gateshead,18 Jun 22
69,25.41,Fraser Cook,1,,Royal Sutton Coldfield,Telford,24 Apr 22
70,25.40,Toby Carroll,1,,Huntingdonshire,Cambridge,14 May 22
71,25.32,Matthew Armstrong,1,,Clayton le Moors,Barrow,11 Jun 22
72,24.95,Lewis Rutter,1,,City of York,York,7 Aug 22
73,24.84,James Hobbs,1,,Worcestershire Schs,Stourport,11 Jun 22
74,24.54,Ben Evans,1,,Rhondda,Aberdare,7 Aug 22
75,24.50,Cormac Wiltshire,1,,Newport H,Cardiff,2 Jul 22
76,24.38,Will Thurston,1,,Crawley,Tonbridge,24 Apr 22
77,24.29,Dylan Morris,1,,Harrow,Harrow,26 Jun 22
78,24.28,Harry Prescott,1,,Royal Sutton Coldfield,Telford,24 Apr 22
