Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,66.18,Callum Brown,2,John Painter,City of Norwich,Norwich,29 Sep 10
2,65.80,Michael Painter,2,John Painter,City of Norwich,Eton,13 Nov 10
3,65.73,Ashley Gilder,1,John Pearson,Notts,Mansfield,4 Apr 10
4,62.25,Rob Wallace,2,Lorraine Shaw,Cheltenham,Yate,5 Sep 10
5,61.75,Sam Blain,2,,City of York,Bedford,22 Aug 10
6,61.36,Ryan Redman,2,,Tonbridge,Gateshead,3 Sep 10
7,60.55,Harry Wells,2,,Nene Valley,Peterborough,20 Jun 10
8,60.48,Sam Foster,2,Gordon Binley,Corby,Corby,12 Jun 10
9,59.80,Edmund Reid,2,William Robertson,Falkirk,Scotstoun,14 Aug 10
10,59.40,Robert Duke,2,Eric Davison,Worthing,Crawley,12 Jun 10
11,59.31,Harry Clarke,2,Mike Winch,Woodford Green Essex Ladies,Hendon,8 Aug 10
12,58.65,Nick Percy,1,Raymond Scovell,Isle of Wight,Lee Valley,17 Jul 10
13,58.56,Dominic Sykes,1,George Skafidas,Lincoln Wellington,Hull,4 Sep 10
14,58.01,Nicky Stone,2,Alan Bertram,Shettleston,Grangemouth,24 Jul 10
15,57.48,Alistair Tuck,2,,Dorchester,Yeovil,4 Jul 10
16,55.90,Scott R Wilson,2,,Border Reivers,Glasgow,17 Jul 10
17,55.65,Tom Parker,1,Michael Davies,Tonbridge,Ashford,12 Jun 10
18,55.49,Alan Sydee,1,,Luton,Sandy,5 Aug 10
19,55.36,Danny Clayton,2,John Painter,City of Norwich,Norwich,2 Apr 10
20,54.35,Gary Jones,2,,Bournemouth,Hendon,8 Aug 10
21,53.41,Jack Chapman,2,,Middlesbrough (Mandale),Gateshead,21 Aug 10
22,51.88,Jake Corbishley,2,,City of Stoke,Stoke,25 Jul 10
23,51.29,Ricky Doran,2,,Newbury,Swindon,20 Nov 10
24,50.49,Daniel Avery,1,William Bushnell,Southampton,Stevenage,8 Aug 10
25,50.11,Taylor Campbell,1,Jamie Bath,Windsor Slough Eton & Hounslow,Eton,13 Nov 10
26,49.85,Sam Wilson,2,,Peterborough,Peterborough,13 Jun 10
27,49.75,Robert Moffett,1,Gareth Moffett,Ballymena & Antrim,Belfast,29 Jul 10
28,49.72,Jamie Iddon,2,,Rugby & Northampton,Corby,12 Jun 10
29,49.02,James Smith,2,John Painter,Woodford Green Essex Ladies,Kingston,20 Jun 10
30,48.59,George Salter,1,Lorraine Shaw,Stroud,Exeter,8 Aug 10
