Rank,Performance,Name,Year,Coach,Club,Venue,Date
70,35.55,Edward Hill-King,1,Ewan Simmonds,Winchester,Portsmouth,25 May 14
71,35.51,Jonathan Pownall,2,Chris Watts,Marshall Milton Keynes,Plymouth,27 Jul 14
72,34.78,Jordan Turner,2,,Thetford,Hendon,27 Jul 14
73,34.62,Ben Bright,2,,"Aldershot, Farnham & District",Bracknell,18 May 14
74,34.30,Jake Darby,1,,Spenborough,Cleckheaton,14 Jun 14
75,34.13,Owen Khory-Davison,1,,Essex Schs,Chelmsford,24 May 14
76,34.11,Henry Fairclough,1,Paul Wilson,City of York,Spinkhill,27 Apr 14
77,34.06,Karolis Narvilas,1,,Ealing Southall & Middx,Hendon,30 Aug 14
78,33.52,Reiss Senior,1,Charlotte Nicholls,Herne Hill,Tooting Bec,28 Sep 14
79,33.35,Iain Rees,1,Kim Weir,St. Mary's Richmond,Kingston,29 Jun 14
80,33.22,Liam Goodall,1,Graham Felton,Royal Sutton Coldfield,Nuneaton,1 Jun 14
81,33.04,Charles Coleman,2,,Somerset Schs,Yeovil,14 Jun 14
82,32.95,Benjamin McCormick,1,,Nene Valley,Boston,14 Jun 14
83,32.94,Ryan Grimwade,2,Edward Thompson,Cardiff,Cardiff,5 Jul 14
84,32.65,Callum Houseman,1,,Cannock & Stafford,Derby,27 Jul 14
85,32.39,James Breslin,2,Jacqueline Cherry,Oxford City,Yate,29 Jun 14
86,32.00,Joseph Nicholson,1,,Thetford,Bury St. Edmunds,6 Dec 14
87,31.81,Christopher Hemmings,2,,Motherwell,Aberdeen,23 Aug 14
88,31.12,Edward Dennis,2,,Surrey Schs,Kingston,14 Jun 14
89,30.93,Jay Omokanjuola,1,,Basildon,Watford,3 Aug 14
90,30.81,George Armstrong,2,Michael Swain,Leeds City,Dunfermline,27 Apr 14
91,30.70,Liam Duke,2,Clive Howell,Cannock & Stafford,Derby,6 Dec 14
92,30.69,Robert Sims,1,Peter Wilson,Chesterfield,Derby,14 Sep 14
93,30.65,Daniel Chalwin,2,Ian Byett,Basingstoke & Mid Hants,Portsmouth,25 May 14
94,30.46,Gabriel Watkin,2,,Cardiff & The Vale Schs,Cardiff,8 Apr 14
95,30.37,Tom Dobbs,2,John Mitchell,Wigan & District,Wigan,28 Sep 14
96,29.94,Dean Valentine,2,,Crewe & Nantwich,Wrexham,28 Sep 14
97,29.93,Tommy Ruhan,2,,Somerset Schs,Yeovil,14 Jun 14
97,29.93,Leo Rowley,1,,Rotherham,Cudworth,2 Jul 14
99,29.88,Robbie Shaw,2,Geoff Capes,Nene Valley,Hendon,15 Jun 14
100,29.87,Connor Davison,1,,Blackburn,Blackpool,14 Jun 14
101,29.81,Adediran Vidal-Adegun,1,,Harrow,Croydon,29 Jun 14
102,29.67,Jake Hincks,1,,Tamworth,Birmingham,21 Jun 14
103,29.39,Reuben Elliott,2,Darren Andrews,Forest of Dean AC,Cheltenham,7 Jun 14
104,29.38,Ben McCormack,1,,Nene Valley,Luton,8 Jun 14
105,29.31,Oliver Massingham,1,,City of Norwich,Bury St. Edmunds,14 Sep 14
106,29.10,Danny Curtis,1,,Basildon,Chelmsford,7 Jun 14
107,29.08,Zach Hevness,1,,Notts,Swansea,27 Jul 14
108,28.66,Stuart Pleasance,2,Mark Fribbens,Braintree,Ipswich,8 Jun 14
109,28.62,Adam Warren,2,,Somerset Schs,Yeovil,17 May 14
110,28.60,Peter Thomas,2,,Chichester,Winchester,27 Jul 14
111,28.11,Sam Robins,2,Clive Marsh,Newquay & Par,Par,11 May 14
112,28.06,Scott Staples,1,,Lewes,Lewes,27 Jul 14
113,27.96,Owain Thomas-Jenkins,1,Alyson Hourihan,Cardiff,Cheltenham,1 Jun 14
114,27.91,Ethan Diaz,2,,Sussex Schs,Crawley,14 Jun 14
115,27.69,Fred Smith,2,,Essex Schs,Chelmsford,24 May 14
116,27.68,Jordan Edyvean,1,,Newquay & Par,Par,21 Sep 14
117,27.54,Sebastian Ross,1,,Barnet,Hendon,31 May 14
118,27.36,James Tate,2,Michael Swain,Skyrac,Wigan,28 Sep 14
119,27.35,Hugo Burrell Khan,2,,St. Mary's Richmond,Kingston,14 Jun 14
119,27.35,Robertas Bulanovas,2,,Cambridgeshire Schs,Peterborough,14 Jun 14
121,27.34,Owen Penton-Voak,1,,Grantham AC,Grantham,7 Sep 14
122,27.15,David Olajiga,2,,Croydon,Harrow,27 Jul 14
123,27.03,Frazer Hoare,2,,Wimborne,Plymouth,20 Jul 14
124,26.98,Edward Dunbavin,1,,Wakefield,Spinkhill,1 Jun 14
125,26.88,Cameron Wilson,1,Donald Mcintosh,Kilmarnock,Kilmarnock,10 Aug 14
126,26.75,Brandon Atchison,1,Martin Bullock,Manx,Douglas,5 Jul 14
127,26.68,Owain Collard,2,Richard Phelan,Huntingdonshire,St. Ives,1 Jun 14
128,26.65,Alex Bradley,2,,Lancaster & Morecambe,Blackpool,23 Mar 14
129,26.56,Oliver Langton,2,,Doncaster,Leeds,27 Jul 14
130,26.47,A Judua,2,,Essex Schs,Chelmsford,7 Jun 14
131,26.31,Christopher Arnold,2,Roger Beeby,Leicester,Derby,27 Jul 14
132,26.21,Josh Willcox,2,,Cambridge H,Mile End,27 Apr 14
133,25.97,Aiden Ruffle,2,,Sussex Schs,Crawley,14 Jun 14
134,25.95,Cole Imrie,1,,Edinburgh AC,Birmingham,7 Sep 14
135,25.94,Marcelle Rowe,2,Paul Weston,Croydon,Stevenage,1 Jun 14
135,25.94,Stilyan Nanish,2,,Suffolk Schs,Norwich,21 Jun 14
137,25.83,George Makombe,2,,"Aldershot, Farnham & District",Guildford,8 Jun 14
138,25.82,Nathan Langley,1,Mike Cooke,Worksop,Derby,6 Dec 14
139,25.66,Christakis Constantinou,1,Shaun Medlen,Orion,Walthamstow,8 Nov 14
140,25.59,Jordan Payne,2,,Cardiff & The Vale Schs,Cardiff,30 Apr 14
141,25.58,Dylan Reeves-Fellows,1,Paul Patten,Blackheath & Bromley,Bromley,1 Jun 14
142,25.45,Llyr Green,1,,Carmarthen,Cardiff,5 Jul 14
143,25.18,Tej Mekako,1,,Harrogate,Middlesbrough,27 Jul 14
144,24.94,Nathan Thomas,1,,Jersey,St. Clement,19 Jun 14
145,24.83,Michael Dobbins,2,,Cardiff & The Vale Schs,Cardiff,30 Apr 14
146,24.76,Craig Hicks,2,,Cannock & Stafford,Stoke,14 Jun 14
147,24.72,Joshua Richards,1,,Ipswich TC,Hemel Hempstead,15 Jun 14
148,24.62,Brandon Wright,1,Rob Careless,Amber Valley & Erewash,Nuneaton,29 Jun 14
149,24.60,Joshua Stidder,1,Diane Gibbons,Hillingdon,Uxbridge,27 Apr 14
150,24.41,Niklas Adeniji Adio,1,Jim Lawrence,Marshall Milton Keynes,Stoke,27 Apr 14
151,24.39,Marsin Sesay,1,,Thames Valley,Perivale,27 Apr 14
152,24.25,Sam Henshall,1,,Sussex Schs,Crawley,14 Jun 14
153,24.18,Daniel Chivers,2,,Ilkley,Cudworth,20 Jul 14
154,24.14,George Watts,1,,Somerset Schs,Yeovil,14 Jun 14
155,24.10,Isaac Wood,2,Barry Hawksworth,Derby,Derby,29 Jun 14
156,24.06,Regan Walker,1,,Taunton,Yeovil,14 Jun 14
,56.17,Brendan O'Donnell,1,,Lifford/IRL,Dublin (S) IRL,21 Jun 14
