Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,69.32,Jake Norris,1,Paul Dickenson,Windsor Slough Eton & Hounslow,Sportcity,5 Sep 14
2,65.89,Munroe Ritchie,2,Karl Lasis,Crawley,Kingston,14 Jun 14
3,63.56,George Marvell,1,Mick Shortland,Stevenage & North Herts,Lee Valley,12 Apr 14
4,62.43,Nathan Thomason,2,John Parkin,Colwyn Bay,Cardiff,19 Jul 14
5,62.25,Edward Jeans,1,Bob Welfare,Preston,Preston,14 Sep 14
6,61.40,Jamie Kuehnel,2,Bob Broadbridge,Newbury,Bedford,31 Aug 14
7,60.55,Levi Causton,1,Shirley Quinn,Chelmsford,Birmingham,11 Jul 14
8,59.95,Jonny Haines,2,Karl Lasis,Crawley,Bedford,31 Aug 14
9,58.96,Alexander Reynolds,1,Shirley Quinn,Chelmsford,Chelmsford,24 May 14
10,58.89,Billy Praim-Singh,1,Robert Earle,Southend,Southend,25 Aug 14
11,55.07,Jack Wuidart,2,,Bedford & County,Bedford,31 Aug 14
12,54.99,Uche Amadi,1,Richard Turner,Enfield & Haringey,Stevenage,1 Jun 14
13,54.79,Adam Jacques,1,Kim Weaving,Thanet AC,Ashford,29 Jun 14
14,54.40,Craig Mullins,2,,Moorfoot,Cardiff,19 Jul 14
15,54.22,Joe Rogers,1,,Bedford & County,Bedford,3 Aug 14
16,52.81,Aaron Jeal,1,Brian Walsh,Middlesbrough (Mandale),Gateshead,18 May 14
17,52.61,Oscar Bryce,2,Stephen Lebond,Hallamshire,Bedford,31 Aug 14
18,51.88,Stephen McCorry,1,,Ballymena & Antrim,Belfast,14 Jun 14
19,51.36,Patrick Price,1,Gary Herrington,Rugby & Northampton,Swansea,27 Jul 14
20,51.27,Christopher Scanlan,2,,Shettleston,Wakefield,27 Jul 14
21,51.22,Tom Peters,2,Paul Rees,Bournemouth,Bournemouth,24 May 14
22,50.79,Jonathan Briggs,2,,BRAT,Yeovil,6 Apr 14
23,50.34,Sam Lancaster,2,Paul Evenden,City of Sheffield,Cleckheaton,30 Mar 14
24,49.16,Josh Jordan,2,,City of Lisburn,Dublin (S) IRL,21 Jun 14
25,48.80,Jake Thompson,2,,Regent House,Belfast,14 Jun 14
25,48.80,William Kerr,1,,Bedford & County,Basildon,7 Sep 14
27,48.60,Peter Cassidy,2,Paul Kelly,Guildford & Godalming,Hendon,29 Mar 14
28,48.47,Oliver Hewitt,1,Bob Broadbridge,Team Kennet,Swindon,13 Dec 14
29,47.83,Jack Mitchell,2,Margery Swinton,Edinburgh AC,Aberdeen,7 Aug 14
30,46.67,George Evans,2,Duncan Flockhart,Inverness,Grangemouth,30 Mar 14
31,46.63,Michael Dawes,1,,Banbury,Leicester,16 Aug 14
32,46.48,Patrick Swan,2,Mo Pearson,Cornwall AC,Stoke,27 Apr 14
33,46.47,Aedan Slack,2,Noel Moss,Cambridge & Coleridge,Cambridge,15 Jun 14
34,46.40,Daniel Webb,2,Paul Dickenson,Reading AC,Aldershot,10 Aug 14
35,46.26,Matthew James,1,John Little,Border,Carlisle,10 Aug 14
36,46.10,Lee Nightingill,2,Murray Grant,Taunton,Yeovil,17 May 14
37,44.33,Marshall Smith,1,,Basildon,Chelmsford,7 Jun 14
38,44.15,Andrew Nugent,1,,Gateshead,Wakefield,27 Jul 14
39,43.44,Daniel Nixon,1,Trevor Hopkins,Middlesbrough (Mandale),Wakefield,14 Sep 14
40,43.23,Owen Murphy,2,,Cwmbran,Cardiff,19 Jul 14
41,43.18,Jacob Roberts,1,Michael Hitchon,Blackburn,Hull,18 Oct 14
42,42.92,Samuel Jackson,2,Robert Earle,Colchester H,Chelmsford,7 Jun 14
43,42.84,Beau Morris,1,,Birchfield H,Wrexham,28 Sep 14
44,42.60,Aaron Lewis,1,Karl Lasis,Crawley,Portsmouth,20 Jul 14
45,42.47,Jacob Lloyd,2,,Sale Harriers Manchester,Stretford,1 Jul 14
46,41.84,Connor Notley,2,Graham Felton,Royal Sutton Coldfield,Grantham,27 Jul 14
47,41.82,Jake McDowell,2,,Border,Stockport,27 Jul 14
48,41.75,Levi-Jack Roper,1,Gary Howe,West Suffolk,Bury St. Edmunds,15 Nov 14
49,41.57,Zach Wooldridge,2,Angelique Arthurton,Basildon,Chelmsford,7 Jun 14
50,41.49,Patrick Hollywood,1,,East Cheshire,Liverpool,13 Sep 14
51,41.41,Rory Kelly,2,Paul Kelly,Woking,Crawley,27 Jul 14
52,41.33,Ruaridh Gray,1,Duncan Flockhart,Inverness,Livingston,8 Jun 14
53,41.26,Jacob Williams,2,,Brecon,Yeovil,27 Jul 14
54,40.37,Joe Steer,2,Karl Lasis,Crawley,Crawley,29 Mar 14
55,40.17,Will Schofield,1,,Sale Harriers Manchester,Wakefield,27 Jul 14
56,40.08,Joe De Lucis,2,,Peterborough,Peterborough,24 May 14
57,39.71,Jon Jo Fanning,2,David Pope,Rugby & Northampton,Corby,17 May 14
58,39.68,Matteo Matricardi,2,,Reading AC,Reading,5 Oct 14
59,39.00,Narcis Badea,1,Mark Andrew Hill,Worcestershire Schs,Worcester,17 Jun 14
60,38.63,Kieron Madden,1,,Newquay & Par,Par,2 Sep 14
61,38.18,Sonny Nash,1,David Parker,Havering,Hemel Hempstead,15 Jun 14
62,37.77,Andrew Williams,1,,Judd School,Ashford,14 Jun 14
63,37.55,Conor Hewitson,2,,Aberdeen,Aberdeen,7 Aug 14
64,36.97,William Broadhurst,1,,Stevenage & North Herts,Portsmouth,20 Jul 14
65,36.88,Abhey Dhir,1,,Dartford H,Dartford,18 Jun 14
66,36.37,Will Leising,2,,Wirral,Stretford,1 Jun 14
67,36.34,Connor McDonald,2,,Shetland,Lerwick,14 Sep 14
68,35.88,Matthew Tildesley,1,,Rugby & Northampton,Leamington Spa,14 Jun 14
69,35.76,Emmanuel Onyango,1,,Sussex Schs,Crawley,21 Jun 14
