Rank,Performance,Name,Year,Coach,Club,Venue,Date
32,57.10,John Pearson,27,,Charnwood,Coventry,9 Aug 15
33,56.72,Oliver Barnfield,1,,Wolverhampton & Bilston,Rugby,25 Apr 15
34,56.49,Andrew Elkins,-1,Dennis Elkins,Poole AC,Kingston,4 Jul 15
35,56.28,Richard Martin,9,,Bedford & County,St. Ives,13 May 15
36,55.80,Jacob Lange,-3,Lorraine Shaw,Gloucester,Yeovil,13 Sep 15
37,55.40,Josh Abraham-Steele,6,,Southampton,Southampton,20 Jun 15
38,55.10,Jamie Potton-Burrell,-4,,Luton,Luton,4 Jul 15
39,54.15,Roger Bate,10,,Trafford,Bedford,6 Jun 15
40,54.09,Jason Robinson,4,John Pearson,Derby,Derby,23 May 15
41,54.04,Jake Norris,-7,Paul Dickenson,Windsor Slough Eton & Hounslow,Eton,9 May 15
42,53.60,Jay Hill,2,Laurence Garnham,Newquay & Par,Portsmouth,9 May 15
43,53.42,Graham Holder,21,,Bexley,Cambridge,20 Jun 15
44,52.69,Wayne Roddis-Clarke,18,,Lincoln Wellington,Grantham,10 May 15
45,51.88,Micki Finn,6,,Windsor Slough Eton & Hounslow,Bromley,11 Jul 15
46,51.85,Gareth Cook,24,Tony Cook,Kingston & Poly,Ewell,24 Jun 15
47,51.80,Rob Careless,19,,Notts,Birmingham,26 Jul 15
48,51.79,Robert Earle,33,,Colchester H,Colchester,25 Apr 15
49,51.75,Ashley Andrews,1,Lorraine Shaw,Worcester,Connah's Quay,29 Aug 15
50,51.59,Matthew Evans,1,Eric Davison,Worthing,Lee Valley,14 Jun 15
51,51.55,Matthew Bell,15,,Corby,Banbury,25 Apr 15
52,51.54,Steve Whyte,29,,Thames Valley,Kingston,8 Aug 15
53,51.44,Ben Jones,11,,Ipswich,Aldershot,8 Jul 15
54,51.41,David Little,12,,Glasgow City,Livingston,6 Jun 15
55,50.90,Iain Park,19,,Harrow,Kingston,8 Aug 15
55,50.90,Anthony Gillatt,-3,Edel Meagher,Scunthorpe & District AC (Defunct),Rotherham,8 Aug 15
57,50.48,Munroe Ritchie,-6,Karl Lasis,Crawley,Kingston,8 Aug 15
58,50.43,Jamie Kuehnel,-5,Bob Broadbridge,Newbury,Parliament Hill,20 Jun 15
59,50.26,James Goss,20,Richard Turner,Enfield & Haringey,Hendon,1 Aug 15
60,50.25,Stuart Thurgood,17,,Herne Hill,Tooting,4 Jul 15
61,49.87,Simon Evans,1,Eric Davison,Worthing,Crawley,31 Aug 15
62,49.59,Robin Walker,15,Shaun Medlen,Orion,Sandy,31 May 15
63,49.54,Isaac Huskisson,-5,,Nene Valley,Bury St Edmonds,3 May 15
64,49.34,Oliver Thompson,-3,Gary Howe,Thetford,Bedford,21 Jun 15
64,49.34,Daniel Avery,-2,William Bushnell,Southampton,Bromley,11 Jul 15
66,49.25,Alexander Reynolds,-7,Shirley Quinn,Chelmsford,Chelmsford,8 Aug 15
67,48.92,Leslie McIntosh,12,,Liverpool H,Ellesmere Port,12 Jul 15
68,48.89,Alex Elston,-1,,Rotherham,Spinkhill,3 May 15
69,48.80,John Hay,10,Gordon Binley,Corby,Corby,6 Jun 15
70,48.70,Mark Wiseman,24,Andrew Hughes,Bracknell AC,Eton,24 May 15
71,48.20,Phil Spivey,32,,East Grinstead,Wimbledon,20 Jun 15
72,48.19,Joey Watson,-3,Mike Winch,Windsor Slough Eton & Hounslow,Hendon,27 Jun 15
73,47.97,Leslie Parkes,-4,Graham Arnold,Havant,Chelmsford,8 Aug 15
74,47.96,Maurice Williamson,2,,Shetland,Jersey,27 Jun 15
75,47.85,Richard Bell,1,Paul Jensen,Manx,Jersey,27 Jun 15
76,47.83,Matthew Baptiste,3,,Newham & Essex Beagles,Newham,15 Aug 15
77,47.60,Rafal Morawski,-3,Lukasz Barzyk,Ealing Southall & Middx,Harrow,31 May 15
78,47.57,Steve Timmins,18,Amir Williamson,Blackheath & Bromley,Bromley,25 Apr 15
79,47.51,Alex Berrow,4,,Tamworth,Coventry,9 Aug 15
80,47.14,David McKay,13,,West Cheshire,Eton,9 May 15
81,46.94,Thomas Fellowes,-3,Lorraine Shaw,Birchfield H,Rugby,25 Apr 15
82,46.93,Joe Flitcroft,2,Kay Reynolds,Basingstoke & Mid Hants,Southampton,6 Jun 15
83,46.82,Robbie James,-4,,Hastings AC,Hastings,20 Jun 15
84,46.81,Ross Douglas,-4,Jim Edwards,Charnwood,Coventry,9 Aug 15
85,46.59,Peter Cassidy,-6,Martin Cassidy,Guildford & Godalming,Crawley,12 Jul 15
86,46.23,Adam Reynolds,3,Ronnie Bomba,Liverpool H,Liverpool,3 May 15
87,46.13,Kieran Thackray,-2,Michael Swain,Wakefield,Bedford,4 May 15
88,45.95,Dan Brunsden,5,,Kent,Bournemouth,15 Aug 15
89,45.94,Martin Croft,-5,Brian Walsh,Middlesbrough (Mandale),Cleckheaton,12 Jul 15
90,45.81,David Burrell,29,,Luton,Luton,15 Aug 15
91,45.73,Jack Wuidart,-5,,Bedford & County,Bedford,25 Apr 15
91,45.73,Francis Mulvaney,-4,Dennis Roscoe,Liverpool H,Leigh,6 Jun 15
93,45.72,Billy Praim-Singh,-7,Robert Earle,Southend,Chelmsford,27 Jul 15
94,45.57,Ritchie Wells,4,Adrian Palmer,Swansea,Swansea,9 May 15
95,45.27,Mark Roberson,18,,Marshall Milton Keynes,Bedford,25 Apr 15
95,45.27,Gary Jones,-2,,Andover,Andover,15 Aug 15
97,45.19,Robert Mungham,9,Mark Wiseman,Bracknell AC,Kingston,15 Aug 15
98,44.96,Ben Main,-5,Lorraine Shaw,Shettleston,Kilmarnock,5 Jul 15
98,44.96,Tom Pearson,2,,Charnwood,Loughborough,23 Sep 15
100,44.93,George Perkins,10,Barry Hawksworth,Hallamshire,Sheffield,8 Aug 15
101,44.72,Paul Derrien,22,,St. Mary's Richmond,Jersey,27 Jun 15
102,44.68,Andy Wheble,6,,Kingston & Poly,Kingston,8 Aug 15
103,44.65,Jake Allen,-2,Gary Howe,West Suffolk,Welwyn,20 Jun 15
104,44.60,Simon Achurch,19,,Nene Valley,Peterborough,4 Jul 15
105,44.53,Stuart Smith,4,,Boston,Grantham,10 May 15
106,44.45,Jason Kingwell,23,,Herts Phoenix,Welwyn,3 Apr 15
107,44.38,Curtis Knight,-3,Tony Cook,Walton,Walton,30 May 15
108,44.33,David Norris,7,Paul Rees,Harrow,Watford,6 Jun 15
109,44.27,Richard Woodhall,13,,Dudley & Stourbridge,Tipton,9 Aug 15
110,44.24,Sean Brindley,5,John Wood,Sheffield & Dearne,Lee Valley,8 Aug 15
111,44.07,Rafer Joseph,25,,Basingstoke & Mid Hants,Bromley,25 Apr 15
112,44.03,Sam Wilson,-2,,Nene Valley,Peterborough,4 Jul 15
113,43.82,Bob Broadbridge,34,,Newbury,Wycombe,15 Aug 15
114,43.58,Mark Elliott,15,,Telford AC,Coventry,9 Aug 15
115,43.46,Darren Kerr,24,,Bedford & County,Yeovil,8 Aug 15
116,43.39,Robin Croft,-3,Brian Walsh,Middlesbrough (Mandale),Middlesbrough,8 Aug 15
117,43.30,Alistair Tuck,-2,,Dorchester,Yeovil,12 Apr 15
118,43.26,Ryan Winson,1,Barry Hawksworth,Derby,Preston,12 Jul 15
119,43.23,David Readle,13,,Liverpool Pembroke Sefton,Ellesmere Port,12 Jul 15
120,43.21,Rob C Smith,6,Tony Cook,Walton,Brighton,20 Jun 15
121,43.16,Owen Thomas,12,,Rotherham,Spinkhill,3 May 15
122,43.13,Matt Spicer,22,,Bristol & West,Kingston,8 Aug 15
123,42.83,John Fyvie,9,,Aberdeen,Grangemouth,10 May 15
124,42.79,Shaun Livett,-4,Ronnie Bomba,Menai,Jersey,27 Jun 15
125,42.76,Shane Hand,2,Jim Green,Kilbarchan,Livingston,6 Jun 15
126,42.54,Joe Wood,3,,Sheffield & Dearne,Spinkhill,3 May 15
127,42.39,Christopher Bainbridge,-3,Philip Garner,Grantham AC,Grantham,10 May 15
128,42.38,Richard Goldsworthy,-3,,Marshall Milton Keynes,Woodford,4 Aug 15
129,42.35,Jack Mirfin,-4,Brian Lockley,East Cheshire,Bolton,8 Aug 15
130,42.14,Michael Dawes,-6,,Banbury,Abingdon,6 Jun 15
131,42.13,Dan Thirlwell,10,Neil Ellerby,Tyne Bridge,Middlesbrough,8 Aug 15
132,41.96,Richard Woolley,4,,Mansfield,Yeovil,8 Aug 15
133,41.83,David Burrell,-1,,Bedford & County,Ipswich,5 Sep 15
134,41.71,Jonathan Briggs,-5,,BRAT,Yate,25 Apr 15
135,41.63,Ian Frankish,9,,Epsom & Ewell,Perivale,15 Aug 15
136,41.59,Jack Mitchell,-6,Margery Swinton,Edinburgh AC,Inverness,2 Aug 15
137,41.54,Neil Bulman,16,,Huntingdonshire,Braintree,4 Jul 15
138,41.48,Tom Kirk,-2,Michael Swain,Doncaster,Sheffield,8 Aug 15
139,41.47,Jonny Haines,-6,Karl Lasis,Crawley,Bromley,15 Aug 15
140,41.27,John Twiddle,25,,Kingston upon Hull,Hull,23 May 15
141,41.18,Chris Privett,33,,Belgrave,Croydon,4 Jul 15
142,41.13,Sam Chappell,4,,Kent,Tooting,4 Jul 15
143,41.04,Reece Straker,-3,Neil Ellerby,North Shields Poly,Bedford,4 May 15
144,40.99,Michael Martin,8,,Trafford,Warrington,23 Aug 15
145,40.93,Wesley Clarke,30,,Victoria Park & Tower Hamlets,Tooting,4 Jul 15
146,40.85,Yasha Bobash,6,Shirley Quinn,City of Portsmouth,Portsmouth,9 May 15
147,40.75,Jack Vickery,-2,Michael Hitchon,Blackburn,Preston,12 Jul 15
148,40.72,Ben Gibb,3,,Yeovil,Yeovil,8 Aug 15
149,40.71,Nicholas Crimmen,28,,Spenborough,Bury,12 Jul 15
149,40.71,Sam Foster,-1,Gordon Binley,Corby,Kettering,3 Oct 15
151,40.59,Matt Hammond,25,,Scunthorpe & District AC (Defunct),Scunthorpe,12 Jul 15
152,40.56,Oscar Bryce,-5,Mike Corden,Hallamshire,Grimsby,3 May 15
153,40.51,Yuri Pereira,-6,,Jersey,St. Clement,11 Apr 15
154,40.49,Malcolm Fenton,37,,Ipswich,Ipswich,24 May 15
155,40.48,Alex Hill-King,-3,Ewan Simmonds,Winchester,Perivale,15 Aug 15
156,40.39,Liam Harris,2,Anne Dignan,Southport Waterloo,Blackpool,29 Aug 15
157,40.37,Brett Marsh,17,,Newquay & Par,Reading,6 Jun 15
158,40.34,Michael Ashworth,2,,Liverpool H,Liverpool,3 May 15
159,40.27,David Dowson,14,,Middlesbrough & Cleveland,Whitley Bay,8 Aug 15
160,40.23,Sam Beavers,-2,,City of York,Preston,15 Mar 15
161,40.17,Alex Pope,8,,Blackheath & Bromley,Southampton,20 Jun 15
162,40.06,Martin Roberts,33,,Cannock & Stafford,Worcester,9 Aug 15
163,40.01,Michael Lee,15,,Menai,Connah's Quay,12 Apr 15
164,39.95,Reiss Senior,-6,Charlotte Nicholls,Herne Hill,Tooting,4 Jul 15
165,39.82,Sam O'Kane,1,,Glasgow City,Belfast,31 May 15
166,39.79,Iain Botting D,-1,Paul Dickenson,Windsor Slough Eton & Hounslow,Horspath,29 Apr 15
167,39.63,David Dawson,9,,Exeter,Exeter,11 Jul 15
168,39.55,Damon Cripps,23,Dennis Roscoe,Worcester,Stretford,23 May 15
169,39.38,Chris Smale,28,,Sutton & District,Kingston,23 May 15
169,39.38,Kevin Acraman,-4,Malcolm Wallace,Hillingdon,Winchester,4 Jul 15
169,39.38,Christopher Scanlan,-6,,Shettleston,Kilmarnock,5 Jul 15
172,39.34,Bob Ellingham,29,,Huntingdonshire,Gillingham,31 May 15
173,39.06,Jamie Stevenson,4,Geoff Capes,Newham & Essex Beagles,Watford,20 Jun 15
174,38.85,John Nicholls,28,Dennis Roscoe,Sale Harriers Manchester,Doncaster,22 Aug 15
175,38.84,Anthony Oshodi,2,Mike Winch,Woodford Green Essex Ladies,Scotstoun,11 Jul 15
176,38.82,Richard O'Connor,7,Sam Cater,Bromsgrove & Redditch,Birmingham,28 Mar 15
177,38.70,Andy Dawkins,19,,Royal Navy,Aldershot,8 Jul 15
178,38.68,Richard Gayle,26,,Wakefield,Hull,3 May 15
179,38.62,Sam Cater,11,,Bromsgrove & Redditch,Solihull,9 Aug 15
180,38.52,Sam Taylor-Outridge,1,Chris Watts,Shaftesbury Barnet,Scotstoun,11 Jul 15
181,38.39,Graham Porterfield,14,Colin McCulloch,East Kilbride,Kilmarnock,5 Jul 15
182,38.26,Gavin Minns,13,,West Norfolk,St. Ives,20 Jun 15
183,38.24,Chris Reynolds,3,,Liverpool H,Inverness,14 Jun 15
184,38.23,James Best,9,,Daventry,Hereford,9 Aug 15
185,38.22,Michael Davis,2,Margaret Nicholls,Ipswich,Erith,15 Aug 15
186,38.02,Barry Hawksworth,46,Mark Wiseman,Derby,Wakefield,8 Aug 15
187,37.94,Darren Thomas,14,,Skyrac,Cleckheaton,12 Jul 15
188,37.47,David Bauer,27,,Harlow AC,Lee Valley,2 May 15
189,37.45,Paul Kelly,28,,Woking,Horspath,20 Jun 15
190,37.41,Andrew Simmonds,12,,Ryston,Gillingham,4 Jul 15
191,37.37,Tony Tipping,32,,Cambridge H,Eltham,25 Apr 15
192,37.35,Paul Gair,28,,Mansfield,Yeovil,8 Aug 15
193,37.25,Lewis Barnes,-3,Jack Kee,Marshall Milton Keynes,Stevenage,15 Aug 15
194,37.23,John Moreland,35,Gary Herrington,Rugby & Northampton,Newport,5 Jul 15
195,37.22,Neil Jennings,13,,St. Mary's Richmond,Twickenham,23 Aug 15
196,37.16,Steve Simmonds,25,Tony Cook,Kingston & Poly,Kingston,23 May 15
197,36.96,Scott Harvey,20,,Dartford H,Dartford,15 Aug 15
198,36.84,Alan Plumb,14,Derek Butterworth,Pendle,Bury,12 Jul 15
199,36.79,Hugh Williams,-3,,Woodford Green Essex Ladies,Woodford,25 Apr 15
200,36.77,Alistair Mortimore,20,,Thames Valley,Colchester,25 Apr 15
201,36.69,Levi-Jack Roper,-8,Gary Howe,West Suffolk,Lee Valley,15 Aug 15
202,36.57,Sam Matthews,-3,,Lagan Valley,Tullamore IRL,5 Jul 15
203,36.55,Sean Bastable,-3,,Tipton,Abingdon,6 Jun 15
204,36.41,Tim Brown,19,,Chichester,Portsmouth,4 Jul 15
205,36.18,Connor Notley,-6,Graham Felton,Royal Sutton Coldfield,Corby,6 Jun 15
206,36.14,Andrew McKay,10,,West Cheshire,Doncaster,22 Aug 15
207,35.98,Robert Russell,19,,Skyrac,Middlesbrough,8 Aug 15
208,35.96,Leon Weaving,15,,Thanet AC,Birmingham,26 Jul 15
209,35.86,Alan Nisbet,24,Jack Kee,Marshall Milton Keynes,Sandy,1 Jul 15
210,35.85,Ryan Smith,-4,Dennis Elkins,Dorchester,Aldershot,15 Aug 15
211,35.83,Liam Goodall,-7,Graham Felton,Royal Sutton Coldfield,Solihull,9 Aug 15
212,35.80,John Owen,29,,Swansea,Yeovil,8 Aug 15
213,35.74,Darren Gibson,33,Diane Smith,Kingston upon Hull,Hull,3 May 15
214,35.51,Steve Thomas,37,,Barrow & Furness,Hyndburn,6 Jun 15
215,35.47,Richard Jeal,28,Brian Walsh,Middlesbrough (Mandale),Whitley Bay,6 Jun 15
216,35.46,Fergus Harford,27,,Woodford Green Essex Ladies,Hemel Hempstead,31 May 15
217,35.41,Robert Simmonds,8,,Ryston,Gillingham,4 Jul 15
218,35.13,Joe Wells,1,Brian MacKenzie,Chelmsford,Chelmsford,8 Aug 15
219,35.12,Dennis St Louis,,,Holmfirth,Bolton,8 Aug 15
220,35.11,Tobias Nwenwu,1,,Wolverhampton & Bilston,Birmingham,9 Aug 15
221,34.97,Paul Wishart,-3,Gordon Innes,Glasgow City,Belfast,31 May 15
222,34.92,Chris Dack,11,Mike Winch,Kingston & Poly,Kingston,15 Aug 15
223,34.80,Darren Otter,19,Bruce Bewley,Doncaster,Grimsby,3 May 15
224,34.73,Martin Tinkler,2,Geoff Capes,Nene Valley,Stevenage,15 Aug 15
225,34.70,Jack Sheldon,-3,,Sale Harriers Manchester,Wakefield,8 Aug 15
226,34.67,Jack Edwards,-5,,Colchester & Tendring,Oskaloosa IA USA,30 Apr 15
227,34.61,Yusuf Erol,12,,Croydon,Eltham,20 Jun 15
228,34.56,Andrew Higginbottom,11,Derek Butterworth,Pendle,Litherland,9 May 15
229,34.53,John Dickinson,10,Bill Jewers,Basingstoke & Mid Hants,Southampton,6 Jun 15
230,34.51,Kieron Madden,-7,,Newquay & Par,Eton,4 Jul 15
231,34.48,Gary Parsons,22,,Cambridge & Coleridge,Bury St. Edmunds,13 Sep 15
232,34.26,Morris Fox,30,,City of Stoke,Wolverhampton,6 Jun 15
233,34.24,Neil Fitzpatrick,13,,Havant,Horsham,15 Aug 15
234,34.13,Lee Lovelock-Jemmott,4,,Woodford Green Essex Ladies,Hemel Hempstead,31 May 15
235,34.06,Alexander McIntosh,35,,Kilmarnock,Grangemouth,11 Jul 15
236,34.03,Shaun Medlen,11,,Bexley,Gillingham,12 Apr 15
237,34.02,Alan French,28,,Harrow,Crawley,9 May 15
238,33.86,Adam Richardson,15,,St. Mary's Richmond,Horsham,15 Aug 15
239,33.85,Gareth Moffett,18,,Ballymena & Antrim,Belfast,22 Aug 15
240,33.84,David Locke,21,,Notts,Crawley,9 May 15
241,33.79,Michael Madden,28,,Newquay & Par,Eton,1 Aug 15
242,33.76,Luke Beard,-2,Louise Mathews,Basildon,Luton,15 Aug 15
243,33.75,Andy Hall,32,,Chichester,Portsmouth,31 May 15
243,33.75,Mark Plowman,8,Mark Wiseman,Sheffield & Dearne,Aldershot,8 Jul 15
245,33.56,Alexandros Paparakis,-5,,Glasgow City,Sheffield,9 May 15
245,33.56,Luke Sings,4,,City of Plymouth,Plymouth,30 May 15
247,33.54,Lloyd Williams,15,,Unattached,Yeovil,24 May 15
247,33.54,Philip Garner,32,,Grantham AC,Sheffield,8 Aug 15
249,33.53,Steve McCourt,22,,Abingdon,Kidderminster,25 Apr 15
250,33.48,Declan Manning T20/F20,1,John Painter,City of Norwich,Norwich,15 Jul 15
251,33.34,Rene Rogers,21,,Dundee Hawkhill,Dundee,2 Aug 15
252,33.30,Christopher Farrington,2,Ian Magness,Tipton,Abingdon,6 Jun 15
252,33.30,Clayton Turner,25,,Crawley,Bromley,15 Aug 15
254,33.25,Craig Sturrock,8,Tony Livingstone,Gateshead,Derby,11 Jul 15
255,33.19,Phillip Jones,1,,Bingley,Cleckheaton,20 Sep 15
256,33.16,James Elton,15,Catherine Alford,Rhondda,Swansea,8 Jul 15
257,33.15,Laurence Surman,-5,Zane Duquemin,Derby,Yeovil,8 Aug 15
257,33.15,Ian Payne,25,,Newbury,Swindon,17 Oct 15
259,33.12,Reinel Bonora,11,John Nicholson,Bolton,Blackpool,12 Jul 15
260,33.07,Ian Graham,22,,Leigh,Blackpool,12 Jul 15
261,32.99,Craig Rodwell,17,,Newark AC,Grantham,12 Jul 15
262,32.93,Oskar Piotrowicz,-1,,Highgate,Cambridge,8 Nov 15
263,32.92,Tyler Molton,-7,Matt Spicer,Yate,Yate,25 Apr 15
263,32.92,David Hughes,21,,Ipswich,Bury St. Edmunds,3 Oct 15
265,32.90,Izaiah Turner,-3,,London Heathside,Parliament Hill,20 Jun 15
266,32.83,Peter Mayfield,18,,Belgrave,Croydon,4 Jul 15
267,32.77,Sam Harrison,12,,Havering,Ipswich,25 Apr 15
268,32.71,Terry Lalley,44,,Rhondda,Toulouse FRA,10 May 15
269,32.68,Reece Precious,1,Ben Frary,Cleethorpes,Lincoln,12 Jul 15
270,32.61,Nigel Spratley-Kemp,23,,Reading AC,Chelmsford,8 Aug 15
271,32.57,Nathan Billington,-5,Michael Hitchon,Blackburn,Blackburn,6 Jun 15
272,32.53,Erasmus Dwemoh,3,Albert Johnson,Kent,Eton,1 Aug 15
273,32.50,David Abernethy,38,,Barrow & Furness,Hyndburn,12 Jul 15
274,32.48,Michael Hughes,33,,St. Helens Sutton,Warrington,23 Aug 15
275,32.33,Gary Sweeney,6,,Moray,Inverness,14 Jun 15
276,32.31,Brian Campbell,22,,Preston,Blackburn,6 Jun 15
277,32.27,Adam Davis,21,,Bedford & County,Swansea,9 May 15
278,32.19,Joe Steer,-6,Karl Lasis,Crawley,Crawley,20 Jun 15
279,32.17,David Morris,27,,Kidderminster & Stourport,Kidderminster,25 Apr 15
279,32.17,Mark Boswell,4,,Newport H,Birmingham,9 Aug 15
281,32.05,Ricky Housley,23,,Doncaster,York,16 Aug 15
282,32.04,Chris Line,-1,Malcolm Wallace,Dacorum,Bedford,4 May 15
283,31.97,Eddie Vermeer,18,,East Grinstead,Hastings,25 Apr 15
284,31.84,Richard Taylor,1,,Solihull & Small Heath,Corby,6 Jun 15
285,31.83,Simon Billingham,8,,Swindon,Swindon,20 Jun 15
286,31.79,Tony Jackson,33,,Swindon,Swindon,20 Jun 15
287,31.76,Dave Brown,28,,Liverpool Pembroke Sefton,Leigh,17 May 15
288,31.65,Christopher Sampson,5,,Longwood,Grimsby,3 May 15
289,31.59,Michael Jones,-3,,Wakefield,Hull,3 May 15
290,31.58,Karl Lowry,22,,Invicta East Kent,Luton,4 Jul 15
291,31.53,Peter Gallagher,16,Neil Ellerby,North Shields Poly,Middlesbrough,8 Aug 15
292,31.50,Benjamin Myburgh,-4,Charlotte Nicholls,South London,Tooting,20 Jun 15
293,31.49,Tom Bennett,-3,,Hastings AC,Hastings,25 Apr 15
294,31.46,Mark Line,31,,Liverpool Pembroke Sefton,Ormskirk,8 Aug 15
295,31.45,Darren Clissold,21,,City of Salisbury,Wimbledon,20 Jun 15
296,31.44,Ian Cooley,36,Barry Hawksworth,Rotherham,Cleckheaton,20 Sep 15
297,31.43,Jon Hunter,18,,Southport Waterloo,Bebington,6 Jun 15
298,31.34,Gerrard Farrell,29,,Victoria Park City of Glasgow,Kilmarnock,5 Jul 15
299,31.31,Kevin Murch,35,,Rugby & Northampton,Birmingham,9 Aug 15
300,31.20,John Edwards,42,,Burnley,Hyndburn,1 Aug 15
301,31.17,Anthony Balko,29,,Blackburn,Lancaster,4 Jul 15
302,31.12,Rory Kelly,-5,Paul Kelly,Woking,Woking,15 Aug 15
303,31.05,Bilen Ahmet,8,Matthew Buck,Kingston & Poly,Kingston,18 Apr 15
304,30.96,Sydney Bashforth,32,,"Blackpool, Wyre & Fylde",Blackpool,12 Jul 15
305,30.85,Mark Spalding,,,Chesterfield,Scunthorpe,12 Jul 15
306,30.84,Mark Beer,13,,Chesterfield,Rotherham,8 Aug 15
307,30.75,Alex Smith,6,,Belgrave,Luton,15 Aug 15
308,30.70,Robert Wyper,27,,"Blackpool, Wyre & Fylde",Ashton under Lyne,6 Jun 15
309,30.67,Ken Baker,19,Tim Needham,Nene Valley,Bury St. Edmunds,13 Sep 15
310,30.63,Matthew Wilson,3,Andrew Priest,Kidderminster & Stourport,Tipton,9 Aug 15
311,30.62,Steven Feely,27,,Stevenage & North Herts,Ipswich,5 Sep 15
312,30.54,Joe Smith,-1,,Dudley & Stourbridge,Burton,4 Jul 15
313,30.53,Robert Makin,-3,Shaun O'Donnell,Bolton,Blackpool,12 Jul 15
314,30.42,Richard Pedelty,11,,Daventry,Nuneaton,6 Jun 15
315,30.39,Ian Cotton,23,,Skyrac,Cleckheaton,25 Apr 15
316,30.29,Piers Bolton,-5,,Solihull & Small Heath,Banbury,25 Apr 15
317,30.20,Paul Searing,31,,Dartford H,Dartford,4 Jul 15
318,30.14,Ben Gibbs,1,Geraldine Heapy,Thurrock,Grays,25 Apr 15
319,30.11,Derek Martin,41,,Salford Met,Colwyn Bay,5 Jul 15
320,30.10,Dave Stokes,31,,Deeside AAC,Connah's Quay,17 May 15
321,30.08,Steve Killen,18,,Seaton,Bolton,8 Aug 15
322,30.05,Trevor Ratcliffe,29,,Dacorum,Hemel Hempstead,15 Aug 15
323,30.02,Des Austin,29,,Herne Hill,Eton,9 May 15
324,30.00,Jacek Drzewiecki,36,,Bracknell AC,Bracknell,20 Jun 15
325,29.99,Graham Black,19,,Stratford-upon-Avon,Stourport,30 Apr 15
326,29.96,Nick Walker,29,,Swindon,Swindon,8 Jun 15
327,29.82,Daniel Brunt,17,Geoff Capes,Sheffield & Dearne,Lee Valley,8 Aug 15
328,29.81,Robert Eales,28,,Newport H,Newport,5 Jul 15
328,29.81,Colin Allen,23,,Oldham & Royton,Oldham,8 Aug 15
330,29.80,Andrew Rushbrook,31,,Bexley,Cambridge,20 Jun 15
331,29.79,James Grove,1,,Herts Phoenix,Luton,4 Jul 15
332,29.78,Alex Wells,26,,Wycombe,Perivale,20 Jun 15
333,29.77,James Breslin,-6,Jacqueline Cherry,Oxford City,Andover,25 Apr 15
334,29.76,Mark Pendlebury,19,,Leigh,Leigh,3 May 15
