Rank,Performance,Name,Year,Coach,Club,Venue,Date
84,28.03,Finlay Moore,1,Ashley Fox,Windsor Slough Eton & Hounslow,Eton,5 Aug 18
85,27.82,Ejiro Akpotor,2,,Havering,Bracknell,21 Apr 18
85,27.82,Shane Laverty,2,,Northern Ireland Schs,Antrim,18 May 18
87,27.77,Joseph Scase,2,,Cambridge & Coleridge,Bury St Edmunds,17 Jun 18
88,27.64,Nat Arkle,1,,Morpeth,Jarrow,25 Jul 18
89,27.50,Daniel Moulton,2,,West Cheshire,Birmingham,16 Jun 18
90,27.37,David Bazuaye,2,,Victoria Park & Tower Hamlets,Wormwood Scrubs,17 Jun 18
91,27.35,Jakob Howe,1,,Walton,Bracknell,31 Mar 18
92,27.29,Charlie Black,1,Ruth O'Sullivan,Havering,Hornchurch,21 Jul 18
93,27.28,William Johnston,2,,Crewe & Nantwich,Wrexham,11 Aug 18
94,27.22,Cody Chamberlin,2,,Southend,Gateshead,7 Jul 18
95,27.13,Kieran Onyango,1,,Cambridge H,Erith,5 Aug 18
96,27.00,Nathaniel Malaolu,2,,Essex Schs,Chelmsford,9 Jun 18
97,26.97,Max Dickson,2,Vanessa Hammett,Kingston & Poly,Poole,17 Jun 18
98,26.96,Rob Henderson,2,John Scott,Edinburgh AC,Bedford,8 Sep 18
99,26.89,George Lowe,1,Peter Hancock,Preston,Litherland,1 Sep 18
100,26.84,Finlay Jamieson,2,,Cheltenham,Yate,17 Jun 18
101,26.75,Isaac Kambamba Delaney,1,,Preston,Leeds (BP),21 Apr 18
102,26.71,Ashley Tierney,2,,Crawley,Brighton,31 Aug 18
102,26.71,Aaron Holliday,1,John Little,Copeland,Wigan,16 Sep 18
104,26.60,Joe Sigsworth,1,,Middlesbrough (Mandale),Middlesbrough,21 Jul 18
105,26.58,Joe Buck,2,,Watford,Braintree,8 Jul 18
106,26.32,Luke Greenhalgh,1,John Nicholson,Bolton,Litherland,1 Sep 18
107,26.17,Jack Ponsford,2,,Tonbridge,Reading,17 Jun 18
108,26.15,Max Wallace,1,,Dacorum,St. Albans,5 Aug 18
109,26.08,Keenan Simmons,1,,Folkestone,Dartford,3 Jun 18
110,26.00,Tosin Olajide,2,,Thurrock,Chelmsford,9 Jun 18
111,25.89,Ethan White,1,,Brighton & Hove,Brighton,29 Jun 18
112,25.79,Reece Halliday,2,,Northern Ireland Schs,Antrim,18 May 18
113,25.77,Ricky Villa-Abrille,2,,Walton,Eton,25 Mar 18
114,25.70,William Barrett,2,,Abingdon,Milton Keynes,2 Sep 18
115,25.62,Jared Seabrook-Wafer,2,,Lewes,Lewes,21 Apr 18
115,25.62,Evan Jones,2,Alyson Hourihan,Cardiff,Cardiff,14 Jul 18
117,25.53,Oscar Dun,2,Renate Prells,Swansea,Yate,17 Jun 18
118,25.52,Dan Smith,1,,Swindon,Worcester,19 May 18
119,25.41,Fred Yates,2,,Harrogate,Bebington,21 Jul 18
120,25.24,Ethan Huntley,1,,Notts,Rugby,17 Jun 18
121,25.08,Cameron Unsworth,1,Joanne Harding,Stockport,Sheffield,21 Apr 18
122,25.07,Kyle Taylor-Pomfret,1,,Blackburn,Stretford,19 May 18
123,24.91,Coby Heard,1,,Essex Schs,Chelmsford,9 Jun 18
124,24.83,Zach Armstrong,1,Jan Aarre,Birchfield H,Worcester,9 Jun 18
125,24.68,David Asamani,2,,Sussex Schs,Crawley,9 Jun 18
126,24.49,Casey Curtis,1,,Bracknell AC,Eton,5 Aug 18
127,24.48,Hussain Zadran,2,,Herne Hill,Eton,21 Apr 18
128,24.46,Oliver Beach,2,,Chichester,Brighton,31 Aug 18
129,24.34,Fiachra Tobin,2,,Swansea,Stoke Gifford,21 Jul 18
130,24.33,Satvik Chaganti,2,,Tonbridge,Dartford,3 Jun 18
131,24.27,Sashah Pashaei Tarighoun,2,,Yate,Yate,17 Jun 18
132,24.25,Rhys Thomas Jordan,1,,Marshall Milton Keynes,Bedford,8 Sep 18
133,24.22,Oliver Atkinson,1,Ian Robinson,Crewe & Nantwich,Wrexham,29 Sep 18
134,24.16,Vinnie Conte-Smith,2,,Chichester,Crawley,21 Apr 18
135,24.15,Alex Coates,,,Rotherham,Norwich,9 Jun 18
136,24.14,Morgan Batten,2,Ralph Siggery,Carmarthen,Neath,3 Jun 18
137,24.12,Caleb Richardson,1,Lisa Grimwade,Rhondda,Bangor,16 Sep 18
138,24.09,Yinka Adelowo,2,,Marshall Milton Keynes,Horspath,1 Sep 18
139,24.06,Cameron Cox,2,,Rhymney Valley,Brecon,25 Aug 18
140,24.05,Benjamin O'Neill,2,,Edinburgh AC,Bedford,8 Sep 18
141,24.04,Kian Seymour,1,,Hertfordshire Schs,Hemel Hempstead,9 Jun 18
142,24.02,Adam Chesterman,2,Alex Smith,Radley,Abingdon,25 Mar 18
143,23.97,Scott Incledon,2,,Devon Schs,Exeter,9 Jun 18
144,23.95,Jack Norman,2,,Woking,Kingston,12 May 18
145,23.86,Corey Gazzard,2,,Cardiff & The Vale Schs,Cardiff,16 May 18
146,23.85,James Hayward,1,Glyndwr Pugh,Rhondda,Brecon,25 Aug 18
147,23.78,Robert McManus,1,,Tynedale,Hexham,24 Jun 18
148,23.75,Charlie Bradley,1,,Coventry,Coventry,19 May 18
149,23.71,Cameron Woodhouse,2,,Croydon,Croydon,21 Jul 18
150,23.68,Sam Spiby,2,,Chichester,Brighton,31 Aug 18
151,23.59,Arthur French,2,,Cheltenham,Yate,17 Jun 18
152,23.52,Michael Webber,1,,Western,Blackburn,12 May 18
153,23.39,Luke Watker,2,,City of Norwich,Ipswich,2 Sep 18
154,23.34,Joseph Schweizer,1,,Ashford AC,Woodford,17 Jun 18
155,23.25,Jackson McCawley,2,,Giffnock North,Scotstoun,17 Jun 18
156,23.24,Oliver Rostron,2,,Bury,Leigh,21 Apr 18
157,23.21,Michael Jenkins,1,Ryan Spencer-Jones,Pembrokeshire,Neath,13 May 18
158,23.20,Tega Rume-Tabiowo,1,,Buckinghamshire Schs,Milton Keynes,15 Apr 18
159,23.17,Patrick McLean-Tattan,1,,Havering,Hornchurch,21 Jul 18
160,23.14,Ben Franks,1,,Ipswich,Peterborough,5 Aug 18
161,23.03,Sam Lowe,2,,Hillingdon,Aldershot,24 Jun 18
162,23.01,B Short,2,,Essex Schs,Chelmsford,9 Jun 18
,32.94,Cormac Odonnell,2,,Lifford Strabane,Antrim,18 May 18
