Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,74.42,Taylor Campbell,2,Paul Dickenson,Windsor Slough Eton & Hounslow,Birmingham,12 Jul 14
2,68.80,Thomas Head,2,Paul Head,Newham & Essex Beagles,Birmingham,12 Jul 14
3,67.23,Jac Palmer,2,Adrian Palmer,Cardiff,Bedford,21 Jun 14
4,64.51,James Hamblin,2,Robert Earle,Colchester H,Bedford,21 Jun 14
5,63.76,Robert Moffett,3,Gareth Moffett,Ballymena & Antrim,Belfast,2 Jul 14
6,62.98,James Lasis,2,Karl Lasis,Crawley,Hendon,3 Aug 14
7,62.53,Jacob Lange,2,Lorraine Shaw,Gloucester,Birmingham,12 Jul 14
8,62.14,Ross Douglas,2,Jim Edwards,Charnwood,Birmingham,12 Jul 14
9,62.04,Joseph Ellis,2,Jerry Clayton,Blackheath & Bromley,Eugene OR USA,5 Jul 14
10,61.57,Ciaran Wright,1,,Falkirk,Dunfermline,23 May 14
11,59.98,Jamie Potton-Burrell,2,,Luton,Sandy,1 Jun 14
12,59.57,Thomas Fellowes,2,Lorraine Shaw,Birchfield H,Birmingham,12 Jul 14
13,59.22,Ben Main,1,Lorraine Shaw,Shettleston,Wakefield,27 Jul 14
14,56.66,Mark Guthrie,1,,Pitreavie,Hampden Park,20 Jun 14
15,56.24,Anthony Gillatt,2,Edel Meagher,Scunthorpe & District AC (Defunct),Birmingham,12 Jul 14
16,54.77,Jack Mirfin,1,Brian Lockley,East Cheshire,Ashton-under-Lyne,27 Apr 14
17,54.02,Josh Prentice,1,Philip Sergeant,Chelmsford,Bromley,9 Jun 14
18,53.47,Leslie Parkes,1,Graham Arnold,Havant,Portsmouth,25 May 14
19,53.01,Alan Sydee,3,,Thames Valley,Bedford,18 May 14
20,52.18,Isaac Huskisson,1,,Nene Valley,Cambridge,26 Jul 14
21,52.15,Jamie Kuehnel,1,Bob Broadbridge,Newbury,Swindon,22 Nov 14
22,51.78,Oliver Thompson,2,Gary Howe,Thetford,Sandy,7 Aug 14
23,51.55,Joey Watson,2,Mike Winch,Windsor Slough Eton & Hounslow,Crawley,16 Jul 14
24,51.04,Francis Mulvaney,2,Dennis Roscoe,Liverpool H,Warrington,24 Aug 14
25,50.32,Martin Croft,1,Brian Walsh,Middlesbrough (Mandale),York,1 Jun 14
26,50.11,Curtis Knight,2,Terry Letheby,Walton,Kingston,30 Apr 14
27,49.02,Toby Redman,1,,Tonbridge,Dartford,18 Jun 14
28,47.94,Peter Cassidy,1,Martin Cassidy,Guildford & Godalming,Twickenham,13 Dec 14
29,47.70,Scott McMurtry,2,,Ballymena & Antrim,Tullamore IRL,31 May 14
30,47.37,Woody Cox,1,Karl Lasis,Crawley,Bromley,9 Jun 14
31,47.24,Jordan Small,1,,Rotherham,Spinkhill,27 Apr 14
32,47.22,Reece Straker,3,Neil Ellerby,North Shields Poly,Gateshead,18 May 14
33,46.87,Sam Matthews,2,,Lagan Valley,Belfast,2 Jul 14
34,46.31,Shaun Livett,1,Ronnie Bomba,Menai,Stretford,26 Aug 14
35,46.05,Robin Croft,2,Brian Walsh,Middlesbrough (Mandale),York,6 Sep 14
36,45.36,Oliver Holway,3,,Cambridge & Coleridge,Cambridge,26 Jul 14
37,45.35,Christopher Bainbridge,3,Philip Garner,Grantham AC,Nuneaton,29 Jun 14
38,44.91,Kevin Acraman,2,Malcolm Wallace,Hillingdon,Uxbridge,27 Apr 14
39,44.23,Alex Hill-King,3,Ewan Simmonds,Winchester,Poole,1 Jun 14
40,44.12,Matteo Holmes,2,,Cardiff,Cheltenham,1 Jun 14
41,43.96,Richard Goldsworthy,3,,Marshall Milton Keynes,Plymouth,27 Jul 14
42,43.23,Daniel Ogden,2,,Yeovil,Yeovil,21 Jun 14
43,43.19,Luis Bosio,2,,Wirral,Crewe,27 Jul 14
44,42.75,Ryan Smith,1,Dennis Elkins,Dorchester,Bournemouth,21 Sep 14
45,42.44,Liam Wright,2,,Gateshead,Birmingham,12 Jul 14
46,42.34,Lewis Barnes,2,Jack Kee,Marshall Milton Keynes,Milton Keynes,29 Jun 14
47,42.33,Hugh Williams,2,,Woodford Green Essex Ladies,Walthamstow,27 Jul 14
48,42.19,Chris Duley,2,Brian Walsh,New Marske,Middlesbrough,11 May 14
49,41.59,Sean Bastable,2,,Tipton,Worcester,27 Jul 14
50,40.88,Chris Cambridge,1,,City of York,York,1 Jun 14
51,40.22,Donald Voas,2,Bill Gentleman,Edinburgh AC,Edinburgh,27 Apr 14
52,40.19,Luke Staples,1,Anna Hopcroft,Lewes,Crawley,24 May 14
53,39.56,Nicholas Scales,3,,Rugby & Northampton,Yate,29 Jun 14
54,39.47,Omar Reid,2,,Croydon,Harrow,27 Jul 14
55,39.24,Joshua Booth,1,,Sale Harriers Manchester,Stretford,20 May 14
56,38.57,Jack Sheldon,2,,Sale Harriers Manchester,Wakefield,27 Jul 14
57,38.46,Michael Shakespear,1,,Newquay & Par,Par,23 Aug 14
58,37.69,Alexandros Paparakis,1,,Glasgow City,Birmingham,7 Sep 14
59,37.67,Joseph Marchant,2,Ewan Simmonds,Winchester,Portsmouth,14 Jun 14
60,37.44,Matthew Ridge,1,Paul Rees,Bournemouth,Bournemouth,2 Sep 14
61,37.11,Ross McAllister,2,,Northern Ireland Schs,Antrim,16 May 14
62,36.68,Benjamin Myburgh,1,,South London,Marsa MLT,26 Apr 14
63,36.65,Robert Makin,3,Shaun O'Donnell,Bolton,Bolton,27 Apr 14
64,36.18,Gethin Thomas,3,,Dyfed Schs,Cardiff,5 Jul 14
65,36.02,Michael Jones,2,,Wakefield,Wakefield,14 Sep 14
66,35.51,Robert Tingle,1,,Preston,Blackpool,14 Jun 14
67,35.47,Laurence Surman,1,Zane Duquemin,Derby,Coventry,27 Apr 14
68,34.96,James Mead,2,Shirley Quinn,Chelmsford,Stevenage,1 Jun 14
69,34.50,Grant Lees,3,,Montrose & District,Aberdeen,24 Aug 14
70,33.74,Piers Bolton,2,,Solihull & Small Heath,Derby,15 Nov 14
71,33.60,Billy Russell,2,Ricky Miell,Kilbarchan,Kilmarnock,23 May 14
72,33.45,Jack Smith,2,,Gateshead,Stretford,29 Jun 14
73,33.21,Fraser Wright,2,,Gateshead,Gateshead,21 Jun 14
73,33.21,Alastair Stanley,2,Sandy Robertson,Glasgow City,Lodi ITA,6 Sep 14
75,33.19,Oliver Parker,1,,Stratford-upon-Avon,Leamington Spa,14 Jun 14
76,33.11,Kieran Westlake,1,Mo Pearson,Cornwall AC,Par,19 Apr 14
77,32.97,Matthew Williams,1,Ian Robinson,Wrexham,Cardiff,5 Jul 14
78,31.99,Harry Onions,1,,Bromsgrove & Redditch,Worcester,27 Jul 14
79,31.49,Samuel Rigby,1,,Cannock & Stafford,Derby,14 Sep 14
80,31.41,Felix Vaughan,2,,Team Bath,Bath,18 Jun 14
81,31.39,Bradley Fox,2,Matthew Peleszok,Kettering,Nuneaton,1 Jun 14
82,31.20,Scott Jamieson,1,,Ayr Seaforth,Hampden Park,20 Jun 14
83,30.73,Tyler Selway,2,Barry Ewington,Nuneaton,Nuneaton,1 Jun 14
84,30.64,Jack Snook,3,David Pearson,Wimborne,Plymouth,20 Jul 14
85,30.55,Tom Bennett,3,,Hastings AC,Dartford,18 Jun 14
86,30.32,Adam Graham,2,Nick Ridgeon,Gateshead,Stretford,29 Jun 14
87,30.20,Jordan Turner,1,,Thetford,Bury St. Edmunds,15 Nov 14
88,29.97,Thomas Crowe,2,,Preston,Leeds,27 Jul 14
89,29.68,Louis Mascarenhas,2,John Hillier,Blackheath & Bromley,Birmingham,7 Sep 14
90,29.66,Charlie Gallagher,1,,Stratford-upon-Avon,Leamington Spa,14 Jun 14
91,29.11,Tom Quinn,2,,Croydon,Kingston,14 Jun 14
92,28.96,Giacomo Spagnoli,1,,Croydon,Newham,27 Apr 14
93,28.76,Izaiah Turner,3,Shaun Medlen,London Heathside,Lee Valley,24 May 14
94,28.05,Arman Azaden,1,,Cardiff & The Vale Schs,Cardiff,5 Jul 14
95,27.69,Jake Banevicius,2,,Cornwall AC,Milton Keynes,29 Jun 14
95,27.69,Callum Aldridge,3,,Border,Stockport,27 Jul 14
97,27.06,Ethan Plumb,2,Susan Taylor,Wakefield,Edinburgh,27 Apr 14
98,26.77,Kallum-Lee Evans,2,,Carmarthen,Yeovil,27 Jul 14
99,26.09,Gurlal Randhawa,2,Mark Wiseman,Windsor Slough Eton & Hounslow,Eton,29 Jun 14
100,25.36,Jake Canning,2,Mike Cooke,Doncaster,Doncaster,11 May 14
101,25.29,Tom Owen,1,,Brighton & Hove,Crawley,14 Jun 14
102,25.24,Sheeth Khan,2,,Harrow,Harrow,27 Jul 14
103,25.07,Shaun Dean,2,,East Cheshire,Stockport,27 Jul 14
,66.80,Fellan McGuigan,2,,Shaftesbury Barnet,Norwich,27 Apr 14
,56.63,James Williams,1,,Colwyn Bay,Antrim,16 May 14
,43.63,Tomasz Napiorkowski,2,Michael Hughes,Banbury,Cwmbran,27 Apr 14
