Rank,Performance,Name,Year,Coach,Club,Venue,Date
77,42.03,Eleanor Gatrell,16,Mike Winch,Woking,Tonbridge,2 Aug 14
78,41.97,Gemma Vickery,-5,John Painter,City of Norwich,Norwich,27 Apr 14
78,41.97,Manon Edwards,-4,Ian Robinson,Wrexham,Leeds,27 Jul 14
80,41.81,Tamara Reid,-5,,Croydon,Kingston,14 Jun 14
81,41.63,Sarah Drake,7,Michael Swain,Wakefield,Wakefield,5 Apr 14
82,41.51,Helena Madan,-3,,Pembrokeshire,Cardiff,6 Aug 14
83,41.48,Paula Peaty,26,Paul Head,Newham & Essex Beagles,Hemel Hempstead,2 Aug 14
84,41.31,Megan Tuck,-1,Paul Jensen,Southampton,Bournemouth,25 May 14
85,41.23,Hollie Redman,7,John Hillier,Woodford Green Essex Ladies,Lee Valley,21 Jun 14
86,40.97,Helen Gilbert,10,,Grantham AC,Grantham,13 Jul 14
87,40.96,Heather Johnson,-2,Brian Walsh,Middlesbrough (Mandale),Middlesbrough,11 May 14
88,40.94,Claire Capon,7,Gerald Patrick,Dartford H,Crawley,2 Aug 14
89,40.93,Sally Webster,1,,Harrow,Stevenage,8 Jun 14
90,40.82,Catherine Holdsworth,6,Stephen Garnham,Colchester H,Colchester,22 Jun 14
91,40.46,Kathryn Woodcock,-6,Kevin O'Hara,Radley,Peterborough,19 Apr 14
92,40.45,Danielle Opara,-4,Geoff Capes,Reading AC,Portsmouth,6 Jul 14
93,40.40,Hayley Cooke,-6,Brian Walsh,Middlesbrough (Mandale),Middlesbrough,13 May 14
94,40.33,Janet Smith,28,Paul Dickenson,Windsor Slough Eton & Hounslow,Crookham Common,23 Mar 14
95,40.28,Rebecca Orrell,-6,Michael Hitchon,Blackburn,Sportcity,7 Jun 14
96,40.26,Emily Cook,-5,Lyn Orbell,Birchfield H,Birmingham,20 Jul 14
97,40.10,Kayomie Thompson,-4,Neville Thompson,Shaftesbury Barnet,Watford,19 Apr 14
98,40.03,Emma Gilbert,4,,Scunthorpe & District AC (Defunct),Grimsby,4 May 14
99,40.01,Caitlin Price,-7,Ronnie Bomba,Liverpool H,Bebington,9 Aug 14
100,39.92,Rachel Hutchinson,2,Roseanne Hutchinson,Liverpool Pembroke Sefton,Wigan,26 Apr 14
101,39.86,Kayleigh Brown,-6,Tony Livingstone,Gateshead,Jarrow,14 Jun 14
102,39.73,Katie Winwood,6,,Bedford & County,Brighton,12 Jul 14
103,39.72,Stacey Lebond,3,,Braintree,Braintree,17 May 14
104,39.51,Lana Fulcher,-8,,Ipswich,St. Albans,21 Jun 14
105,39.49,Chloe Nethery,-5,Norman Gardiner,Pitreavie,Aberdeen,20 Apr 14
106,39.45,Emma Crooke,-4,,Birchfield H,Abingdon,1 Jun 14
107,39.43,Amy Howard,5,,Skyrac,Sheffield,7 Jun 14
108,39.41,Lisa Boswell,6,,Newport H,Loughborough,6 Jul 14
109,39.33,Liz Edwards,8,,City of Plymouth,Plymouth,19 Apr 14
110,39.32,Bobbie Lenehan-Hodge,-3,Gary Frost,City of Plymouth,Par,21 Sep 14
111,39.22,Bethan Lishman D,9,Robert Halliwell,Wigan & District,Lee Valley,11 May 14
112,39.21,Lucy Knott,-4,Samantha Brewer,Thames Valley,Brunswick ME USA,18 Apr 14
113,39.11,Jasmine Burke,-4,,Sale Harriers Manchester,Blackpool,9 Aug 14
114,39.10,Eloise Marshall,-4,Eric Davison,Worthing,Darlington,4 May 14
115,39.09,Kelly Lawrence,1,John Pearson,Nene Valley,Colchester,22 Jun 14
116,39.05,Beccy Knapp,-2,Mike Winch,Woodford Green Essex Ladies,Braintree,19 Apr 14
117,38.65,Jennifer Stevens,-7,John Hillier,Tonbridge,Tonbridge,2 Aug 14
118,38.60,Hannah Allen,-4,Gareth Moffett,Ballymena & Antrim,Belfast,7 Jun 14
119,38.55,Tracey Gould,16,Paul Dickenson,Ealing Southall & Middx,Eton,28 Sep 14
120,38.54,Bethany Thomas,-6,,Skyrac,York,7 Jun 14
121,38.50,Anna Stevens,1,Paul Chamberlain,Southampton,Brighton,12 Jul 14
122,38.41,Nasya Harvey,1,,Windsor Slough Eton & Hounslow,Lee Valley,12 Apr 14
123,38.40,Stephanie Fowler,-8,Douglas Cameron,Edinburgh AC,Wakefield,27 Jul 14
124,38.38,Katy Whitley,-7,John Parkin,Wrexham,Wrexham,9 Aug 14
125,38.31,Marion Loveridge,30,,Gloucester,Horspath,29 Mar 14
126,38.30,Evie Castle,-2,,West Suffolk,Woodford,5 Apr 14
127,38.07,Patricia Spark,-3,Colin Spark,St. Helens Sutton,Warrington,9 Aug 14
128,37.95,Lotte Hoare,-6,Bob Willows,Brighton & Hove,Bromley,19 Apr 14
128,37.95,Mia Shepherd,-6,Kenny Milton,Kilbarchan,Livingston,30 Aug 14
128,37.95,Sarah Dobriskey,7,,Ashford AC,Chatswood AUS,11 Nov 14
131,37.89,Sinead O'Brien,-3,Terry Letheby,Walton,Bromley,2 Aug 14
132,37.78,Grace Jenkins,-2,,Newham & Essex Beagles,Parliament Hill,21 Jun 14
133,37.65,Sophie Goddard,-4,Mick Shortland,Stevenage & North Herts,Harrow,27 Jul 14
134,37.64,Frances Gross,1,Mick Shortland,Stevenage & North Herts,Liverpool,6 Jul 14
135,37.59,Kirsty Yates,-2,Joyce Rammell,Edinburgh AC,Livingston,30 Aug 14
136,37.51,Leah Hillman,-8,,Pendle,Wakefield,13 Jul 14
137,37.44,Gemma Atkinson-Parker,-7,John Pearson,Burton,Burton,6 Jul 14
138,37.33,Leanne Taylor,18,,Rhondda,Birmingham,9 Aug 14
139,37.32,Emily Evans,-5,Mick Shortland,Stevenage & North Herts,Watford,24 May 14
140,37.19,Hayley Sayer,-1,,Cambridge & Coleridge,Cambridge,2 Aug 14
141,37.07,Lynette McKeown,15,,Kidderminster & Stourport,Solihull,20 Jul 14
142,37.03,Rosie Collins,-6,Barry Hawksworth,Derby,Hull,4 May 14
143,36.94,Catherine Dempsey,10,,Halesowen,Worcester,24 May 14
144,36.86,Kerry Smith-Wightman,20,,City of Plymouth,Plymouth,23 Jul 14
145,36.85,Lauren Presswell,-8,Jack Kee,Marshall Milton Keynes,Cheltenham,1 Jun 14
146,36.79,Krisztina Black,17,,Bournemouth,Hendon,28 Jun 14
147,36.77,Sue Lawrence,22,,Thurrock,Birmingham,9 Aug 14
148,36.62,Rosie Castle,-6,Graham Arnold,City of Portsmouth,Newham,8 Jun 14
149,36.61,Daisy Gilbert,-5,,Kettering,Kettering,2 Aug 14
150,36.56,Anieshka Mido,-6,,Croydon,Stevenage,1 Jun 14
151,36.52,Elle Cockell,-6,Robert Earle,Braintree,Braintree,6 Jul 14
152,36.49,Elaine Park,14,,Shetland,Lerwick,14 Sep 14
153,36.46,Jessica Hirst,-8,John Simpson,Halifax,Ashton under Lyne,7 Jun 14
154,36.44,Jenni Potter,-3,David McKay,West Cheshire,Stretford,4 May 14
155,36.30,Zoe Taylor,-2,Shirley Quinn,Chelmsford,Chelmsford,19 Apr 14
156,36.19,Sophie Allen,-2,,Tamworth,Corby,4 May 14
157,36.17,Carol Parker,23,,Coventry,Lee Valley,8 Mar 14
158,36.12,Honor Slade,-6,,Dorchester,Bournemouth,25 May 14
158,36.12,Louise Deer,-1,Shirley Quinn,Chelmsford,Southampton,21 Jun 14
160,36.07,Briony Phillips,3,,Herne Hill,Tooting Bec,12 Apr 14
161,35.96,Charlotte Christian,2,,Liverpool Pembroke Sefton,Douglas,5 Jul 14
161,35.96,Ziana Azariah,-6,Nigel Groves,Yeovil,Yeovil,6 Jul 14
163,35.95,Candy Lockett,-8,Mark Andrew Hill,Worcester,Solihull,6 Jul 14
163,35.95,Sarah Osgood,1,,Havant,Bournemouth,2 Aug 14
165,35.94,Abigail Reveley,-6,Brian Walsh,Middlesbrough (Mandale),York,7 Jun 14
166,35.93,Rebecca Todd,-5,,"Blackpool, Wyre & Fylde",Blackpool,14 Jun 14
167,35.90,Sophie Jackson,-6,,Cwmbran,Cwmbran,27 Apr 14
168,35.89,Alice Barnsdale,-8,,Lincoln Wellington,Rotherham,9 Aug 14
169,35.73,Wallis Canning,-6,Deborah Percy,Havant,Bournemouth,2 Aug 14
170,35.65,Fatoumata Savadogo,-3,Clyde Gordon,Shaftesbury Barnet,Hendon,30 Aug 14
171,35.55,Sarah Kimber-Nickelson,19,,Oxford City,Horspath,29 Mar 14
172,35.44,Ashleigh Stephenson,-3,Susan Williams-Joseph,Thames Valley,Horspath,19 Apr 14
173,35.40,Katie Spooner,3,,Yate,Yate,13 Apr 14
174,35.38,Nicola Gore,8,,West Cheshire,Bebington,9 Aug 14
175,35.26,Tannika Burgess,-2,,Wolverhampton & Bilston,Rugby,6 Jul 14
176,35.25,Ruth Bird,27,Kerry Eddie (nee Jury),Cheltenham,Cheltenham,23 Jul 14
177,35.04,Natalie Robinson,-6,Shaun Medlen,Orion,Mile End,27 Apr 14
178,35.02,Emma Jones,20,,Poole AC,Kingston,21 Jun 14
179,34.89,Alexandra Bartle,-5,,Kingston & Poly,Kingston,30 Apr 14
180,34.84,Paula Murray,2,,Victoria Park City of Glasgow,Edinburgh,13 Jul 14
181,34.80,Paige Barnes,-8,Jack Kee,Marshall Milton Keynes,Derby,27 Sep 14
182,34.75,Louise Kay,15,,Bolton,Wakefield,13 Jul 14
183,34.73,Alice Bell,-7,,Manx,Stretford,4 May 14
184,34.70,Melanie Lee,12,Brian Lockley,Oldham & Royton,Blackpool,23 Mar 14
185,34.66,Janet Dickinson,25,Paul Rees,Bournemouth,Bournemouth,2 Aug 14
186,34.61,Jordyn Robinson,-6,,Epsom & Ewell,Kingston,12 Jul 14
187,34.59,Chelsea Mitchell,-3,Sheila Bolland,Spenborough,Halifax,13 Jul 14
188,34.58,Ruth Doran,-2,Roseanne Hutchinson,Liverpool Pembroke Sefton,Ellesmere Port,7 Jun 14
189,34.54,Rosie Purchase,-5,Nigel Kesteven,Notts,Derby,5 Apr 14
190,34.53,Emily Baker,-5,,Worthing,Worthing,2 Aug 14
191,34.31,Lucy Blunt,5,,Yate,Loughborough,6 Jul 14
192,34.14,Deborah Murch,33,,Rugby & Northampton,Nuneaton,17 May 14
193,34.04,Louise Kneen,18,,Western,Litherland,4 May 14
193,34.04,Bonnie Brito Costa,-4,John Hillier,Blackheath & Bromley,Bromley,1 Jun 14
195,34.02,Jessica Williams,-6,,Hereford,Leamington,4 May 14
196,34.01,Sarah Steadman,14,,Bexley,Ashford,19 Apr 14
197,34.00,Melissa Namubiru,-5,Richard Turner,Enfield & Haringey,Croydon,29 Jun 14
198,33.99,Sarah Hewitt,18,Andrew Neal,Brighton & Hove,Hornchurch,21 Jun 14
199,33.94,Charlie Batterbee,-7,,Huntingdonshire,St. Ives,12 Jul 14
200,33.92,Jemma Ibbetson,-6,Matt Barton,Leeds City,Rotherham,9 Aug 14
201,33.90,Anicia Brown,-3,Graeme Allan,Shaftesbury Barnet,Watford,19 Apr 14
202,33.85,Sarah Nickelson,19,,Oxford City,Horspath,5 May 14
203,33.84,Kerry Kinsey,4,,Ipswich,Bury St. Edmunds,14 Sep 14
204,33.83,Melissa Moffett,-6,,Ballymena & Antrim,Antrim,16 May 14
204,33.83,Natalie Walsh,5,,Wigan & District,Preston,9 Aug 14
206,33.80,Holly Pearce,-8,Paul Chamberlain,Southampton,Portsmouth,2 Aug 14
207,33.75,Karen Bailey,12,,BRAT,Birmingham,4 May 14
208,33.73,Rachel Pugh,1,Jim Green,Kilbarchan,Linwood,9 Sep 14
209,33.69,Sophie McKinna,-3,,Great Yarmouth,King's Lynn,17 Aug 14
210,33.68,Lindsay Campbell,-2,Denise Campbell,Lincoln Wellington,Bedford,3 May 14
211,33.62,Hannah Searing,-4,Paul Head,Dartford H,Tonbridge,12 Jul 14
212,33.60,Ellisha Dee,8,,Thames Valley,Horspath,19 Apr 14
213,33.57,Rachel Bashforth,6,,"Blackpool, Wyre & Fylde",Wigan,26 Apr 14
214,33.46,Alexandra Shorey,13,,Hallamshire,Grimsby,4 May 14
215,33.42,Karen Moody,25,,Cannock & Stafford,Kettering,2 Aug 14
216,33.38,Meegan Leih,-6,,Longwood,Cudworth,4 May 14
217,33.35,Lucy Cousins,-8,David Pope,Rugby & Northampton,Stoke,2 Aug 14
218,33.29,Bethany Evans,-5,,Preston,Dunfermline,27 Apr 14
219,33.28,Emma Fossett,-6,Mark Chapman,Croydon,Lee Valley,19 Apr 14
220,33.27,Alison Rodger,8,Jim Edwards,Sale Harriers Manchester,Derby,13 Jul 14
221,33.26,Sarah Henton,19,Ivan Washington,Blackburn,Blackpool,9 Aug 14
222,33.22,Kelly Bodley,-3,,Edinburgh AC,Aberdeen,20 Apr 14
223,33.19,Sophie Merritt-Drew,-7,David Callaway,Southampton,Lee Valley,19 Apr 14
223,33.19,Catherine Alford,20,,Rhondda,Watford,13 Aug 14
225,33.11,Lauren Clark,-4,,Gateshead,Spinkhill,1 Jun 14
226,33.08,Olivia Bullis,-7,Angelique Arthurton,Basildon,Harrow,21 Jun 14
227,33.07,Stephanie Fuller,5,Kenneth Day,Harlow AC,Wimbledon,7 Jun 14
228,33.03,Emma Robinson,-7,Edel Meagher,Scunthorpe & District AC (Defunct),Sheffield,7 Jun 14
229,32.83,Ellie White,-8,Dennis Elkins,Wimborne,Poole,1 Jun 14
230,32.71,Annie Read,-6,Lynn Hay,Corby,Corby,4 May 14
231,32.64,Ashleigh Thurman-Newell,-7,Kim Weaving,Thanet AC,Dartford,27 Apr 14
232,32.46,Sage Milo Garner,-3,Philip Garner,Grantham AC,Grantham,13 Jul 14
233,32.33,Rebecca Spear,-5,Colin Petty,North Devon,Braunton,14 Jun 14
234,32.32,Anna Carpendale,15,,Maas,Nijmegen NED,29 Jun 14
235,32.27,Laura Feely,-3,Mick Shortland,Stevenage & North Herts,Welwyn,18 Apr 14
236,32.14,Lisa Withers,10,,Havant,Portsmouth,17 May 14
237,32.11,Diane Smith,32,Dave Smith,Kingston upon Hull,Derby,13 Jul 14
238,32.01,Camilla Thrush,23,Tony Cook,Kingston & Poly,Dartford,17 May 14
239,31.97,Kelly Stewart,-6,,Liverpool H,Liverpool,13 Jul 14
240,31.95,Jo Norbury,12,,City of Salisbury,Salisbury,17 May 14
241,31.93,Zoe Lynch,-6,,Lancaster & Morecambe,Carlisle,4 May 14
242,31.86,Kathleen Madigan,23,,Aberdeen,Dundee,8 Jun 14
243,31.71,Joanna Walmsley,-5,,Southport Waterloo,Litherland,4 May 14
244,31.66,Georgina Page,-6,Ivan Washington,Worksop,Grantham,27 Jul 14
245,31.52,Hannah Westhenry,-7,Dean Exton,Weymouth,Andover,19 Apr 14
246,31.46,Ellie Norris,-3,,Windsor Slough Eton & Hounslow,Guildford,7 Jun 14
247,31.40,Erica Francis,2,,Eastbourne,Eastbourne,12 Jul 14
248,31.37,Samantha Milner,-1,Malcolm Fenton,Blackheath & Bromley,Swansea,10 May 14
249,31.11,Awen Rosser,-4,Paul Jensen,Swansea,Cardiff,5 Jul 14
250,31.09,Lauren Cummins,2,,Liverpool Pembroke Sefton,Lancaster,3 Aug 14
251,30.99,Emma Phillips,-1,,Poole Runners,Bracknell,19 Apr 14
252,30.94,Jessica Bruton,-6,Richard Turner,Enfield & Haringey,Chelmsford,2 Aug 14
253,30.82,Lianne Baker,-5,,Worthing,Crawley,29 Mar 14
254,30.77,Kaitlin Enderwick,-6,,Middlesbrough & Cleveland,York,10 May 14
255,30.76,Catarina Hallden,26,Carole Derrien,City of Portsmouth,Portsmouth,25 May 14
256,30.72,Kim Weir,31,Paul Derrien,St. Mary's Richmond,Twickenham,21 Jun 14
256,30.72,Alice Botting,-6,Paul Dickenson,Windsor Slough Eton & Hounslow,Birmingham,7 Sep 14
258,30.71,Isobel Akrill,-6,,Preston,Derby,13 Jul 14
259,30.58,Sarah Broadhurst,-4,,Edinburgh AC,Livingston,30 Aug 14
260,30.57,Claire Reid,16,,Morpeth,Darlington,4 May 14
261,30.52,Sophie Lewis,-6,,North Ayrshire,Livingston,28 Jun 14
261,30.52,Rebecca Healy,4,Shirley Quinn,Chelmsford,Braintree,16 Nov 14
263,30.49,Ellie Bloomfield,-5,Rob Careless,Ipswich,King's Lynn,17 Aug 14
264,30.39,Renate Fellinger,4,,Cambridge & Coleridge,Norwich,4 May 14
265,30.29,Georgia Hulbert,-8,Andrew Hughes,Bracknell AC,Eastbourne,12 Jul 14
266,30.28,Jo Bennett,9,Liz Sissons,Epsom & Ewell,Eltham,19 Apr 14
267,30.15,Katherine Ellis,-4,,Basildon,Newham,27 Apr 14
268,30.09,Jenny Scott,4,Mike Stayman,BRAT,Stoke,2 Aug 14
269,30.05,Rachael Bennett,2,,Bedford & County,Chelmsford,2 Aug 14
269,30.05,Rachel Tyler,-1,Lynn Hay,Corby,Corby,4 Sep 14
271,30.02,Hannah Kelley,4,,Sutton-in-Ashfield,Burton,6 Jul 14
272,29.97,Danielle Lloyd,-4,,Telford AC,Gloucester,27 Apr 14
273,29.95,Wendy Dunsford,32,,Epsom & Ewell,Chelmsford,14 May 14
274,29.93,Kirstie McLeod,-1,,Law,Kilmarnock,23 May 14
275,29.80,Kate Whiston-Smith,2,,Solihull & Small Heath,Nuneaton,17 May 14
275,29.80,Ruth Elkins,19,Dennis Elkins,Poole AC,Poole,12 Jul 14
277,29.76,Jennifer Ibbitson,35,Andrew Ibbitson,Wakefield,Stevenage,8 Jun 14
277,29.76,Cathy Coleman,-7,,Guildford & Godalming,Kingston,29 Jun 14
279,29.65,Shirley Quinn,38,,Chelmsford,Southampton,21 Jun 14
280,29.64,Heather Beeton,-3,,Warrington AC,Warrington,13 Jul 14
280,29.64,Laura Rock,2,Lyn Orbell,Birchfield H,Wrexham,28 Sep 14
282,29.61,Michaela Whitton,-7,,Newbury,Hendon,27 Jul 14
283,29.54,Jenny Cooper,30,,Wolverhampton & Bilston,Wolverhampton,7 Jun 14
284,29.35,Victoria Page,-4,,Worksop,Derby,25 May 14
285,29.30,Hannah Owen,-7,Chas Robinson,Ashford AC,Eltham,2 Aug 14
286,29.06,Megan Davies,-4,,Banbury,Banbury,2 Aug 14
287,29.02,Abigail Moronkeji,2,,Thames Valley,Horspath,19 Apr 14
288,28.98,Hannah Walker,-6,Christopher Murray,Birchfield H,Loughborough,1 Mar 14
289,28.92,Alyson Hourihan,32,,Cardiff,Newport,9 Aug 14
290,28.87,Maisie Franklin,-8,,Solihull & Small Heath,Leamington,7 Jun 14
291,28.81,Katie Matthews,-4,,Crewe & Nantwich,Warrington,13 Jul 14
292,28.79,Eleanor Frame,-7,,Guildford & Godalming,Guildford,7 Jun 14
293,28.75,Megan Weetman,-4,,Deeside AAC,Connah's Quay,17 May 14
294,28.70,Alisha Bradford,-4,,Team Kennet,Winchester,2 Aug 14
295,28.62,Isabelle Dodd,-7,,Kingston & Poly,Carshalton,1 Jun 14
296,28.57,Hannah Yates,-3,Michael Swain,Wakefield,Wakefield,5 Apr 14
297,28.41,Victoria Brockbank,2,Kevin Cockell,Braintree,Cambridge,2 Aug 14
298,28.40,Alyce McCurdie,-7,Michael Swain,Wakefield,Cleckheaton,31 Aug 14
299,28.39,Rachel Fraser,18,,"Aldershot, Farnham & District",Lewes,21 Jun 14
300,28.38,Emily Green,-7,William Bushnell,Southampton,Southampton,27 Apr 14
301,28.37,Anita Madan,-6,,Pembrokeshire,Gloucester,27 Apr 14
302,28.35,Hayley Rooks,-4,,Dorchester,Exeter,17 Aug 14
303,28.31,Mary Coleman,-7,,Ashford AC,Kingston,12 Jul 14
304,28.25,Debbie Castle,-4,,West Suffolk,Ipswich,25 May 14
305,28.21,Mary Davies,17,,Serpentine,Battersea Park,12 Jul 14
306,28.20,Gemma Tingay,3,Paul Filer,Bristol & West,Coventry,4 May 14
306,28.20,Larissa Carter,-9,Karl Lasis,Lewes,Lewes,21 Jun 14
308,28.19,Hannah Barnes,-2,,Hereford,Stourport,2 Aug 14
309,28.07,Frankie Evans,-7,,South London,Guildford,12 Jul 14
310,28.02,Karen Llewellin,29,,Pembrokeshire,Cardiff,4 May 14
311,28.01,Anna Kenning,,,Unattached,Worcester,17 Jun 14
312,27.98,Abbey Cottam,-7,Michael Cottam,Radley,Abingdon,17 May 14
312,27.98,Victoria Hill,-6,,Luton,St. Albans,21 Jun 14
314,27.92,Melissa Bird,-7,Carolyn Franks,Cheltenham,Coventry,4 May 14
315,27.89,Rebecca Makin,-1,,Bolton,Bolton,4 May 14
316,27.83,Stephanie Hopkinson,3,,Birtley,Jarrow,4 May 14
317,27.82,Amy Holder,-5,Neville Thompson,Reading AC,Eton,29 Jun 14
318,27.73,Cara Azariah,-8,Nigel Groves,Yeovil,Yeovil,2 Aug 14
319,27.57,Linda North,17,,Spenborough,Cleckheaton,12 Oct 14
320,27.51,Evie Harris-Jenkins,-7,Kevin Murch,Rugby & Northampton,Abingdon,1 Jun 14
