Rank,Performance,Name,Year,Coach,Club,Venue,Date
71,44.28,Megan Larkins,-5,John Pearson,Braintree,Southend,29 Aug 16
72,44.18,Sarah Parsons,-1,Paul Wilson,City of York,Morpeth,3 Jul 16
73,44.02,Beth Sewell D,12,Lorraine Shaw,Cardiff,Stara Zagora BUL,28 Jun 16
74,43.96,Rosalind Stansbury,20,,City of Portsmouth,Portsmouth,14 May 16
75,43.83,Louise Webster,9,Steve Pearson,Wolverhampton & Bilston,Yate,8 May 16
76,43.73,Lotte Hoare,-4,Karl Lasis,Crawley,Brighton,15 May 16
77,43.63,Sarah Drake,9,Michael Swain,Wakefield,Wakefield,18 Jun 16
78,43.40,Katie Ord,-3,Jim Green,Victoria Park City of Glasgow,Grangemouth,14 Aug 16
79,43.39,Lucy Cousins,-6,David Pope,Rugby & Northampton,Rugby,4 Jun 16
80,43.35,Donna Kent,4,Shaun Medlen,Bexley,Bury St Edmunds,9 Jul 16
81,43.14,Megan Tuck,2,Paul Jensen,Southampton,Bournemouth,15 May 16
81,43.14,Lauren Aldridge,-6,Mick Shortland,Stevenage & North Herts,Lee Valley,12 Jun 16
81,43.14,Victoria Hill,-4,,Luton,Gateshead,8 Jul 16
84,43.11,Paige Barnes,-6,John Pearson,Marshall Milton Keynes,Hendon,30 Jul 16
85,43.04,Chloe Cockell,-2,Robert Earle,Braintree,Braintree,18 Jun 16
86,42.98,Suzanna Wise,6,Graham Arnold,,Ipswich,16 Apr 16
87,42.71,Zoe Yule,-5,,Livingston,Hull,24 Jul 16
88,42.70,Manon Edwards,-2,Ian Robinson,Wrexham,Salford,7 May 16
89,42.69,Lucy Puddephatt,-5,John Simpson,Halifax,Leeds,11 Jun 16
90,42.59,Katie Dunlop (nee Horne),15,,Victoria Park City of Glasgow,Livingston,3 Sep 16
91,42.47,Emily Cook,-3,Jan Aarre,Birchfield H,Bedford,30 Apr 16
92,42.37,Leah Weatheritt,20,,Gateshead,Middlesbrough,6 Aug 16
93,42.35,Sade Ross,-6,Jack Kee,Marshall Milton Keynes,Horspath,18 Jun 16
94,42.15,Sophie Merritt-Drew,-5,David Callaway,Southampton,Portsmouth,14 May 16
95,42.00,Lynsey Glover,7,,Lagan Valley,Belfast,9 Jun 16
95,42.00,Cathy Coleman,-5,,Guildford & Godalming,Bournemouth,26 Jun 16
95,42.00,Charlotte Stuchbury,-7,Ronnie Bomba,Liverpool H,Stretford,3 Jul 16
98,41.94,Mia Shepherd,-4,Kenny Milton,Kilbarchan,Gateshead,29 May 16
99,41.89,Caitlin Hornby,-6,,Preston,Preston,11 Sep 16
100,41.75,Sally Webster,3,,Harrow,Lee Valley,3 Jul 16
101,41.56,Ashleigh Thurman-Newell,-5,Kim Weaving,Thanet AC,Hastings,22 May 16
102,41.42,Charlie Batterbee,-5,,Huntingdonshire,Horspath,21 Aug 16
103,41.39,Vicki Pellett,-6,Karl Lasis,Crawley,Bedford,16 Apr 16
103,41.39,Eden Francis,6,Glenys Morton,Leicester,Tipton,8 May 16
105,41.26,Eloise Marshall,-2,Eric Davison,Worthing,Reading,22 May 16
106,41.24,Jessica Hirst,-6,John Simpson,Halifax,Oldham,6 Aug 16
107,41.15,Georgina Page,-4,Barry Hawksworth,Sheffield & Dearne,Gateshead,8 Jul 16
108,41.11,Holly Pearce,-6,Paul Chamberlain,Southampton,Southampton,1 May 16
109,41.03,Rosie Castle,-4,Graham Arnold,City of Portsmouth,Perivale,20 Aug 16
110,41.02,Hannah Owen,-5,Ted Hawkins,Ashford AC,Ashford,1 May 16
111,40.84,Paula Peaty,28,Paul Head,Newham & Essex Beagles,Aldershot,2 Jul 16
112,40.82,Ziana Azariah,-4,Nigel Groves,Yeovil,Winchester,16 Apr 16
113,40.58,Danielle Opara,-2,Geoff Capes,Thames Valley,Wormwood Scrubs,9 Jul 16
114,40.49,Hollee Walker,-5,Melanie Lee,East Cheshire,Connah's Quay,24 Jul 16
115,40.27,Sinead O'Brien,-1,Terry Letheby,Walton,Wormwood Scrubs,18 Jun 16
116,40.16,Tamara Reid,-3,,Croydon,Bedford,30 Apr 16
117,40.14,Patricia Spark,-1,Colin Spark,St. Helens Sutton,Warrington,5 Jun 16
118,39.95,Ruth Elkins,21,Dennis Elkins,Poole AC,Portsmouth,9 Jul 16
119,39.92,Kelly Lawrence,3,John Pearson,Nene Valley,Norwich,20 Aug 16
120,39.90,Sofia Ali,-5,,Cardiff,Cardiff,2 Jul 16
121,39.85,Evie Wilcox,-5,,Andover,Kingston,29 May 16
122,39.84,Mia Browne,-6,Gary Howe,Thetford,Gateshead,8 Jul 16
123,39.81,Olivia Bullis,-5,,Basildon,Cambridge,16 Apr 16
124,39.80,Grace Jenkins,1,,Newham & Essex Beagles,Woodford,20 Aug 16
125,39.76,Claire Capon,9,Gerald Patrick,Dartford H,Dartford,22 Jun 16
126,39.69,Lydia Church,-6,Tim Needham,Peterborough & Nene Valley,Norwich,19 Jun 16
127,39.53,Clare Taylor,22,John Edwards,City of Plymouth,Yeovil,5 Jun 16
128,39.43,Elaine Park,16,,Shetland,Lerwick,11 Sep 16
129,39.36,Claire Lebond,3,Barry Hawksworth,Rotherham,Doncaster,7 May 16
130,39.34,Bethan Lishman D,11,Robert Halliwell,Wigan & District,Wigan,18 Sep 16
131,39.08,Larissa Carter,-7,Karl Lasis,Lewes,Hastings,22 May 16
132,39.07,Wallis Canning,-4,Deborah Percy,Havant,Portsmouth,18 Jun 16
133,39.06,Alice Bell,-5,,Manx,Bebington,11 Jun 16
133,39.06,Emma James,-7,,Blackheath & Bromley,Bedford,4 Sep 16
135,39.04,Sue Lawrence,24,Paul Head,Thurrock,Perth AUS,26 Oct 16
136,38.92,Bethany Pearson,-4,Melanie Lee,East Cheshire,Connah's Quay,24 Jul 16
137,38.87,Laura Runciman,-8,Shirley Quinn,Chelmsford,Chelmsford,22 May 16
138,38.86,Catherine Holdsworth,8,Stephen Garnham,Colchester H,Tonbridge,20 Aug 16
139,38.51,Bethany Thomas,-4,,Spenborough,Stretford,6 Aug 16
140,38.50,Claire Small,,,Rotherham,Lincoln,6 Aug 16
141,38.48,Carys Marsden,-7,Michael Davies,Blackheath & Bromley,Croydon,9 Jul 16
142,38.43,Jennifer Stevens,-5,John Hillier,Tonbridge,Harrow,18 Jun 16
143,38.42,Katie Winwood,8,,Bedford & County,Harrow,18 Jun 16
144,38.41,Helen Gilbert,12,,Grantham AC,Grantham,7 May 16
145,38.40,Jenny Richards,1,,Cambridge & Coleridge,Erith,18 Jun 16
146,38.14,Mary-Lou Poore,-6,,Yeovil,Exeter,18 Jun 16
147,38.12,Rachel Forder,-3,,Havering,Fairfax VA USA,7 May 16
148,37.97,Sonia Noll,,,Oxford Uni,Oxford,7 May 16
149,37.91,Nicola McRae,-6,Ben Frary,Cleethorpes,Grimsby,3 Jul 16
150,37.87,Clare Taylor,17,,Denmead,Birmingham,17 Sep 16
151,37.85,Megan Kettle,-8,Alexander Wort,Warrington AC,Macclesfield,4 Sep 16
152,37.78,Robyn Connolly,-5,Jim Green,Victoria Park City of Glasgow,Kilmarnock,17 Aug 16
152,37.78,Charlotte Gould,-3,Paul Dickenson,Windsor Slough Eton & Hounslow,Woodford,25 Sep 16
154,37.69,Emma Fossett,-4,Mark Chapman,Croydon,Southampton,1 May 16
155,37.66,Hannah Searing,-2,Paul Head,Dartford H,Battersea,18 Jun 16
156,37.64,Kayomie Thompson,-2,Neville Thompson,Shaftesbury Barnet,Woodford,23 Apr 16
156,37.64,Hollie Redman,9,John Hillier,Woodford Green Essex Ladies,Grays,21 May 16
158,37.26,Frances Gross,3,Mick Shortland,Stevenage & North Herts,Welwyn,18 Jun 16
159,37.07,Daisy Gilbert,-3,Murray Grant,Bristol & West,Nuneaton,11 Jun 16
160,37.04,Michaela McNally,-4,,Ballymena & Antrim,Antrim,20 May 16
160,37.04,Polly Woods,2,Nat Fisher,Harlow AC,Lee Valley,21 May 16
162,36.85,Jessica Westley,-6,,Kingston & Poly,Kingston,20 Aug 16
163,36.83,Tracey Gould,18,Paul Dickenson,Ealing Southall & Middx,Woodford,24 Sep 16
164,36.66,Cerys Thomas,-8,Graham Arnold,City of Portsmouth,Portsmouth,22 May 16
165,36.48,Eleanor Gatrell,18,Mike Winch,Woking,Woking,20 Aug 16
166,36.45,Lindsay Campbell,1,Denise Campbell,Lincoln Wellington,Lincoln,11 Sep 16
167,36.42,Nikeeta Sandhu,-6,Rob Careless,Notts,Rugby,24 Jul 16
168,36.38,Jessica Wilson,3,,Birtley,Leeds,5 Oct 16
169,36.32,Leanne Taylor,20,,Rhondda,Brecon,3 Jul 16
170,36.09,Elizabeth Eldridge,-7,Sally Eldridge,Coventry,Coventry,8 May 16
171,36.06,Alessandra Stevens,-5,Mick Shortland,Stevenage & North Herts,Watford,15 May 16
172,36.04,Michaela Whitton,-5,Mark Wiseman,Reading AC,Kingston,7 Aug 16
173,35.91,Janet Smith,30,Paul Dickenson,Windsor Slough Eton & Hounslow,Swansea,4 Jun 16
174,35.88,Leah Hillman,-6,David Turner,Pendle,Bury,7 May 16
175,35.76,Catie Kohler,-8,,Tonbridge,Walton,21 May 16
176,35.73,Hazel Robertson,7,,Victoria Park & Tower Hamlets,Mile End,18 Jun 16
177,35.43,Sarah Osgood,3,,Havant,Perivale,22 May 16
178,35.41,Maya Smith,-4,,South London,Wimbledon,19 Jun 16
179,35.39,Eleanor Frame,-5,,Guildford & Godalming,Portsmouth,9 Jul 16
180,35.33,Clare Pacini,10,,Cambridge Uni,Cambridge,15 Oct 16
181,35.32,Rachel Hicks,8,David Walker,Belgrave,Hastings,22 May 16
182,35.22,Leah Spratley-Kemp,-8,,Reading AC,Eton,9 Jul 16
183,35.03,Hannah Blood,-8,Michael Hitchon,Sale Harriers Manchester,Stretford,3 Jul 16
184,34.83,Megan Weetman,-2,,Deeside AAC,Bebington,6 Aug 16
185,34.80,Meegan Leih,-4,,Longwood,Grantham,5 Jun 16
186,34.79,Liz Edwards,10,,City of Plymouth,Yeovil,22 May 16
187,34.75,Kelly Andrews,14,,Havant,Portsmouth,18 Jun 16
188,34.73,Elle Cockell,-4,Robert Earle,Braintree,Peterborough,9 Jul 16
189,34.66,Rachel Pugh,3,Jim Green,Sale Harriers Manchester,Sportcity,7 Aug 16
190,34.63,Kiah-Jay Stevens,-8,Averil Hewitt,Newbury,Horspath,17 Aug 16
191,34.62,Heather Cubbage,-8,Graham Arnold,City of Portsmouth,Uxbridge,16 Apr 16
192,34.59,Kelly Stewart,-4,,Liverpool H,Liverpool,29 May 16
192,34.59,Hannah Walker,-4,Jan Aarre,Birchfield H,Worcester,29 May 16
192,34.59,Zoe Lynch,-4,,Lancaster & Morecambe,Blackpool,11 Sep 16
195,34.57,Emma Sharpe,-8,Gill St Barbe,North Devon,Perivale,22 May 16
196,34.55,Louise Hampton,14,,Stevenage & North Herts,Stevenage,20 Aug 16
197,34.52,Ashleigh Stephenson,-1,Susan Williams-Joseph,Thames Valley,Tonbridge,20 Aug 16
198,34.34,Chloe Edwards,7,John Edwards,City of Plymouth,Exeter,7 Aug 16
199,34.33,Jacky Brett,29,,Newquay & Par,Par,20 Aug 16
199,34.33,Marion Loveridge,32,Lorraine Shaw,Gloucester,Nuneaton,4 Sep 16
201,34.32,Natalie Walsh,7,,Wigan & District,Stoke Gifford,5 Jun 16
202,34.31,Louise Kay,17,,Bolton,Stretford,6 Aug 16
203,34.16,Bobbie-Louise Gannon,-5,,Poole AC,Bournemouth,11 Jun 16
204,34.10,Jody Edwards,-5,,Kingston & Poly,Croydon,24 Jul 16
205,34.05,Ruth Doran,1,,Liverpool Pembroke Sefton,Ormskirk,23 Jul 16
206,33.95,Chloe Pitts,-7,Mark Lodge,Yate,Yate,8 May 16
207,33.94,Paula Murray,4,,Victoria Park City of Glasgow,Aberdeen,8 May 16
208,33.93,Jemma Ibbetson,-4,Matt Barton,Leeds City,Grangemouth,1 May 16
209,33.85,Melanie Lee,14,Gerald Lee,East Cheshire,Warrington,5 Jun 16
210,33.75,Emma Robinson,-5,,Scunthorpe & District AC (Defunct),Scunthorpe,7 May 16
211,33.68,Sarah Hewitt,20,Andrew Neal,Brighton & Hove,Bracknell,22 May 16
212,33.67,Carol Parker,25,,Coventry,Coventry,8 May 16
213,33.64,Nicola Gore,10,,West Cheshire,Sheffield,5 Jun 16
214,33.49,Erin Runcie,-4,,Aberdeen,Aberdeen,7 Aug 16
215,33.43,Sophie Allen,1,,Tamworth,Nottingham,4 Jun 16
216,33.30,Rachel Hutchinson,4,Roseanne Hutchinson,Liverpool Pembroke Sefton,Ormskirk,5 Jun 16
216,33.30,Deborah Murch,35,,Rugby & Northampton,Nuneaton,4 Sep 16
218,33.29,Frankie Evans,-5,,South London,Twickenham,9 Jul 16
219,33.23,Charlotte Nicholls,6,Shaun Medlen,Victoria Park & Tower Hamlets,Battersea,20 Aug 16
220,33.08,Elinor Fitzgerald,-8,Bob Willows,Brighton & Hove,Kingston,20 Aug 16
221,33.07,Sophie Hunt,-7,,Leamington,Coventry,8 May 16
222,33.05,Roisin Taylor,-1,,Cambridge Uni,Lee Valley,5 Mar 16
223,33.04,Bronte Jones,-6,Ivan Washington,Sheffield & Dearne,Wakefield,7 May 16
224,33.01,Charlotte Webb,1,,Reading AC,Reading,25 Sep 16
225,33.00,Ruth Bird,29,Kerry Eddie (nee Jury),Cheltenham,Tamworth,8 May 16
226,32.96,Laura Feely,-1,Mick Shortland,Stevenage & North Herts,Watford,15 May 16
227,32.90,Rebecca Makin,2,,Bolton,Copeland,5 Jun 16
228,32.87,Kara Wilson,-7,Martin Bishell,Doncaster,Doncaster,7 May 16
229,32.86,Stephanie Fuller,7,Kenneth Day,Harlow AC,Braintree,18 Jun 16
230,32.79,Mia Sherriff,-8,Jaime Walker,Burton,Burton,4 Jun 16
231,32.74,Rachel Bashforth,8,,"Blackpool, Wyre & Fylde",Blackpool,2 Apr 16
232,32.73,Elianne Mahay-Goodrich,-5,Richard Turner,Enfield & Haringey,Swansea,4 Jun 16
233,32.68,Catherine Alford,22,,Rhondda,Sutton Coldfield,10 Aug 16
234,32.60,Katherine Ellis,-2,,Basildon,Lee Valley,18 Jun 16
235,32.55,Sarah Steadman,16,,Bexley,Erith,10 Sep 16
236,32.30,Sarah Robinson,-8,Matt Hammond,Scunthorpe & District AC (Defunct),Cleckheaton,6 Aug 16
237,32.24,Demi Beavis,-7,,Ealing Southall & Middx,Horspath,21 Aug 16
238,32.19,Dominique Blaize,7,Julie Dodoo (nee Hollman),Kingston & Poly,Andover,16 Apr 16
239,32.13,Poppy Bean,-7,Rob Careless,Notts,Nottingham,4 Jun 16
240,31.98,Kerrie Buckley,14,Joanne Harding,Trafford,Macclesfield,14 May 16
240,31.98,Louise Kneen,20,,Western,Douglas,24 Jul 16
242,31.97,Katie Roberts,-8,Gwyn Jones,Cardiff,Newport,29 May 16
243,31.92,Robyn Conlin,-7,,Falkirk,Grangemouth,17 Apr 16
244,31.90,Caroline Crowe,14,,Guildford & Godalming,Guildford,18 Jun 16
244,31.90,Janet Dickinson,27,Paul Rees,Bournemouth,Bournemouth,9 Jul 16
246,31.80,Jordyn Robinson,-4,,Epsom & Ewell,Tooting Bec,20 Aug 16
247,31.74,Megan Brown,-5,,North Ayrshire,Grangemouth,10 Jun 16
248,31.70,Kelsey Barbour,-8,,Inverness,Aberdeen,8 May 16
249,31.59,Charlotte Bell,-8,,Spenborough,Copeland,5 Jun 16
250,31.36,Bronagh Doherty,-1,,Olympian Youth,Belfast,19 Jun 16
251,31.19,Julie Wilson,32,,Reading AC,Aldershot,2 Jul 16
252,31.12,Laura Fairclough,-7,Dave Brown,Liverpool Pembroke Sefton,Sportcity,6 Aug 16
253,31.09,Kimberley Carter,-2,,Telford AC,Worcester,2 Jul 16
254,31.08,Laura Rock,4,Lyn Orbell,Birchfield H,Rugby,5 Jun 16
255,31.02,Camilla Thrush,25,Tony Cook,Kingston & Poly,Perth AUS,4 Nov 16
256,31.00,Victoria Kirby,-8,Andrew Compton,Gloucester,Solihull,6 Aug 16
257,30.92,Sherri Smart,1,Graham Felton,Royal Sutton Coldfield,Leicester,14 May 16
258,30.89,Kimberley Hawke,-8,Colin Christie,Montrose & District,Aberdeen,8 May 16
259,30.75,Jessica Bruton,-4,Richard Turner,Enfield & Haringey,Lee Valley,17 Apr 16
259,30.75,Karen Moody,27,,Cannock & Stafford,Tamworth,22 Jun 16
261,30.70,Samantha Dearn,-5,,Halesowen,Tamworth,8 May 16
262,30.60,Grace Overy,-7,,Cambridge & Coleridge,Cambridge,16 Apr 16
263,30.58,Kaitlin Enderwick,-4,,Middlesbrough (Mandale),Rotherham,26 Jun 16
264,30.53,Jo Bennett,11,Liz Sissons,Epsom & Ewell,Kingston,16 Apr 16
264,30.53,Hannah Barnes,1,,Hereford,Burton,4 Jun 16
266,30.46,Emily Hartley,-6,Robert Halliwell,Wigan & District,Ormskirk,5 Jun 16
267,30.44,Karen Jones,33,Matt Spicer,Yate,Rugby,5 Jun 16
268,30.41,Indigo Johnson,-6,,Diss,Cambridge,17 Jul 16
269,30.36,Abbey Cottam,-5,Michael Cottam,Radley,Dartford,20 Aug 16
270,30.35,Caitlin Filby,-4,,Dacorum,Croydon,9 Jul 16
271,30.31,Cara Azariah,-6,Nigel Groves,Yeovil,Street,11 Jun 16
272,30.29,Ceri Jones,-6,Gwyn Jones,Cardiff,Lee Valley,3 Jul 16
273,30.24,Rebecca Spear,-3,Colin Petty,North Devon,Plymouth,18 Jun 16
274,30.23,Alexandra Tate,-8,Michael Swain,Skyrac,Morpeth,3 Jul 16
275,30.21,Louisa Henn,-7,Mo Pearson,Cornwall AC,Par,18 Sep 16
276,30.08,Hope Adex,-6,,Trafford,Stretford,24 Jul 16
277,30.06,Frances Milburn,-5,Paul Wilson,Kidderminster & Stourport,Stourport,24 Jul 16
278,30.05,Sarah Nickelson,21,,Oxford City,Horspath,2 May 16
279,30.01,Amy Walter,-5,Barry Symonds,Oxford City,Horspath,9 Jul 16
280,29.94,Jennifer Ibbitson,37,Andrew Ibbitson,Wakefield,Cleckheaton,4 Sep 16
281,29.92,Leanne Bettis,1,,Belgrave,Chelmsford,9 Jul 16
282,29.83,Alexandra Shorey,15,,Hallamshire,Blackpool,19 Mar 16
283,29.58,Grace Adeleye,-7,Clive Thomson,Medway & Maidstone,Gillingham,9 Jul 16
284,29.55,Kim Weir,33,Paul Derrien,St. Mary's Richmond,Carshalton,17 Apr 16
285,29.54,Anna Stephens,-5,,North Shields Poly,Gateshead,15 May 16
286,29.53,Chloe Rowberry,-6,,Newark AC,Grantham,29 May 16
287,29.52,Alison Pringle,-4,,Annan,Meadowmill,2 Aug 16
288,29.50,Ellie Smith,-6,,Radley,Horspath,1 May 16
289,29.49,Abigail Moronkeji,4,,Thames Valley,Tonbridge,20 Aug 16
290,29.46,Kirsty Law,8,John Godina,Sale Harriers Manchester,Southampton,3 Jul 16
291,29.24,Melissa Bird,-5,Carolyn Franks,Cheltenham,Gloucester,26 Jun 16
291,29.24,Carla Winstanley,16,,Leigh,Bebington,6 Aug 16
293,29.00,Shirley Quinn,40,,Chelmsford,Milton Keynes,16 Apr 16
293,29.00,Gemma Tingay,5,Ken Holmes,Bristol & West,Lee Valley,3 Jul 16
295,28.98,Lucy Dodd,-6,Christopher Finney,Orion,St Albans,16 Apr 16
296,28.89,Catherine Clayton,-6,Murray Grant,Bristol & West,Birmingham,3 Jul 16
297,28.85,Rachel Fraser,20,,"Aldershot, Farnham & District",Aldershot,2 Jul 16
298,28.76,Molly Hartill,-5,,Unattached,Narbonne FRA,8 May 16
298,28.76,Sylvia Ofei-Kwatia,17,,Sutton & District,Ewell,5 Jun 16
300,28.72,Julie Driscoll,25,,Brecon,Swansea,31 Jul 16
301,28.70,Linda North,19,,Spenborough,Cleckheaton,25 Sep 16
302,28.66,Zoe Large,1,,Swindon,Swindon,14 May 16
303,28.49,Lily-May Pursey,-8,Gary Herrington,Rugby & Northampton,Derby,30 Sep 16
304,28.44,Toni Buckingham,-5,,Barnsley AC,Cudworth,3 Jul 16
305,28.43,Lorna Rogers,20,,Dundee Hawkhill,Scotstoun,12 Jun 16
306,28.41,Esther Lau,-4,,Northern Ireland Schs,Tullamore IRL,5 Jun 16
307,28.33,Anna Stephens,-5,,Northumberland Schs,Gateshead,11 Jun 16
308,28.32,Kate Whiston-Smith,4,,Solihull & Small Heath,Stourport,8 May 16
309,28.24,Fiona Davidson,21,Bob Masson,Aberdeen,Aberdeen,2 Jun 16
310,28.23,Georgia Hulbert,-6,Andrew Hughes,Bracknell AC,Bracknell,21 Feb 16
311,28.18,Keira Davies,-5,,Doncaster,Doncaster,29 May 16
312,28.15,Claire Reid,18,,Morpeth,York,7 May 16
313,28.13,Beth Clutterbuck-Allen,-8,,Charnwood,Solihull,7 Aug 16
314,28.10,Rebecca Healy,6,Shirley Quinn,Chelmsford,Chelmsford,22 May 16
315,28.00,Heather Beeton,-1,,Warrington AC,Aberdeen,2 Apr 16
316,27.98,Debbie Castle,-2,,Colchester & Tendring,Ashford,9 Jul 16
317,27.96,Evie Harris-Jenkins,-5,Kevin Murch,Rugby & Northampton,Aldershot,2 Jul 16
318,27.94,Phoebe Francis,-6,,Bingley,York,3 Sep 16
