Rank,Performance,Name,Year,Coach,Club,Venue,Date
33,48.75,Woody Cox,2,Karl Lasis,Crawley,Crawley,21 Mar 15
34,46.35,Yuri Pereira,1,,Jersey,Portsmouth,24 May 15
35,46.00,Oscar Bryce,1,Mike Corden,Hallamshire,Middlesbrough,16 May 15
36,45.97,Scott McMurtry,3,,Ballymena & Antrim,Tullamore IRL,30 May 15
37,44.51,Kevin Acraman,3,Malcolm Wallace,Hillingdon,Sandy,26 Sep 15
38,44.12,Reiss Senior,1,Charlotte Nicholls,Herne Hill,Walthamstow,19 Dec 15
39,43.90,Lewis Jones,1,Michael Jones,Sussex Schs,Crawley,13 Jun 15
40,43.70,Matteo Holmes,3,,Cardiff,Cardiff,16 May 15
41,43.62,Tom Peters,1,Dennis Elkins,Bournemouth,Bath,26 Apr 15
42,43.50,Jordan Small,2,,Rotherham,Sheffield,13 Jun 15
43,43.19,Patrick Swan,1,Mo Pearson,Cornwall AC,Par,11 Apr 15
44,42.36,Jacob Lloyd,1,,East Cheshire,Wrexham,26 Sep 15
45,42.15,Jon Jo Fanning,1,David Pope,Rugby & Northampton,Wolverhampton,26 Jul 15
46,41.56,Ryan Smith,2,Dennis Elkins,Dorchester,Bournemouth,13 Jun 15
47,39.53,Benjamin Myburgh,2,Charlotte Nicholls,South London,Chelmsford,16 May 15
48,38.98,Laurence Surman,2,Zane Duquemin,Derby,Derby,28 Jun 15
49,38.70,Daniel Webb,1,Paul Dickenson,Reading AC,Reading,16 May 15
50,38.52,Jacob Williams,1,,Brecon,Swansea,9 Aug 15
51,38.50,Joe Steer,1,Karl Lasis,Crawley,Reading,16 May 15
52,38.26,Aaron Kilpatrick,2,,Northern Ireland Schs,Tullamore IRL,30 May 15
53,38.16,Tom Dobbs,1,Robert Halliwell,Wigan & District,Wrexham,26 Sep 15
54,37.93,Jonathan Pownall,1,Chris Watts,Marshall Milton Keynes,Birmingham,16 May 15
55,37.76,Connor McDonald,1,,Shetland,Inverness,23 May 15
56,37.71,Rory Kelly,1,Paul Kelly,Woking,Kingston,28 Jun 15
57,37.21,Matthew Ridge,2,,Bournemouth,Uxbridge,18 Apr 15
58,37.03,Omar Reid,3,,Croydon,Harrow,18 Apr 15
59,36.93,Connor Notley,1,Graham Felton,Royal Sutton Coldfield,Ashfield,26 Jul 15
60,36.46,Aedan Slack,1,Noel Moss,Cambridge & Coleridge,Cambridge,27 Jun 15
61,36.08,Thomas Crowe,3,,Preston,Hutchesons,26 Jul 15
62,35.98,Jordan Turner,2,,Thetford,Bury St. Edmonds,12 Dec 15
63,35.37,Piers Bolton,2,,Solihull & Small Heath,Coventry,18 Apr 15
64,35.27,Daniel Fleming,2,Paul Wilson,City of York,Spinkhill,28 Jun 15
65,33.32,James Breslin,1,Jacqueline Cherry,Oxford City,Horspath,29 Apr 15
66,32.99,Sean Ratchford,1,Joe Fallon,Wirral,Liverpool,28 Jun 15
67,31.80,Conor Hewitson,1,,Aberdeen,Aberdeen,20 Aug 15
68,31.34,Louis Mascarenhas,3,John Hillier,Blackheath & Bromley,Birmingham,6 Sep 15
69,31.21,Keiran Nicholls,1,James Coney,Andover,Bournemouth,13 Sep 15
70,31.11,Samuel Rigby,2,,Cannock & Stafford,Wolverhampton,26 Jul 15
71,31.08,William Knight,1,,City of Stoke,Derby,28 Jun 15
72,30.69,Cormack Lever,2,,Sheffield & Dearne,Hutchesons,26 Jul 15
73,30.31,Daniel Cork,2,Robert Eales,Newport H,Hereford,28 Jun 15
74,30.21,Tyler Selway,3,Barry Ewington,Nuneaton,Banbury,16 May 15
75,29.32,Billy Russell,3,Ricky Miell,Kilbarchan,Sportcity,16 May 15
76,29.28,Fraser Wright,3,Sam Stanislaus,Gateshead,Gateshead,28 Jun 15
77,28.89,Ronan Strachan,2,,Edinburgh AC,Sportcity,16 May 15
78,28.80,Josh Jordan,1,,City of Lisburn,Antrim,15 May 15
79,28.18,Kieran Westlake,2,Mo Pearson,Cornwall AC,Cheltenham,28 Jun 15
80,28.05,Dean Valentine,1,,Crewe & Nantwich,Wrexham,26 Sep 15
81,27.99,Robert Sims,1,Peter Wilson,Amber Valley & Erewash,Derby,5 Dec 15
82,27.95,James Tate,1,Michael Swain,Skyrac,Cleckheaton,6 Sep 15
83,27.60,Isaac Wood,1,Barry Hawksworth,Derby,Derby,13 Sep 15
84,27.51,Henry Jeans,2,,Somerset Schs,Street,13 Jun 15
85,27.18,Sheeth Khan,3,,Harrow,Harrow,18 Apr 15
86,27.14,Giacomo Spagnoli,2,,Croydon,Harrow,18 Apr 15
87,25.81,Jamie Barnett,1,,Windsor Slough Eton & Hounslow,Lee Valley,16 May 15
,68.27,Fellan McGuigan,3,,Shaftesbury Barnet,Bromley,26 Jul 15
