Rank,Performance,Name,Year,Coach,Club,Venue,Date
Rank,Perf,Name,Year,Coach,Club,Venue,Date
1,68.05,Callum Brown,2,,City of Norwich,Norwich,21 Dec 11
2,67.78,Andrew Elkins,2,Dennis Elkins,Shaftesbury Barnet,Derby,11 Sep 11
3,66.81,Michael Painter,1,John Painter,City of Norwich,Norwich,21 Dec 11
4,66.60,Nick Miller,2,,Border,Gateshead,2 Jul 11
5,65.76,Tim Williams,3,Lorraine Shaw,Gloucester,Hereford,15 May 11
6,62.40,Rob Dean,3,,City of Stoke,Stoke,1 May 11
7,61.60,Craig Murch,2,Gary Herrington,Rugby & Northampton,Loughborough,13 Jul 11
8,61.27,Sam Ridgway,2,Jack Kee,Marshall Milton Keynes,Ashford,18 Jun 11
9,60.22,Osian Jones,2,Dennis Roscoe,Menai,Hendon,10 Jul 11
10,60.00,Sam Blain,1,,City of York,York,7 Aug 11
11,59.10,Jonathan Edwards,2,John Edwards,Huntingdonshire,Peterborough,29 Aug 11
12,58.75,Jake Haylock,3,Michael Davies,Blackheath & Bromley,Chelmsford,29 May 11
13,58.67,Ashley Andrews,3,Lorraine Shaw,Forest of Dean AC,Wrexham,21 May 11
14,57.69,Matt Lasis,2,Karl Lasis,Crawley,Hendon,28 Aug 11
15,57.67,Chad Rhodes,2,,Tipton,Tipton,29 May 11
16,56.74,Harry Clarke,1,Mike Winch,Woodford Green Essex Ladies,Ashford,18 Jun 11
17,56.47,Rob Wallace,1,Lorraine Shaw,Cheltenham,Cheltenham,20 Jul 11
18,56.13,Ross McManus,2,,Edinburgh AC,Gateshead,24 Jul 11
19,55.81,Ryan McDowall,2,,Border,Bedford,25 Jun 11
20,55.16,Edmund Reid,1,William Robertson,Falkirk,Grangemouth,9 Apr 11
21,54.80,Simon Evans,3,Eric Davison,Worthing,Southend,29 Aug 11
22,54.32,Hadan Brittain,2,Paul Gair,Mansfield,Liverpool,17 Sep 11
23,54.25,Ben Daley,2,Carol Williams,Middlesbrough (Mandale),Middlesbrough,11 Jun 11
24,52.71,Robert Duke,1,Eric Davison,Worthing,Crawley,24 Apr 11
25,52.32,Sam Foster,1,Gordon Binley,Corby,Birmingham,19 Jun 11
26,52.19,Bradley Cole,2,Lee Doran,Cardiff,Brecon,2 Jul 11
27,51.11,Ryan Winson,2,Joseph Walker,Derby,Stoke,1 May 11
28,50.58,Matthew Evans,3,Eric Davison,Worthing,Ashford,18 Jun 11
29,50.33,Nicky Stone,1,Alan Bertram,Shettleston,Grangemouth,9 Apr 11
30,50.08,Gary Jones,1,,Andover,Bournemouth,11 Sep 11
31,49.65,Danny Clayton,1,John Painter,City of Norwich,Norwich,12 Feb 11
32,49.61,Robert Moffett,1,Gareth Moffett,Ballymena & Antrim,Belfast,17 Dec 11
33,49.17,Jordan Bowser,2,,Gateshead,Gateshead,27 Aug 11
34,48.30,Lee Doran,2,Bob Broadbridge,Newbury,Bedford,25 Jun 11
35,48.10,Mark White,2,Thomas Grierson,Reading AC,Hendon,28 Aug 11
36,47.89,James Smith,2,John Painter,Woodford Green Essex Ladies,Ipswich,31 Dec 11
37,47.84,Alistair Tuck,1,,Dorchester,Portsmouth,10 Jul 11
38,47.71,Richard Bell,3,Roseanne Hutchinson,Manx,Douglas,6 Jul 11
39,47.56,Ryan Redman,1,,Tonbridge,Tonbridge,25 Apr 11
40,47.19,Jack Vickery,1,Michael Hitchon,Blackburn,Bebbington,24 Jul 11
41,47.01,Ricky Doran,1,,Newbury,Swindon,10 Dec 11
42,46.53,Matthew Norton,2,,Mendip,Street,15 May 11
43,46.47,Sam Wilson,1,,Peterborough,Watford,29 May 11
44,45.29,Marc Bradbury,1,,Boston,Grantham,14 May 11
45,44.75,Sam Johnson,1,,Preston,Glasgow,29 May 11
45,44.75,Laurie Almond,2,,Trafford,Stretford,31 May 11
47,44.47,Stefano Aquilino,1,,Vale of Aylesbury,Welwyn,22 Apr 11
48,44.43,Jake Allen,1,Gary Howe,West Suffolk,Bury St. Edmunds,24 Sep 11
49,44.31,Matthew Halton,2,Mo Pearson,Newquay & Par,Par,24 Sep 11
50,43.88,Sam Taylor-Outridge,2,Chris Watts,Shaftesbury Barnet,Bromley,24 Jul 11
51,43.77,Darren Evans,1,,Preston,Sportcity,10 Jul 11
52,43.73,Chris Darling,3,,Lewes,Crawley,14 May 11
53,43.69,Tom Burton,3,,Cambridgeshire Schs,Peterborough,11 Jun 11
54,43.43,Gareth Winter,3,Lorraine Shaw,Gloucester,Bromley,24 Jul 11
55,42.98,Alex Elston,2,Michael Swain,Rotherham,Stretford,17 May 11
56,42.94,Sam Beavers,1,,City of York,York,24 Jul 11
57,42.84,Jonathan Murray,2,,Edinburgh AC,Preston,1 May 11
58,42.74,Kurtland Martyr,3,,Woodford Green Essex Ladies,Woodford,2 Aug 11
59,42.22,Elliott Griffin,1,,Spenborough,Wigan,28 Aug 11
60,41.99,Lewis Williams,2,,Havering,Watford,29 May 11
61,41.59,Alan Sydee,1,,Luton,Derby,19 Nov 11
62,41.50,Jonny Hinton,1,,Tonbridge,Tonbridge,29 May 11
63,41.35,Sam O'Kane,2,,Caithness AAC,Inverness,28 May 11
64,41.20,Adrian Young,2,,Northern Ireland Schs,Antrim,20 May 11
65,41.00,Daniel Bowkett,3,Trevor Fox,The Dearne ALC,Scunthorpe,24 Jul 11
66,40.58,Craig Westerman,2,,Wakefield,Gateshead,24 Jul 11
67,40.10,Jordan Carter,2,Brian Parkes,Rotherham,Scunthorpe,24 Jul 11
68,39.92,Lewis Jones,3,,Newport H,Cardiff,2 Oct 11
69,38.87,Alex Fitzpatrick,2,Neil Fitzpatrick,City of Portsmouth,Portsmouth,10 Jul 11
70,38.81,Andrew McLaughlan,2,,Kilbarchan,Glasgow,29 May 11
71,38.66,Luke Pickles,3,,Doncaster,Rotherham,1 May 11
72,38.60,Jay Warren,2,,Northern Ireland Schs,Antrim,20 May 11
73,38.59,Mathew Riley,2,,Swansea,Sutton Coldfield,29 May 11
74,38.29,Laurence Levy,1,Norma Harris,Stevenage & North Herts,Abingdon,27 Aug 11
75,38.20,Jonathan Stowell,1,,Pembrokeshire,Brecon,2 Jul 11
76,38.08,Kieran Thackray,1,Michael Swain,Wakefield,Derby,19 Nov 11
77,37.49,Jonathan Gray,1,,Northern Ireland Schs,Antrim,20 May 11
78,37.43,Oskar Piotrowicz,2,,Highgate,Hendon,11 Jun 11
79,37.15,Hayden Richards,2,,Grantham AC,Norwich,18 Jun 11
80,36.53,Adam Martin,2,,Ballymena & Antrim,Antrim,28 Apr 11
81,36.37,Allan Smith,2,Bryan Roy,Shaftesbury Barnet,Basildon,10 Jul 11
82,35.51,James Newport,2,,Yeovil,Exeter,18 Jun 11
83,35.35,Jordan Millar,2,,Regent House,Antrim,20 May 11
84,35.26,Joe Smith,2,,Dudley & Stourbridge,Wolverhampton,24 Jul 11
85,34.92,Charlie Occomore,2,,Isle of Wight,Bournemouth,1 May 11
86,34.64,Richard Taylor,3,,Solihull & Small Heath,Tipton,10 Jul 11
87,34.44,Sean Sullivan,1,,Wirral,Bebington,11 Jun 11
88,34.18,Zachary Child,2,,Pendle,Blackburn,1 May 11
89,34.10,Jonathan Blair,2,,Northern Ireland Schs,Antrim,20 May 11
90,32.41,Derek Philbey,1,Bob Broadbridge,Newbury,Swindon,10 Dec 11
91,31.59,Kane Humphrey,3,,Rotherham,Doncaster,10 Jul 11
92,31.50,George Thomas,2,Adam Rubery,Charnwood,Loughborough,17 Apr 11
93,31.14,Marc Williams,2,,City of Stoke,Derby,24 Jul 11
94,30.74,Leighton Ormerod,1,,Taunton,Street,15 May 11
95,30.48,Hayden Tyler,1,Murray Grant,Taunton,Street,15 May 11
96,30.43,Michael Travers,3,,Dudley & Stourbridge,Telford,1 May 11
97,29.94,Luke Macaree,1,Karen Brewer,Camberley,Hillingdon,1 May 11
98,29.90,Josh Bussell,2,,Cwmbran,Connah's Quay,28 Aug 11
99,29.63,Andrew Harrison,1,Shirley Quinn,Chelmsford,Eton,1 May 11
100,29.35,Tom Kitchen,3,,Chesterfield,Derby,24 Jul 11
100,29.35,Ray Burling,2,,Marshall Milton Keynes,Milton Keynes,4 Sep 11
102,29.33,Arpad Vermes,1,Bob Willows,Brighton & Hove,Bournemouth,1 May 11
103,29.28,Tariq Martin,2,David Hussey,Basildon,Chelmsford,29 May 11
104,28.96,Jake Clowsley,2,,Wolverhampton & Bilston,Derby,28 Aug 11
105,28.88,Jeremy Sanders,2,,Bracknell AC,Harrow,29 May 11
106,28.44,Michael King,3,,City of Plymouth,Cheltenham,10 Jul 11
107,28.09,Liam Monaghan,3,,Blackburn,Bebbington,24 Jul 11
108,27.71,Alec Thomas,1,,Reading AC,Harrow,29 May 11
109,27.47,Denis Hasanaj,2,,Cambridge H,Erith,10 Jul 11
110,27.44,Alex Cox,1,Michael Willis,Bournemouth,Portsmouth,29 May 11
111,27.10,Matti Mortimore,2,Esa Utriainen,Ipswich,Eton,1 May 11
